,Unnamed: 0,created_at,id,id_str,full_text,truncated,display_text_range,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user_id,user_id_str,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,reply_count,quote_count,conversation_id,conversation_id_str,favorited,retweeted,lang,supplemental_language,extended_entities,possibly_sensitive,possibly_sensitive_editable,quoted_status_id,quoted_status_id_str,quoted_status_permalink,self_thread,card,label
43,1.29886333569436E+018,Thu Aug 27 06:02:05 +0000 2020,1.29886333569436E+018,1.29886333569436E+018,"@Wind_Desika උබ කෙලෝ
ගනින් පයිය
කොට තම්බින්ට
කියලා හුත්තියෝ",False,"[13, 59]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Wind_Desika', 'name': 'WinD', 'id': 2533578847, 'id_str': '2533578847', 'indices': [0, 12]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2986384570912E+018,1.2986384570912E+018,2533578847,2533578847,Wind_Desika,1.19961751463388E+018,1.19961751463388E+018,,,,,False,0,1,1,0,1.29863845709119E+018,1.29863845709119E+018,False,False,si,,,,,,,,,,1
44,1.26120598573937E+018,Fri May 15 08:05:13 +0000 2020,1.26120598573937E+018,1.26120598573937E+018,"මහසෝන් ඔය මේසේ උඩින් උඩ තියෙන ගල තියපං. එතකොට කිසිම හේතුවක් නැතුව ලයික් වැස්සක් වැටෙනවා මේසෙට

#එකලඟට්වීට් @dead_mans_creed @duliponline https://t.co/IrT9RBWmXB",False,"[0, 136]","{'hashtags': [{'text': 'එකලඟට්වීට්', 'indices': [95, 106]}], 'symbols': [], 'user_mentions': [{'screen_name': 'dead_mans_creed', 'name': '🇱🇰 ☠️ මහසොහොන් ☠️ 🇱🇰', 'id': 233860469, 'id_str': '233860469', 'indices': [107, 123]}, {'screen_name': 'duliponline', 'name': 'ආර්. බැද්දගේ', 'id': 799677397, 'id_str': '799677397', 'indices': [124, 136]}], 'urls': [], 'media': [{'id': 1261205971034046464, 'id_str': '1261205971034046464', 'indices': [137, 160], 'media_url': 'http://pbs.twimg.com/media/EYC0JgQWAAA33jb.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EYC0JgQWAAA33jb.jpg', 'url': 'https://t.co/IrT9RBWmXB', 'display_url': 'pic.twitter.com/IrT9RBWmXB', 'expanded_url': 'https://twitter.com/iamharshana1/status/1261205985739374592/photo/1', 'type': 'photo', 'original_info': {'width': 1242, 'height': 1897, 'focus_rects': [{'x': 0, 'y': 456, 'h': 696, 'w': 1242}, {'x': 0, 'y': 183, 'h': 1242, 'w': 1242}, {'x': 0, 'y': 96, 'h': 1416, 'w': 1242}, {'x': 46, 'y': 0, 'h': 1897, 'w': 949}, {'x': 0, 'y': 0, 'h': 1897, 'w': 1242}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 786, 'h': 1200, 'resize': 'fit'}, 'large': {'w': 1242, 'h': 1897, 'resize': 'fit'}, 'small': {'w': 445, 'h': 680, 'resize': 'fit'}}, 'features': {'medium': {'faces': []}, 'orig': {'faces': []}, 'large': {'faces': []}, 'small': {'faces': []}}}]}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,1.07276598446802E+018,1.07276598446802E+018,,,,,False,0,12,1,1,1.26120598573937E+018,1.26120598573937E+018,False,False,si,,"{'media': [{'id': 1261205971034046464, 'id_str': '1261205971034046464', 'indices': [137, 160], 'media_url': 'http://pbs.twimg.com/media/EYC0JgQWAAA33jb.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EYC0JgQWAAA33jb.jpg', 'url': 'https://t.co/IrT9RBWmXB', 'display_url': 'pic.twitter.com/IrT9RBWmXB', 'expanded_url': 'https://twitter.com/iamharshana1/status/1261205985739374592/photo/1', 'type': 'photo', 'original_info': {'width': 1242, 'height': 1897, 'focus_rects': [{'x': 0, 'y': 456, 'h': 696, 'w': 1242}, {'x': 0, 'y': 183, 'h': 1242, 'w': 1242}, {'x': 0, 'y': 96, 'h': 1416, 'w': 1242}, {'x': 46, 'y': 0, 'h': 1897, 'w': 949}, {'x': 0, 'y': 0, 'h': 1897, 'w': 1242}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 786, 'h': 1200, 'resize': 'fit'}, 'large': {'w': 1242, 'h': 1897, 'resize': 'fit'}, 'small': {'w': 445, 'h': 680, 'resize': 'fit'}}, 'features': {'medium': {'faces': []}, 'orig': {'faces': []}, 'large': {'faces': []}, 'small': {'faces': []}}, 'media_key': '3_1261205971034046464', 'ext_alt_text': None, 'ext_media_availability': {'status': 'available'}, 'ext_media_color': {'palette': [{'rgb': {'red': 23, 'green': 31, 'blue': 42}, 'percentage': 57.37}, {'rgb': {'red': 215, 'green': 215, 'blue': 215}, 'percentage': 26.46}, {'rgb': {'red': 148, 'green': 103, 'blue': 75}, 'percentage': 4.72}, {'rgb': {'red': 123, 'green': 131, 'blue': 137}, 'percentage': 2.07}, {'rgb': {'red': 80, 'green': 155, 'blue': 226}, 'percentage': 1.08}]}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}]}",False,True,,,,,,0
49,1.19633231372402E+018,Mon Nov 18 07:40:25 +0000 2019,1.19633231372402E+018,1.19633231372402E+018,"@djharris32913 @Sansajran එතකොට ඒක හෙන කියුට්. පයිය කිවුවාම එහෙම නෑ,හෙන ගාම්බීර ගතියක් තියේ",False,"[26, 91]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'djharris32913', 'name': 'Djharris', 'id': 396507162, 'id_str': '396507162', 'indices': [0, 14]}, {'screen_name': 'Sansajran', 'name': '𝗦𝗮𝗻𝗱𝘂𝗻', 'id': 199129412, 'id_str': '199129412', 'indices': [15, 25]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.19633181343985E+018,1.19633181343985E+018,396507162,396507162,djharris32913,799677397,799677397,,,"{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.6505263, 5.9213829], [81.8787816, 5.9213829], [81.8787816, 9.8359375], [79.6505263, 9.8359375]]]}, 'attributes': {}}",,False,0,1,1,0,1.19630375417521E+018,1.19630375417521E+018,False,False,si,,,,,,,,,,0
50,1.29863845709119E+018,Wed Aug 26 15:08:30 +0000 2020,1.29863845709119E+018,1.29863845709119E+018,"සිංහල උඹලා ගොඩක්ම ආදරේ කරන කෙනාට මාරාන්තික තත්වෙ ලෙඩක් හැදිලා ලංකාවෙ ඒ ලෙඩේට ඉන්න හොදම දොස්තර මුස්ලිම් වෙනකල් විතරක් උඹලා ජාතිවාදී වෙයි.
☝️
( උදාහරණයක් )

මුස්ලිම් හැමෝම අන්තවාදියෝ, ත්‍රස්තවාදීයෝ නෙවෙයි වගේම අන්තවාදීන් ත්‍රස්තවාදීන් හැමෝම මුස්ලිම් අයත් නෙවෙයි.",False,"[0, 260]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,2533578847,2533578847,,,,,False,12,179,30,2,1.29863845709119E+018,1.29863845709119E+018,False,False,si,,,,,,,,,,0
51,9.11301030905709E+017,Fri Sep 22 18:47:51 +0000 2017,9.11301030905709E+017,9.11301030905709E+017,මම මුට කොහොම කතා කරන්නද මෛත්‍රී කැරියෝ පයිය තියාගෙන ඇට දෙකෙන් හුකන්න හදන්න එපා,False,"[0, 78]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",,,,,,3049875241,3049875241,,,,,False,0,0,0,0,9.11301030905709E+017,9.11301030905709E+017,False,False,si,,,,,,,,,,1
52,1.30455246803912E+018,Fri Sep 11 22:48:40 +0000 2020,1.30455246803912E+018,1.30455246803912E+018,@SKathriarachc @devinda_hemal පයිය තලන්න ඔන ඔකූන්ගේ,False,"[30, 51]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'SKathriarachc', 'name': '💙\U0001f9daරුළං අලුවා\U0001f9da💙', 'id': 4695571118, 'id_str': '4695571118', 'indices': [0, 14]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.30445360535361E+018,1.30445360535361E+018,4695571118,4695571118,SKathriarachc,1.24814145342905E+018,1.24814145342905E+018,,,,,False,0,1,0,0,1.30444340284769E+018,1.30444340284769E+018,False,False,si,,,,,,,,,,1
55,1.22510997692396E+018,Wed Feb 05 17:32:34 +0000 2020,1.22510997692396E+018,1.22510997692396E+018,@i_ampasindu කවුද කියන්නෙ කුනුහරුප කියලා😌😌☝️,False,"[13, 44]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.22510968033201E+018,1.22510968033201E+018,7.50011074762551E+017,7.50011074762551E+017,itsmepasindu,1516491872,1516491872,,,,,False,0,1,1,0,1.22510916317007E+018,1.22510916317007E+018,False,False,si,,,,,,,,,,0
62,1.13481417749358E+018,Sat Jun 01 13:29:18 +0000 2019,1.13481417749358E+018,1.13481417749358E+018,"@IamDimuth 
අනේ තෝ ගිහින් චන්දිකයාගේ පයිය උරාපන්. තෝ මන් කියන විදිහට වැඩ කරපන්. 
හුත්තෝ අවිශ්කයි තමුසෙයි open කරපන්. One down කුසල් මෙන්ඩිස්, 2 down කුසල් පෙරේරා, 3rd down mathews, next මිලින්ද සිරිවර්දෙන, ජීවන් මෙන්ඩිස්, තිසර පෙරේරා, ඉසුරු උදාන, ප්‍රදීප්, මාලිංග දාපන්.",False,"[0, 270]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'IamDimuth', 'name': '𝑫𝒊𝒎𝒖𝒕𝒉 𝑲𝒂𝒓𝒖𝒏𝒂𝒓𝒂𝒕𝒉𝒏𝒂', 'id': 2448362660, 'id_str': '2448362660', 'indices': [0, 10]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,2448362660,2448362660,IamDimuth,1217668248,1217668248,,,,,False,0,0,0,0,1.13481417749358E+018,1.13481417749358E+018,False,False,si,,,,,,,,,,1
67,1.20768001165168E+018,Thu Dec 19 15:12:07 +0000 2019,1.20768001165168E+018,1.20768001165168E+018,"අර හැංගිලා හිටපු හම්සාගේ පයිය උරන ටොයියෝ ටික රෙදි ගලවන් පාටලීට කඩේ යනවා මේකේ! හොදට මීටර් කරන් අමතක වෙනවනම් screenshot ගහගනින!! 🤦‍♂️😡😡

#lka #srilanka #lka https://t.co/Yk8fuyu5Vd",False,"[0, 154]","{'hashtags': [{'text': 'lka', 'indices': [135, 139]}, {'text': 'srilanka', 'indices': [140, 149]}, {'text': 'lka', 'indices': [150, 154]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1207680003569311746, 'id_str': '1207680003569311746', 'indices': [155, 178], 'media_url': 'http://pbs.twimg.com/media/EMKKkI8XYAI71I1.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EMKKkI8XYAI71I1.jpg', 'url': 'https://t.co/Yk8fuyu5Vd', 'display_url': 'pic.twitter.com/Yk8fuyu5Vd', 'expanded_url': 'https://twitter.com/RealGamerLK/status/1207680011651682311/photo/1', 'type': 'photo', 'original_info': {'width': 1080, 'height': 983, 'focus_rects': [{'x': 0, 'y': 0, 'h': 605, 'w': 1080}, {'x': 76, 'y': 0, 'h': 983, 'w': 983}, {'x': 136, 'y': 0, 'h': 983, 'w': 862}, {'x': 321, 'y': 0, 'h': 983, 'w': 492}, {'x': 0, 'y': 0, 'h': 983, 'w': 1080}]}, 'sizes': {'medium': {'w': 1080, 'h': 983, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1080, 'h': 983, 'resize': 'fit'}, 'small': {'w': 680, 'h': 619, 'resize': 'fit'}}, 'features': {'all': {'tags': [{'type': 'user', 'user_id': '1168509537831325696', 'screen_name': 'Wasanth53468261', 'name': 'Wasantha Perera'}, {'type': 'user', 'user_id': '333357644', 'screen_name': 'yunesh_k', 'name': 'Beauty of the Sri Lanka ❤️🇱🇰🙏'}, {'type': 'user', 'user_id': '1057252223867019265', 'screen_name': 'SriCitizen', 'name': 'Sri Lankan Citizen®'}, {'type': 'user', 'user_id': '552458951', 'screen_name': 'sriavtvnetwork', 'name': 'Sri AV TV Network'}, {'type': 'user', 'user_id': '55178704', 'screen_name': 'DulithK', 'name': 'Dulith Kasun (DK)'}, {'type': 'user', 'user_id': '1120483478120869889', 'screen_name': 'Sepala17', 'name': 'Sepalad'}, {'type': 'user', 'user_id': '36129748', 'screen_name': 'milindarj', 'name': 'Milinda Rajapaksha'}, {'type': 'user', 'user_id': '1156377240419962881', 'screen_name': 'Madushan_Jay', 'name': 'Madushan Jayathunga 🇱🇰'}]}, 'medium': {'faces': [{'x': 449, 'y': 451, 'h': 186, 'w': 186}]}, 'large': {'faces': [{'x': 449, 'y': 451, 'h': 186, 'w': 186}]}, 'orig': {'faces': [{'x': 449, 'y': 451, 'h': 186, 'w': 186}]}, 'small': {'faces': [{'x': 282, 'y': 283, 'h': 117, 'w': 117}]}}}]}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,1.07925039668871E+018,1.07925039668871E+018,,,,,False,13,36,2,0,1.20768001165168E+018,1.20768001165168E+018,False,False,si,,"{'media': [{'id': 1207680003569311746, 'id_str': '1207680003569311746', 'indices': [155, 178], 'media_url': 'http://pbs.twimg.com/media/EMKKkI8XYAI71I1.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EMKKkI8XYAI71I1.jpg', 'url': 'https://t.co/Yk8fuyu5Vd', 'display_url': 'pic.twitter.com/Yk8fuyu5Vd', 'expanded_url': 'https://twitter.com/RealGamerLK/status/1207680011651682311/photo/1', 'type': 'photo', 'original_info': {'width': 1080, 'height': 983, 'focus_rects': [{'x': 0, 'y': 0, 'h': 605, 'w': 1080}, {'x': 76, 'y': 0, 'h': 983, 'w': 983}, {'x': 136, 'y': 0, 'h': 983, 'w': 862}, {'x': 321, 'y': 0, 'h': 983, 'w': 492}, {'x': 0, 'y': 0, 'h': 983, 'w': 1080}]}, 'sizes': {'medium': {'w': 1080, 'h': 983, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1080, 'h': 983, 'resize': 'fit'}, 'small': {'w': 680, 'h': 619, 'resize': 'fit'}}, 'features': {'all': {'tags': [{'type': 'user', 'user_id': '1168509537831325696', 'screen_name': 'Wasanth53468261', 'name': 'Wasantha Perera'}, {'type': 'user', 'user_id': '333357644', 'screen_name': 'yunesh_k', 'name': 'Beauty of the Sri Lanka ❤️🇱🇰🙏'}, {'type': 'user', 'user_id': '1057252223867019265', 'screen_name': 'SriCitizen', 'name': 'Sri Lankan Citizen®'}, {'type': 'user', 'user_id': '552458951', 'screen_name': 'sriavtvnetwork', 'name': 'Sri AV TV Network'}, {'type': 'user', 'user_id': '55178704', 'screen_name': 'DulithK', 'name': 'Dulith Kasun (DK)'}, {'type': 'user', 'user_id': '1120483478120869889', 'screen_name': 'Sepala17', 'name': 'Sepalad'}, {'type': 'user', 'user_id': '36129748', 'screen_name': 'milindarj', 'name': 'Milinda Rajapaksha'}, {'type': 'user', 'user_id': '1156377240419962881', 'screen_name': 'Madushan_Jay', 'name': 'Madushan Jayathunga 🇱🇰'}]}, 'medium': {'faces': [{'x': 449, 'y': 451, 'h': 186, 'w': 186}]}, 'large': {'faces': [{'x': 449, 'y': 451, 'h': 186, 'w': 186}]}, 'orig': {'faces': [{'x': 449, 'y': 451, 'h': 186, 'w': 186}]}, 'small': {'faces': [{'x': 282, 'y': 283, 'h': 117, 'w': 117}]}}, 'media_key': '3_1207680003569311746', 'ext_alt_text': None, 'ext_media_availability': {'status': 'available'}, 'ext_media_color': {'palette': [{'rgb': {'red': 255, 'green': 255, 'blue': 255}, 'percentage': 81.92}, {'rgb': {'red': 59, 'green': 57, 'blue': 58}, 'percentage': 4.84}, {'rgb': {'red': 116, 'green': 9, 'blue': 25}, 'percentage': 1.22}, {'rgb': {'red': 201, 'green': 87, 'blue': 4}, 'percentage': 1.08}, {'rgb': {'red': 193, 'green': 145, 'blue': 13}, 'percentage': 0.87}]}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}]}",False,True,,,,,,1
73,1.37944624682214E+018,Tue Apr 06 14:49:48 +0000 2021,1.37944624682214E+018,1.37944624682214E+018,"@KaushTudu @GotabayaR උඹට කවුරුත් නැකැත් සීට්ටු දෙන්න ආවෙ නෑනෙ පඳුරු වේසිගෙ බඩ පිස්සෝ....... 🙊🙊🙊

උඹ හිතන් ඉන්නෙ නැකැත් සීට්ටුව කියන්නෙත් උඹට රෑට රෑට පුපේ අරින නාට්ටාමිගෙ ගෝ පයිය වගේ එකක් කියලද? 😆😆😆",False,"[22, 198]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'KaushTudu', 'name': 'kau', 'id': 2933631823, 'id_str': '2933631823', 'indices': [0, 10]}, {'screen_name': 'GotabayaR', 'name': 'Gotabaya Rajapaksa', 'id': 3191855185, 'id_str': '3191855185', 'indices': [11, 21]}], 'urls': []}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.37943626413116E+018,1.37943626413116E+018,2933631823,2933631823,KaushTudu,1.19268381574905E+018,1.19268381574905E+018,,,,,False,0,0,1,0,1.37943587414057E+018,1.37943587414057E+018,False,False,si,,,,,,,,,,1
74,1.20326710893259E+018,Sat Dec 07 10:56:49 +0000 2019,1.20326710893259E+018,1.20326710893259E+018,@SudumaldeS උබට තිබුනත් පයිය ඕකෙන් වැඩක් තියෙනවද පකො . බඩුවත් එනවද තොගෙ එකෙන් චූ නම් යනව ඇති 😂,False,"[12, 94]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'SudumaldeS', 'name': 'SudumaldeSilva⭐', 'id': 1147700025717219328, 'id_str': '1147700025717219328', 'indices': [0, 11]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.20326628344742E+018,1.20326628344742E+018,1.14770002571722E+018,1.14770002571722E+018,SudumaldeS,9.68129199679484E+017,9.68129199679484E+017,,,,,False,0,0,1,0,1.20326075115207E+018,1.20326075115207E+018,False,False,si,,,,,,,,,,1
76,4.60048765454271E+017,Sat Apr 26 13:32:27 +0000 2014,4.60048765454271E+017,4.60048765454271E+017,@ukkunputha ලංකාවේ අපි අනිත් අයට වඩා වෙනස්..හික්ස්  :පි,False,"[0, 55]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'ukkunputha', 'name': 'u are a hoe so i', 'id': 970630218, 'id_str': '970630218', 'indices': [0, 11]}], 'urls': []}","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",4.23782873334698E+017,4.23782873334698E+017,970630218,970630218,ukkunputha,585397717,585397717,,,,,False,1,1,1,0,4.23782873334698E+017,4.23782873334698E+017,False,False,si,,,,,,,,,,0
77,1.19162921227854E+018,Tue Nov 05 08:11:58 +0000 2019,1.19162921227854E+018,1.19162921227854E+018,@dananjayaperer4 @lahirunirmala ඒ උබේ පයිය තියෙනවද බං. චූටී නේහ් තියෙන එකත්. ඔව් එතකොට ඔය වගේ මාර ඖල් වෙන්නෙ බං. ඒකනෙ ඔය වේදනාවෙන් කෑ ගහනෙ උබ.,False,"[32, 142]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'dananjayaperer4', 'name': 'Dananjaya perera', 'id': 837964575576375296, 'id_str': '837964575576375296', 'indices': [0, 16]}, {'screen_name': 'lahirunirmala', 'name': 'Hiru', 'id': 33105446, 'id_str': '33105446', 'indices': [17, 31]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.19162874591794E+018,1.19162874591794E+018,8.37964575576375E+017,8.37964575576375E+017,dananjayaperer4,233860469,233860469,,,,,False,0,0,0,0,1.19162024036025E+018,1.19162024036025E+018,False,False,si,,,,,,,,,,1
80,1.17609068853179E+018,Mon Sep 23 11:07:25 +0000 2019,1.17609068853179E+018,1.17609068853179E+018,කොහොමද customer service එක. ගෙවන මුදලට වඩා වැඩි සේවයක්.,False,"[0, 55]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,127008525,127008525,,,,,True,1,23,1,0,1.17609068853179E+018,1.17609068853179E+018,False,False,si,,,,,1.17606249382063E+018,1.17606249382063E+018,"{'url': 'https://t.co/aziyis9aLH', 'expanded': 'https://twitter.com/sunandadesh/status/1176062493820628992', 'display': 'twitter.com/sunandadesh/st…'}",,,0
82,1.05113009758174E+018,Sat Oct 13 15:18:38 +0000 2018,1.05113009758174E+018,1.05113009758174E+018,හතුරුසින්හ නෙවෙ මොන පයිය ආවත් අපේ උන්ව හදන්න බැ😂,False,"[0, 48]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,8.35869892129743E+017,8.35869892129743E+017,,,,,False,0,1,0,0,1.05113009758174E+018,1.05113009758174E+018,False,False,si,,,,,,,,,,1
83,1.05079674051995E+018,Fri Oct 12 17:14:00 +0000 2018,1.05079674051995E+018,1.05079674051995E+018,@wishawanath රස්තියාදු පදනමෟත්තෝ😂,False,"[13, 33]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'wishawanath', 'name': 'විස්කි 🇱🇰', 'id': 835869892129742848, 'id_str': '835869892129742848', 'indices': [0, 12]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.05079462907795E+018,1.05079462907795E+018,8.35869892129743E+017,8.35869892129743E+017,wishawanath,3334390273,3334390273,,,,,False,0,1,1,0,1.05078176130983E+018,1.05078176130983E+018,False,False,si,,,,,,,,,,1
84,1.1946791933653E+018,Wed Nov 13 18:11:30 +0000 2019,1.1946791933653E+018,1.1946791933653E+018,@Saylaoforos @BopeSM මේවාගේ මිනිහ හරියට කතාකරල තියෙනවා මම පොන්නයද කියල උඹ කිවුවද ඌට නම් පුකේ අරින්න ගියේ නෑඔය කිවුව පයිය කටට අරන්ද දන්නෑ ගොන්ද නැද්ද බැලුවේ https://t.co/hpvIf6096K,False,"[21, 155]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Saylaoforos', 'name': 'එරබදු මලී 🐯', 'id': 1064609664309043202, 'id_str': '1064609664309043202', 'indices': [0, 12]}, {'screen_name': 'BopeSM', 'name': 'S U P U N 🇱🇰', 'id': 980446497685852160, 'id_str': '980446497685852160', 'indices': [13, 20]}], 'urls': [], 'media': [{'id': 1194679182208520193, 'id_str': '1194679182208520193', 'indices': [156, 179], 'media_url': 'http://pbs.twimg.com/media/EJRaYvQX0AE-7q0.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EJRaYvQX0AE-7q0.jpg', 'url': 'https://t.co/hpvIf6096K', 'display_url': 'pic.twitter.com/hpvIf6096K', 'expanded_url': 'https://twitter.com/Anushka60212320/status/1194679193365295105/photo/1', 'type': 'photo', 'original_info': {'width': 720, 'height': 1280, 'focus_rects': [{'x': 0, 'y': 0, 'h': 403, 'w': 720}, {'x': 0, 'y': 0, 'h': 720, 'w': 720}, {'x': 0, 'y': 0, 'h': 821, 'w': 720}, {'x': 40, 'y': 0, 'h': 1280, 'w': 640}, {'x': 0, 'y': 0, 'h': 1280, 'w': 720}]}, 'sizes': {'medium': {'w': 675, 'h': 1200, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 720, 'h': 1280, 'resize': 'fit'}, 'small': {'w': 383, 'h': 680, 'resize': 'fit'}}, 'features': {'medium': {'faces': [{'x': 4, 'y': 189, 'h': 67, 'w': 67}]}, 'large': {'faces': [{'x': 5, 'y': 202, 'h': 72, 'w': 72}]}, 'orig': {'faces': [{'x': 5, 'y': 202, 'h': 72, 'w': 72}]}, 'small': {'faces': [{'x': 2, 'y': 107, 'h': 38, 'w': 38}]}}}]}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.1945981032335E+018,1.1945981032335E+018,1.06460966430904E+018,1.06460966430904E+018,Saylaoforos,1.11020364369594E+018,1.11020364369594E+018,,,"{'id': '01b984d319b42814', 'url': 'https://api.twitter.com/1.1/geo/id/01b984d319b42814.json', 'place_type': 'admin', 'name': 'Ras Al Khaimah', 'full_name': 'Ras Al Khaimah, United Arab Emirates', 'country_code': 'AE', 'country': 'United Arab Emirates', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[55.7414877, 24.8517657], [56.3489937, 24.8517657], [56.3489937, 26.0841599], [55.7414877, 26.0841599]]]}, 'attributes': {}}",,False,0,0,1,1,1.1945981032335E+018,1.1945981032335E+018,False,False,si,,"{'media': [{'id': 1194679182208520193, 'id_str': '1194679182208520193', 'indices': [156, 179], 'media_url': 'http://pbs.twimg.com/media/EJRaYvQX0AE-7q0.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EJRaYvQX0AE-7q0.jpg', 'url': 'https://t.co/hpvIf6096K', 'display_url': 'pic.twitter.com/hpvIf6096K', 'expanded_url': 'https://twitter.com/Anushka60212320/status/1194679193365295105/photo/1', 'type': 'photo', 'original_info': {'width': 720, 'height': 1280, 'focus_rects': [{'x': 0, 'y': 0, 'h': 403, 'w': 720}, {'x': 0, 'y': 0, 'h': 720, 'w': 720}, {'x': 0, 'y': 0, 'h': 821, 'w': 720}, {'x': 40, 'y': 0, 'h': 1280, 'w': 640}, {'x': 0, 'y': 0, 'h': 1280, 'w': 720}]}, 'sizes': {'medium': {'w': 675, 'h': 1200, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 720, 'h': 1280, 'resize': 'fit'}, 'small': {'w': 383, 'h': 680, 'resize': 'fit'}}, 'features': {'medium': {'faces': [{'x': 4, 'y': 189, 'h': 67, 'w': 67}]}, 'large': {'faces': [{'x': 5, 'y': 202, 'h': 72, 'w': 72}]}, 'orig': {'faces': [{'x': 5, 'y': 202, 'h': 72, 'w': 72}]}, 'small': {'faces': [{'x': 2, 'y': 107, 'h': 38, 'w': 38}]}}, 'media_key': '3_1194679182208520193', 'ext_alt_text': None, 'ext_media_availability': {'status': 'available'}, 'ext_media_color': {'palette': [{'rgb': {'red': 22, 'green': 32, 'blue': 42}, 'percentage': 85.05}, {'rgb': {'red': 105, 'green': 112, 'blue': 119}, 'percentage': 12.29}, {'rgb': {'red': 29, 'green': 161, 'blue': 243}, 'percentage': 1.63}, {'rgb': {'red': 52, 'green': 50, 'blue': 46}, 'percentage': 0.35}, {'rgb': {'red': 25, 'green': 82, 'blue': 122}, 'percentage': 0.29}]}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}]}",False,True,,,,,,1
