,Unnamed: 0,created_at,id,id_str,full_text,truncated,display_text_range,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user_id,user_id_str,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,reply_count,quote_count,conversation_id,conversation_id_str,favorited,retweeted,lang,supplemental_language,possibly_sensitive,possibly_sensitive_editable,quoted_status_id,quoted_status_id_str,quoted_status_permalink,self_thread,extended_entities,label
64,1.18202285072886E+018,Wed Oct 09 19:59:43 +0000 2019,1.18202285072886E+018,1.18202285072886E+018,"රිශාඩ් එනවෝ දුවපියෝ!
සම්බන්දන් එනවා දුවපියෝ! https://t.co/SdxA4xUzSm",False,"[0, 44]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1182022837470728192, 'id_str': '1182022837470728192', 'indices': [45, 68], 'media_url': 'http://pbs.twimg.com/media/EGdjgg_XkAAAWMU.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EGdjgg_XkAAAWMU.jpg', 'url': 'https://t.co/SdxA4xUzSm', 'display_url': 'pic.twitter.com/SdxA4xUzSm', 'expanded_url': 'https://twitter.com/Wasanth53468261/status/1182022850728857601/photo/1', 'type': 'photo', 'original_info': {'width': 1129, 'height': 1280, 'focus_rects': [{'x': 0, 'y': 228, 'h': 632, 'w': 1129}, {'x': 0, 'y': 0, 'h': 1129, 'w': 1129}, {'x': 6, 'y': 0, 'h': 1280, 'w': 1123}, {'x': 352, 'y': 0, 'h': 1280, 'w': 640}, {'x': 0, 'y': 0, 'h': 1280, 'w': 1129}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1129, 'h': 1280, 'resize': 'fit'}, 'small': {'w': 600, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 1058, 'h': 1200, 'resize': 'fit'}}, 'features': {'orig': {'faces': [{'x': 1048, 'y': 206, 'h': 70, 'w': 70}, {'x': 18, 'y': 230, 'h': 73, 'w': 73}, {'x': 268, 'y': 238, 'h': 86, 'w': 86}, {'x': 961, 'y': 221, 'h': 85, 'w': 85}, {'x': 373, 'y': 227, 'h': 82, 'w': 82}, {'x': 860, 'y': 233, 'h': 76, 'w': 76}, {'x': 91, 'y': 236, 'h': 90, 'w': 90}, {'x': 178, 'y': 235, 'h': 86, 'w': 86}, {'x': 633, 'y': 227, 'h': 97, 'w': 97}, {'x': 757, 'y': 231, 'h': 97, 'w': 97}, {'x': 603, 'y': 448, 'h': 87, 'w': 87}, {'x': 381, 'y': 283, 'h': 90, 'w': 90}, {'x': 472, 'y': 166, 'h': 138, 'w': 138}]}, 'large': {'faces': [{'x': 1048, 'y': 206, 'h': 70, 'w': 70}, {'x': 18, 'y': 230, 'h': 73, 'w': 73}, {'x': 268, 'y': 238, 'h': 86, 'w': 86}, {'x': 961, 'y': 221, 'h': 85, 'w': 85}, {'x': 373, 'y': 227, 'h': 82, 'w': 82}, {'x': 860, 'y': 233, 'h': 76, 'w': 76}, {'x': 91, 'y': 236, 'h': 90, 'w': 90}, {'x': 178, 'y': 235, 'h': 86, 'w': 86}, {'x': 633, 'y': 227, 'h': 97, 'w': 97}, {'x': 757, 'y': 231, 'h': 97, 'w': 97}, {'x': 603, 'y': 448, 'h': 87, 'w': 87}, {'x': 381, 'y': 283, 'h': 90, 'w': 90}, {'x': 472, 'y': 166, 'h': 138, 'w': 138}]}, 'small': {'faces': [{'x': 556, 'y': 109, 'h': 37, 'w': 37}, {'x': 9, 'y': 122, 'h': 38, 'w': 38}, {'x': 142, 'y': 126, 'h': 45, 'w': 45}, {'x': 510, 'y': 117, 'h': 45, 'w': 45}, {'x': 198, 'y': 120, 'h': 43, 'w': 43}, {'x': 457, 'y': 123, 'h': 40, 'w': 40}, {'x': 48, 'y': 125, 'h': 47, 'w': 47}, {'x': 94, 'y': 124, 'h': 45, 'w': 45}, {'x': 336, 'y': 120, 'h': 51, 'w': 51}, {'x': 402, 'y': 122, 'h': 51, 'w': 51}, {'x': 320, 'y': 238, 'h': 46, 'w': 46}, {'x': 202, 'y': 150, 'h': 47, 'w': 47}, {'x': 250, 'y': 88, 'h': 73, 'w': 73}]}, 'medium': {'faces': [{'x': 982, 'y': 193, 'h': 65, 'w': 65}, {'x': 16, 'y': 215, 'h': 68, 'w': 68}, {'x': 251, 'y': 223, 'h': 80, 'w': 80}, {'x': 900, 'y': 207, 'h': 79, 'w': 79}, {'x': 349, 'y': 212, 'h': 76, 'w': 76}, {'x': 805, 'y': 218, 'h': 71, 'w': 71}, {'x': 85, 'y': 221, 'h': 84, 'w': 84}, {'x': 166, 'y': 220, 'h': 80, 'w': 80}, {'x': 593, 'y': 212, 'h': 90, 'w': 90}, {'x': 709, 'y': 216, 'h': 90, 'w': 90}, {'x': 565, 'y': 419, 'h': 81, 'w': 81}, {'x': 357, 'y': 265, 'h': 84, 'w': 84}, {'x': 442, 'y': 155, 'h': 129, 'w': 129}]}}}]}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1.16850953783133E+018,1.16850953783133E+018,,,,,False,1,3,0,1,1.18202285072886E+018,1.18202285072886E+018,False,False,si,,False,True,,,,,"{'media': [{'id': 1182022837470728192, 'id_str': '1182022837470728192', 'indices': [45, 68], 'media_url': 'http://pbs.twimg.com/media/EGdjgg_XkAAAWMU.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EGdjgg_XkAAAWMU.jpg', 'url': 'https://t.co/SdxA4xUzSm', 'display_url': 'pic.twitter.com/SdxA4xUzSm', 'expanded_url': 'https://twitter.com/Wasanth53468261/status/1182022850728857601/photo/1', 'type': 'photo', 'original_info': {'width': 1129, 'height': 1280, 'focus_rects': [{'x': 0, 'y': 228, 'h': 632, 'w': 1129}, {'x': 0, 'y': 0, 'h': 1129, 'w': 1129}, {'x': 6, 'y': 0, 'h': 1280, 'w': 1123}, {'x': 352, 'y': 0, 'h': 1280, 'w': 640}, {'x': 0, 'y': 0, 'h': 1280, 'w': 1129}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1129, 'h': 1280, 'resize': 'fit'}, 'small': {'w': 600, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 1058, 'h': 1200, 'resize': 'fit'}}, 'features': {'orig': {'faces': [{'x': 1048, 'y': 206, 'h': 70, 'w': 70}, {'x': 18, 'y': 230, 'h': 73, 'w': 73}, {'x': 268, 'y': 238, 'h': 86, 'w': 86}, {'x': 961, 'y': 221, 'h': 85, 'w': 85}, {'x': 373, 'y': 227, 'h': 82, 'w': 82}, {'x': 860, 'y': 233, 'h': 76, 'w': 76}, {'x': 91, 'y': 236, 'h': 90, 'w': 90}, {'x': 178, 'y': 235, 'h': 86, 'w': 86}, {'x': 633, 'y': 227, 'h': 97, 'w': 97}, {'x': 757, 'y': 231, 'h': 97, 'w': 97}, {'x': 603, 'y': 448, 'h': 87, 'w': 87}, {'x': 381, 'y': 283, 'h': 90, 'w': 90}, {'x': 472, 'y': 166, 'h': 138, 'w': 138}]}, 'large': {'faces': [{'x': 1048, 'y': 206, 'h': 70, 'w': 70}, {'x': 18, 'y': 230, 'h': 73, 'w': 73}, {'x': 268, 'y': 238, 'h': 86, 'w': 86}, {'x': 961, 'y': 221, 'h': 85, 'w': 85}, {'x': 373, 'y': 227, 'h': 82, 'w': 82}, {'x': 860, 'y': 233, 'h': 76, 'w': 76}, {'x': 91, 'y': 236, 'h': 90, 'w': 90}, {'x': 178, 'y': 235, 'h': 86, 'w': 86}, {'x': 633, 'y': 227, 'h': 97, 'w': 97}, {'x': 757, 'y': 231, 'h': 97, 'w': 97}, {'x': 603, 'y': 448, 'h': 87, 'w': 87}, {'x': 381, 'y': 283, 'h': 90, 'w': 90}, {'x': 472, 'y': 166, 'h': 138, 'w': 138}]}, 'small': {'faces': [{'x': 556, 'y': 109, 'h': 37, 'w': 37}, {'x': 9, 'y': 122, 'h': 38, 'w': 38}, {'x': 142, 'y': 126, 'h': 45, 'w': 45}, {'x': 510, 'y': 117, 'h': 45, 'w': 45}, {'x': 198, 'y': 120, 'h': 43, 'w': 43}, {'x': 457, 'y': 123, 'h': 40, 'w': 40}, {'x': 48, 'y': 125, 'h': 47, 'w': 47}, {'x': 94, 'y': 124, 'h': 45, 'w': 45}, {'x': 336, 'y': 120, 'h': 51, 'w': 51}, {'x': 402, 'y': 122, 'h': 51, 'w': 51}, {'x': 320, 'y': 238, 'h': 46, 'w': 46}, {'x': 202, 'y': 150, 'h': 47, 'w': 47}, {'x': 250, 'y': 88, 'h': 73, 'w': 73}]}, 'medium': {'faces': [{'x': 982, 'y': 193, 'h': 65, 'w': 65}, {'x': 16, 'y': 215, 'h': 68, 'w': 68}, {'x': 251, 'y': 223, 'h': 80, 'w': 80}, {'x': 900, 'y': 207, 'h': 79, 'w': 79}, {'x': 349, 'y': 212, 'h': 76, 'w': 76}, {'x': 805, 'y': 218, 'h': 71, 'w': 71}, {'x': 85, 'y': 221, 'h': 84, 'w': 84}, {'x': 166, 'y': 220, 'h': 80, 'w': 80}, {'x': 593, 'y': 212, 'h': 90, 'w': 90}, {'x': 709, 'y': 216, 'h': 90, 'w': 90}, {'x': 565, 'y': 419, 'h': 81, 'w': 81}, {'x': 357, 'y': 265, 'h': 84, 'w': 84}, {'x': 442, 'y': 155, 'h': 129, 'w': 129}]}}, 'media_key': '3_1182022837470728192', 'ext_alt_text': None, 'ext_media_availability': {'status': 'available'}, 'ext_media_color': {'palette': [{'rgb': {'red': 0, 'green': 153, 'blue': 0}, 'percentage': 54.33}, {'rgb': {'red': 222, 'green': 249, 'blue': 57}, 'percentage': 9.37}, {'rgb': {'red': 224, 'green': 231, 'blue': 224}, 'percentage': 8.6}, {'rgb': {'red': 4, 'green': 89, 'blue': 40}, 'percentage': 4.86}, {'rgb': {'red': 68, 'green': 178, 'blue': 67}, 'percentage': 3.83}]}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}]}",0
65,1.34118104668808E+018,Tue Dec 22 00:37:34 +0000 2020,1.34118104668808E+018,1.34118104668808E+018,@k11hr යකෝ 😂 බැල්ලි කිව්වට දනත් ගැස්සුවද වෙන මොකක් හරි කිව්වනම් ඉස්කෝලෙන් අස් කරයි උඹව 😂,False,"[7, 88]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.3410658539414E+018,1.3410658539414E+018,1.33163244566646E+018,1.33163244566646E+018,keffy_overhere,1.28465590841326E+018,1.28465590841326E+018,,,,,False,0,1,1,0,1.34101229020042E+018,1.34101229020042E+018,False,False,si,,,,,,,,,0
66,7.47655295451669E+017,Tue Jun 28 04:58:07 +0000 2016,7.47655295451669E+017,7.47655295451669E+017,"Biatch
පට්ට බැල්ලි 

#PoshVsGode",False,"[0, 32]","{'hashtags': [{'text': 'PoshVsGode', 'indices': [21, 32]}], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,2369956382,2369956382,,,,,False,4,9,0,0,7.47655295451669E+017,7.47655295451669E+017,False,False,si,,,,,,,,,1
67,1.09026490835517E+018,Tue Jan 29 15:06:24 +0000 2019,1.09026490835517E+018,1.09026490835517E+018,@SashenMe මමනම් කියන්නෙ සුදු මැණිකෙ කියල,False,"[10, 40]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'SashenMe', 'name': 'Sashen🇱🇰', 'id': 130433613, 'id_str': '130433613', 'indices': [0, 9]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.09026426461758E+018,1.09026426461758E+018,130433613,130433613,SashenMe,3927393580,3927393580,,,,,False,0,2,1,0,1.09026426461758E+018,1.09026426461758E+018,False,False,si,,,,,,,,,0
69,9.34752755956064E+017,Sun Nov 26 11:56:38 +0000 2017,9.34752755956064E+017,9.34752755956064E+017,@cutelitlcupcake නෑ අපෙ ගමෙ පංසලෙන්...ගෙනත්  දාල ඉතුරු උනු ස්වීට් ලොං ලස් බැල්ලි පැට්ටියෙක්...,False,"[17, 94]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'cutelitlcupcake', 'name': '🐾 Dottie 🐾', 'id': 2471223620, 'id_str': '2471223620', 'indices': [0, 16]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",9.34749550862053E+017,9.34749550862053E+017,2471223620,2471223620,cutelitlcupcake,150624162,150624162,,,"{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.6505263, 5.9213829], [81.8787816, 5.9213829], [81.8787816, 9.8359375], [79.6505263, 9.8359375]]]}, 'attributes': {}}",,False,0,1,1,0,9.34733888987058E+017,9.34733888987058E+017,False,False,si,,,,,,,,,0
70,9.00690109598548E+017,Thu Aug 24 12:03:50 +0000 2017,9.00690109598548E+017,9.00690109598548E+017,Dahamsa Siriwardana උඹ හිතන් ඉන්නෙ උඹ කවුරු කියලද මගෙ අක්කට බැල්ලි කියන්ඩ...අරූව ටැග් කරලා post එකක් දැම්මහම ඇයි... https://t.co/JvyJeYqStw,False,"[0, 139]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/JvyJeYqStw', 'expanded_url': 'http://fb.me/86DDaMfFX', 'display_url': 'fb.me/86DDaMfFX', 'indices': [116, 139]}]}","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",,,,,,7.65736789717889E+017,7.65736789717889E+017,,,,,False,0,0,0,0,9.00690109598548E+017,9.00690109598548E+017,False,False,si,,False,True,,,,,,1
71,3.84327442820641E+017,Sun Sep 29 14:42:57 +0000 2013,3.84327442820641E+017,3.84327442820641E+017,Via: http://t.co/lVgsFLG6lK: ‘පට්ට බැල්ලි බැහැපිය‘...........මාධ්‍යවේදිනියට...,False,"[0, 78]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'http://t.co/lVgsFLG6lK', 'expanded_url': 'http://Kiyawanna.com', 'display_url': 'Kiyawanna.com', 'indices': [5, 27]}]}","<a href=""http://erased1693945.com"" rel=""nofollow"">erased1693945</a>",,,,,,1192382186,1192382186,,,,,False,0,0,0,0,3.84327442820641E+017,3.84327442820641E+017,False,False,si,,False,True,,,,,,1
72,1.05095934555348E+018,Sat Oct 13 04:00:08 +0000 2018,1.05095934555348E+018,1.05095934555348E+018,"උම්ම දෙන්න, හැබැයි බැල්ලි හපයි ඈ
View full image : https://t.co/7lQgg8H4Ay https://t.co/7lQgg8H4Ay",False,"[0, 98]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/7lQgg8H4Ay', 'expanded_url': 'https://goo.gl/Cuvkmr', 'display_url': 'goo.gl/Cuvkmr', 'indices': [51, 74]}, {'url': 'https://t.co/7lQgg8H4Ay', 'expanded_url': 'https://goo.gl/Cuvkmr', 'display_url': 'goo.gl/Cuvkmr', 'indices': [75, 98]}]}","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",,,,,,2588773098,2588773098,,,,,False,0,0,0,0,1.05095934555348E+018,1.05095934555348E+018,False,False,si,,False,True,,,,,,0
73,1.35252731807856E+018,Fri Jan 22 08:03:36 +0000 2021,1.35252731807856E+018,1.35252731807856E+018,@OfficialSLC තොපිට ලබු ද? YouTube Region restrictions අහක් කරපිය admin බැල්ලි!,False,"[13, 78]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'OfficialSLC', 'name': 'Sri Lanka Cricket 🇱🇰', 'id': 177838266, 'id_str': '177838266', 'indices': [0, 12]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.35247272616269E+018,1.35247272616269E+018,177838266,177838266,OfficialSLC,1.01810891347075E+018,1.01810891347075E+018,,,,,False,0,0,0,0,1.35247272616269E+018,1.35247272616269E+018,False,False,und,,,,,,,,,1
74,1.09026501936994E+018,Tue Jan 29 15:06:51 +0000 2019,1.09026501936994E+018,1.09026501936994E+018,@hashikalpana බැල්ලි පණ,False,"[14, 23]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'hashikalpana', 'name': 'PERFECT කල්පනා🇱🇰', 'id': 3927393580, 'id_str': '3927393580', 'indices': [0, 13]}], 'urls': []}","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",1.09026490835517E+018,1.09026490835517E+018,3927393580,3927393580,hashikalpana,130433613,130433613,,,,,False,0,1,1,0,1.09026426461758E+018,1.09026426461758E+018,False,False,si,,,,,,,,,1
75,1.33689744684529E+018,Thu Dec 10 04:56:04 +0000 2020,1.33689744684529E+018,1.33689744684529E+018,@unknown_lankan @jimpapz තෝ පලකෝ බැල්ලි,False,"[25, 39]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'unknown_lankan', 'name': 'දින්නා යකෝ 🎉🇱🇰 🐸', 'id': 3591912206, 'id_str': '3591912206', 'indices': [0, 15]}, {'screen_name': 'jimpapz', 'name': 'ජිම් පප්පා➰', 'id': 1110635597813571584, 'id_str': '1110635597813571584', 'indices': [16, 24]}], 'urls': []}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.33689683274884E+018,1.33689683274884E+018,3591912206,3591912206,unknown_lankan,247162345,247162345,,,,,False,0,3,0,0,1.33673577791334E+018,1.33673577791334E+018,False,False,si,,,,,,,,,1
77,1.32801027717093E+018,Sun Nov 15 16:21:37 +0000 2020,1.32801027717093E+018,1.32801027717093E+018,"@BizColombo @Cheesequeen324 මේ #බැල්ලි වැරදි දෙකක් කොරල තියෙනවා බැලූ බැල්මට...!!!

1.අපරිස්සාකාරී ධාවනය.

2.අනතුරක් වළක්වා නොගැනීම.

මුන්ට එක්කෝ අන් ඇවිල්ල; නැත්තම් මදන කුලප්පුව...!!! https://t.co/xGYjhtpVco",False,"[28, 183]","{'hashtags': [{'text': 'බැල්ලි', 'indices': [31, 38]}], 'symbols': [], 'user_mentions': [{'screen_name': 'BizColombo', 'name': '@BizColombo', 'id': 1167490130262646784, 'id_str': '1167490130262646784', 'indices': [0, 11]}, {'screen_name': 'Cheesequeen324', 'name': 'Achini.324 🧀🇱🇰', 'id': 1120909397931114496, 'id_str': '1120909397931114496', 'indices': [12, 27]}], 'urls': [], 'media': [{'id': 1328010256216100864, 'id_str': '1328010256216100864', 'indices': [184, 207], 'media_url': 'http://pbs.twimg.com/media/Em4KSrvWEAAf75L.png', 'media_url_https': 'https://pbs.twimg.com/media/Em4KSrvWEAAf75L.png', 'url': 'https://t.co/xGYjhtpVco', 'display_url': 'pic.twitter.com/xGYjhtpVco', 'expanded_url': 'https://twitter.com/HBandaare/status/1328010277170925577/photo/1', 'type': 'photo', 'original_info': {'width': 275, 'height': 183, 'focus_rects': [{'x': 0, 'y': 0, 'h': 154, 'w': 275}, {'x': 92, 'y': 0, 'h': 183, 'w': 183}, {'x': 114, 'y': 0, 'h': 183, 'w': 161}, {'x': 153, 'y': 0, 'h': 183, 'w': 92}, {'x': 0, 'y': 0, 'h': 183, 'w': 275}]}, 'sizes': {'large': {'w': 275, 'h': 183, 'resize': 'fit'}, 'medium': {'w': 275, 'h': 183, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 275, 'h': 183, 'resize': 'fit'}}, 'features': {'large': {'faces': []}, 'orig': {'faces': []}, 'medium': {'faces': []}, 'small': {'faces': []}}}]}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.32800566074378E+018,1.32800566074378E+018,1.16749013026265E+018,1.16749013026265E+018,BizColombo,1.2069510439653E+018,1.2069510439653E+018,,,,,False,0,1,1,0,1.32800566074378E+018,1.32800566074378E+018,False,False,si,,False,True,,,,,"{'media': [{'id': 1328010256216100864, 'id_str': '1328010256216100864', 'indices': [184, 207], 'media_url': 'http://pbs.twimg.com/media/Em4KSrvWEAAf75L.png', 'media_url_https': 'https://pbs.twimg.com/media/Em4KSrvWEAAf75L.png', 'url': 'https://t.co/xGYjhtpVco', 'display_url': 'pic.twitter.com/xGYjhtpVco', 'expanded_url': 'https://twitter.com/HBandaare/status/1328010277170925577/photo/1', 'type': 'photo', 'original_info': {'width': 275, 'height': 183, 'focus_rects': [{'x': 0, 'y': 0, 'h': 154, 'w': 275}, {'x': 92, 'y': 0, 'h': 183, 'w': 183}, {'x': 114, 'y': 0, 'h': 183, 'w': 161}, {'x': 153, 'y': 0, 'h': 183, 'w': 92}, {'x': 0, 'y': 0, 'h': 183, 'w': 275}]}, 'sizes': {'large': {'w': 275, 'h': 183, 'resize': 'fit'}, 'medium': {'w': 275, 'h': 183, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 275, 'h': 183, 'resize': 'fit'}}, 'features': {'large': {'faces': []}, 'orig': {'faces': []}, 'medium': {'faces': []}, 'small': {'faces': []}}, 'media_key': '3_1328010256216100864', 'ext_alt_text': None, 'ext_media_availability': {'status': 'available'}, 'ext_media_color': {'palette': [{'rgb': {'red': 9, 'green': 25, 'blue': 25}, 'percentage': 57.14}, {'rgb': {'red': 243, 'green': 239, 'blue': 234}, 'percentage': 14.34}, {'rgb': {'red': 241, 'green': 197, 'blue': 147}, 'percentage': 12.7}, {'rgb': {'red': 159, 'green': 173, 'blue': 198}, 'percentage': 3.92}, {'rgb': {'red': 82, 'green': 57, 'blue': 38}, 'percentage': 3.6}]}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}]}",1
78,1.25370929610726E+018,Fri Apr 24 15:36:03 +0000 2020,1.25370929610726E+018,1.25370929610726E+018,"අසරණ වෙනව මෙහෙම දෙයක් උනාම.

මීට කාලෙකට කලින් කවුරු හරි බැල්ලි පැටියෙක් ගෙදරට ගෙනත් දාල තිබුණා. කොහෙටවත් ගිහින් දාන්න හිතුනෙ නෑ. ඉතින් හැදුවා එයාව. ඊට පස්සෙ එයාටත් පැටවු දෙන්නෙක් හම්බුනා. බලු පැටියයි බැල්ලි පැටියයි. ගිහින් දාන්න බෑනෙ දැන් උනුත් හදනවා. කොහෙන් නතර වෙයිද දන්නෑ.",False,"[0, 275]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1.04969233122436E+018,1.04969233122436E+018,,,,,True,0,24,6,0,1.25370929610726E+018,1.25370929610726E+018,False,False,si,,,,1.2536871705791E+018,1.2536871705791E+018,"{'url': 'https://t.co/4gFnpomNeh', 'expanded': 'https://twitter.com/igurupanmalli/status/1253687170579099651', 'display': 'twitter.com/igurupanmalli/…'}",,,0
80,1.3083897699871E+018,Tue Sep 22 12:56:44 +0000 2020,1.3083897699871E+018,1.3083897699871E+018,@PissuKanna T shirt එක මරු බැල්ලි 😂😂😂😂😂❤️✌,False,"[12, 42]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'PissuKanna', 'name': 'PissuKanna', 'id': 1259887920028110848, 'id_str': '1259887920028110848', 'indices': [0, 11]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.30836742010553E+018,1.30836742010553E+018,1.25988792002811E+018,1.25988792002811E+018,PissuKanna,1.29857707799878E+018,1.29857707799878E+018,,,,,False,0,0,0,0,1.30836742010553E+018,1.30836742010553E+018,False,False,si,,,,,,,,,0
82,1.15612929945336E+018,Tue Jul 30 09:07:59 +0000 2019,1.15612929945336E+018,1.15612929945336E+018,"තෙරෙ බිනා කැරියා
අල්ලපු ගෙදර හුත්ති
ඉස්සරා ගෙදර බැල්ලි
අපේ ගෙදර බල්ලා⁣
තුම්හියෝ කැරියා
සඟල වරහන් පකයා
සබන් බෝල පකයා
බීට් හුත්ති
ගොටුකොල පකයා
පොල් කෝම්බ කැරියා
බ්ලොක් ගල් හුත්තා
රට උළු පොන්නයා
ගොක් කොල පකයා
ඇම්පියර් හුත්තා
ගිටාර් පකයා
බිත්ති ඔරලෝසු පොන්නයා
මදර්බෝඩ් හුකන්නා👇👇",False,"[0, 274]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.15612890463101E+018,1.15612890463101E+018,765716875,765716875,ndilruksha,765716875,765716875,,,,,False,0,5,0,0,1.15612890463101E+018,1.15612890463101E+018,False,False,si,,,,,,,"{'id': 1156128904631005184, 'id_str': '1156128904631005184'}",,1
84,5.66413830624772E+017,Sat Feb 14 01:49:15 +0000 2015,5.66413830624772E+017,5.66413830624772E+017,Ronchi නිකං බැල්ලි වගේ මාලිංග බෝල දාද්දි 😂,False,"[0, 42]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,515248190,515248190,,,,,False,1,1,0,0,5.66413830624772E+017,5.66413830624772E+017,False,False,si,,,,,,,,,1
86,1.17649076851465E+018,Tue Sep 24 13:37:12 +0000 2019,1.17649076851465E+018,1.17649076851465E+018,මේ බැල්ලි ශ්‍රී ලංකා නිදහස් පක්ෂයේ අනුශාසක නේද? https://t.co/jn99cktmW0,False,"[0, 71]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/jn99cktmW0', 'expanded_url': 'https://www.thetruth.lk/archives/49235', 'display_url': 'thetruth.lk/archives/49235', 'indices': [48, 71]}]}","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",,,,,,620582014,620582014,,,,,False,0,0,0,0,1.17649076851465E+018,1.17649076851465E+018,False,False,si,,False,True,,,,,,1
87,9.78647709258142E+017,Tue Mar 27 14:59:30 +0000 2018,9.78647709258142E+017,9.78647709258142E+017,@noodles1191 @rasikalink මී බැල්ලි 😂,False,"[25, 36]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Noodles1191', 'name': '🌼අනාගතය🌼', 'id': 1285895007254257665, 'id_str': '1285895007254257665', 'indices': [0, 12]}, {'screen_name': 'Rasikalink', 'name': '͛', 'id': 253545294, 'id_str': '253545294', 'indices': [13, 24]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,246224922,246224922,,,,,False,0,1,0,0,9.78646954690294E+017,9.78646954690294E+017,False,False,si,,,,,,,,,1
88,1.16692229753962E+018,Thu Aug 29 03:55:30 +0000 2019,1.16692229753962E+018,1.16692229753962E+018,@SavinduVidushan ඒකිගේ තාත්තා අරාබියේ...🤣,False,"[17, 41]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'SavinduVidushan', 'name': 'ꜱᴄᴏʀᴘɪᴏɴ 🦂🇱🇰', 'id': 2925554527, 'id_str': '2925554527', 'indices': [0, 16]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.16687860546643E+018,1.16687860546643E+018,2925554527,2925554527,SavinduVidushan,1.11998218542606E+018,1.11998218542606E+018,,,,,False,0,2,1,0,1.16676111302498E+018,1.16676111302498E+018,False,False,si,,,,,,,,,0
