,Unnamed: 0,created_at,id,id_str,full_text,truncated,display_text_range,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user_id,user_id_str,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,reply_count,quote_count,conversation_id,conversation_id_str,favorited,retweeted,lang,supplemental_language,quoted_status_id,quoted_status_id_str,quoted_status_permalink,possibly_sensitive,possibly_sensitive_editable,extended_entities,card,self_thread,label
54,1.29273806278341E+018,Mon Aug 10 08:22:26 +0000 2020,1.29273806278341E+018,1.29273806278341E+018,@Iam_N_Sandaru සමහර කෙල්ලෝ ඔහොම හිතනවා කොල්ලෙක් මැසේජ් එකක් දාපු ගමන්😂 කොල්ලෙක් ගේ පැත්තට කතා කරන්න එකෙක් ඉන්නත් එපෑ ට හුකන්න,False,"[15, 125]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Iam_N_Sandaru', 'name': '🅽IRMAL ✰', 'id': 1057885194630311936, 'id_str': '1057885194630311936', 'indices': [0, 14]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2927376986214E+018,1.2927376986214E+018,1.05788519463031E+018,1.05788519463031E+018,Iam_N_Sandaru,1.01532341739277E+018,1.01532341739277E+018,,,"{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.6505263, 5.9213829], [81.8787816, 5.9213829], [81.8787816, 9.8359375], [79.6505263, 9.8359375]]]}, 'attributes': {}}",,False,0,1,1,0,1.2927376986214E+018,1.2927376986214E+018,False,False,si,,,,,,,,,,1
55,1.28409309065171E+018,Fri Jul 17 11:50:24 +0000 2020,1.28409309065171E+018,1.28409309065171E+018,"@devinda_hemal ""ඔහ්හ් තාත්තේ, හුකන්න මට"" කියල",False,"[15, 45]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.28406353052268E+018,1.28406353052268E+018,1.06739928747713E+018,1.06739928747713E+018,hemal_devinda,189878124,189878124,,,,,False,0,8,2,1,1.28406353052268E+018,1.28406353052268E+018,False,False,si,,,,,,,,,,1
56,1.12181090256135E+018,Fri Apr 26 16:18:56 +0000 2019,1.12181090256135E+018,1.12181090256135E+018,@lasankaOnline හරියට කියපන්.. හුකන්න කියලා .. වටෙ යන්නෙ නැතුව,False,"[15, 61]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'lasankaOnline', 'name': '😁😁😁😁', 'id': 1175020969879977985, 'id_str': '1175020969879977985', 'indices': [0, 14]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.12180980236603E+018,1.12180980236603E+018,3773388739,3773388739,lasankaOnIine,286119376,286119376,,,,,False,0,2,1,0,1.12180980236603E+018,1.12180980236603E+018,False,False,si,,,,,,,,,,1
57,1.25106377542957E+018,Fri Apr 17 08:23:42 +0000 2020,1.25106377542957E+018,1.25106377542957E+018,"ඩෙංගුවලින් 109 ක් මැරුණා. 
රට වැහුවද..? 
කොහොම හරි ඡන්දේ තියමු..! #Lka #COVID19SL https://t.co/XVynZD6FRW",False,"[0, 81]","{'hashtags': [{'text': 'Lka', 'indices': [66, 70]}, {'text': 'COVID19SL', 'indices': [71, 81]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1251063681074552834, 'id_str': '1251063681074552834', 'indices': [82, 105], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1251063681074552834/pu/img/_PaSL6rxO71nDKID.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1251063681074552834/pu/img/_PaSL6rxO71nDKID.jpg', 'url': 'https://t.co/XVynZD6FRW', 'display_url': 'pic.twitter.com/XVynZD6FRW', 'expanded_url': 'https://twitter.com/RamalanEisa/status/1251063775429570560/video/1', 'type': 'photo', 'original_info': {'width': 400, 'height': 400}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 400, 'h': 400, 'resize': 'fit'}, 'small': {'w': 400, 'h': 400, 'resize': 'fit'}, 'medium': {'w': 400, 'h': 400, 'resize': 'fit'}}, 'features': {}}]}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,2435384119,2435384119,,,,,False,40,122,85,70,1.25106377542957E+018,1.25106377542957E+018,False,False,si,,,,,False,True,"{'media': [{'id': 1251063681074552834, 'id_str': '1251063681074552834', 'indices': [82, 105], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1251063681074552834/pu/img/_PaSL6rxO71nDKID.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1251063681074552834/pu/img/_PaSL6rxO71nDKID.jpg', 'url': 'https://t.co/XVynZD6FRW', 'display_url': 'pic.twitter.com/XVynZD6FRW', 'expanded_url': 'https://twitter.com/RamalanEisa/status/1251063775429570560/video/1', 'type': 'video', 'original_info': {'width': 400, 'height': 400}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 400, 'h': 400, 'resize': 'fit'}, 'small': {'w': 400, 'h': 400, 'resize': 'fit'}, 'medium': {'w': 400, 'h': 400, 'resize': 'fit'}}, 'video_info': {'aspect_ratio': [1, 1], 'duration_millis': 116125, 'variants': [{'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1251063681074552834/pu/pl/tuDETQ0RUjDlXZ8y.m3u8?tag=10'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1251063681074552834/pu/vid/400x400/tS3pWe4Ae4m6XAW7.mp4?tag=10'}, {'bitrate': 432000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1251063681074552834/pu/vid/320x320/DdsH07QzhaqPFyLs.mp4?tag=10'}]}, 'features': {}, 'media_key': '7_1251063681074552834', 'ext_media_color': {'palette': [{'rgb': {'red': 241, 'green': 231, 'blue': 229}, 'percentage': 35.35}, {'rgb': {'red': 51, 'green': 46, 'blue': 38}, 'percentage': 22.02}, {'rgb': {'red': 87, 'green': 31, 'blue': 38}, 'percentage': 11.58}, {'rgb': {'red': 235, 'green': 166, 'blue': 169}, 'percentage': 5.16}, {'rgb': {'red': 227, 'green': 46, 'blue': 77}, 'percentage': 4.77}]}, 'ext_alt_text': None, 'ext_media_availability': {'status': 'available'}, 'ext': {'mediaStats': {'r': {'ok': {'viewCount': '7961'}}, 'ttl': -1}}, 'additional_media_info': {'monetizable': False}}]}",,,0
59,9.59782572397027E+017,Sat Feb 03 13:36:11 +0000 2018,9.59782572397027E+017,9.59782572397027E+017,@IamHisAnchor මූව දන්නවද? 😂😂😂 https://t.co/Hv0juuu6ie,False,"[0, 29]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 959782559923056641, 'id_str': '959782559923056641', 'indices': [30, 53], 'media_url': 'http://pbs.twimg.com/media/DVHVJzHUMAEYCe7.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DVHVJzHUMAEYCe7.jpg', 'url': 'https://t.co/Hv0juuu6ie', 'display_url': 'pic.twitter.com/Hv0juuu6ie', 'expanded_url': 'https://twitter.com/d3vinlive/status/959782572397027328/photo/1', 'type': 'photo', 'original_info': {'width': 720, 'height': 540, 'focus_rects': [{'x': 0, 'y': 0, 'h': 403, 'w': 720}, {'x': 0, 'y': 0, 'h': 540, 'w': 540}, {'x': 0, 'y': 0, 'h': 540, 'w': 474}, {'x': 0, 'y': 0, 'h': 540, 'w': 270}, {'x': 0, 'y': 0, 'h': 540, 'w': 720}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 510, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 540, 'resize': 'fit'}, 'large': {'w': 720, 'h': 540, 'resize': 'fit'}}, 'features': {'all': {'tags': [{'type': 'user', 'user_id': '707102986049347584', 'screen_name': 'anuwa01', 'name': 'P U S P E'}]}, 'small': {'faces': [{'x': 229, 'y': 323, 'h': 113, 'w': 113}]}, 'medium': {'faces': [{'x': 243, 'y': 342, 'h': 120, 'w': 120}]}, 'large': {'faces': [{'x': 243, 'y': 342, 'h': 120, 'w': 120}]}, 'orig': {'faces': [{'x': 243, 'y': 342, 'h': 120, 'w': 120}]}}}]}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,8.98356792261923E+017,8.98356792261923E+017,_NayanatharaJ,7.33962612908511E+017,7.33962612908511E+017,,,,,False,2,7,4,1,9.59782572397027E+017,9.59782572397027E+017,False,False,si,,,,,False,True,"{'media': [{'id': 959782559923056641, 'id_str': '959782559923056641', 'indices': [30, 53], 'media_url': 'http://pbs.twimg.com/media/DVHVJzHUMAEYCe7.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DVHVJzHUMAEYCe7.jpg', 'url': 'https://t.co/Hv0juuu6ie', 'display_url': 'pic.twitter.com/Hv0juuu6ie', 'expanded_url': 'https://twitter.com/d3vinlive/status/959782572397027328/photo/1', 'type': 'photo', 'original_info': {'width': 720, 'height': 540, 'focus_rects': [{'x': 0, 'y': 0, 'h': 403, 'w': 720}, {'x': 0, 'y': 0, 'h': 540, 'w': 540}, {'x': 0, 'y': 0, 'h': 540, 'w': 474}, {'x': 0, 'y': 0, 'h': 540, 'w': 270}, {'x': 0, 'y': 0, 'h': 540, 'w': 720}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 510, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 540, 'resize': 'fit'}, 'large': {'w': 720, 'h': 540, 'resize': 'fit'}}, 'features': {'all': {'tags': [{'type': 'user', 'user_id': '707102986049347584', 'screen_name': 'anuwa01', 'name': 'P U S P E'}]}, 'small': {'faces': [{'x': 229, 'y': 323, 'h': 113, 'w': 113}]}, 'medium': {'faces': [{'x': 243, 'y': 342, 'h': 120, 'w': 120}]}, 'large': {'faces': [{'x': 243, 'y': 342, 'h': 120, 'w': 120}]}, 'orig': {'faces': [{'x': 243, 'y': 342, 'h': 120, 'w': 120}]}}, 'media_key': '3_959782559923056641', 'ext_alt_text': 'සයිකො සීන් 😆', 'ext_media_availability': {'status': 'available'}, 'ext_media_color': {'palette': [{'rgb': {'red': 5, 'green': 5, 'blue': 8}, 'percentage': 57.16}, {'rgb': {'red': 5, 'green': 169, 'blue': 218}, 'percentage': 8.52}, {'rgb': {'red': 64, 'green': 64, 'blue': 39}, 'percentage': 5.75}, {'rgb': {'red': 14, 'green': 22, 'blue': 57}, 'percentage': 5.28}, {'rgb': {'red': 187, 'green': 3, 'blue': 51}, 'percentage': 3.39}]}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}]}",,,0
60,1.24886200202745E+018,Sat Apr 11 06:34:38 +0000 2020,1.24886200202745E+018,1.24886200202745E+018,"@vishiru @lokuscene_ @explosiveskull_ @TheNati81067450 මේ හත්ත පිපුනේ 2013 ඉදන් සෑර්. හාමුදුරැවො කෙනෙක් ඇවිත් සෙක්ස් චැට් කරන්න ඇහුව නම් ඔක ss ගහල දැම්මට අපි මුකුත් කියන් නැ, ගත්තු පොටෝ එකට apologize කරාම, විශාකා උපාසිකාවට පුකේ අරින්න ආවා වගේ ss දාගෙන බොරැවට භික්ෂුවකට අපහාස කරලා පොරක් වෙන්න එපා කියහන්. හරි වැරැද්ද මනසින් දැකපන් .",False,"[55, 331]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'vishiru', 'name': 'V I S H W A 🇱🇰', 'id': 186032870, 'id_str': '186032870', 'indices': [0, 8]}, {'screen_name': 'explosiveskull_', 'name': '• S A C H I •', 'id': 1039555383918964736, 'id_str': '1039555383918964736', 'indices': [21, 37]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.24886141340301E+018,1.24886141340301E+018,186032870,186032870,vishiru,1.16302637346579E+018,1.16302637346579E+018,,,,,False,0,0,1,0,1.24793373667253E+018,1.24793373667253E+018,False,False,si,,,,,,,,,,1
61,1.18919245946663E+018,Tue Oct 29 14:49:11 +0000 2019,1.18919245946663E+018,1.18919245946663E+018,@kalpithabandara @daughterislife ඉතින් ඇයි බං ඕක ඒවෙලේ කිව්වෙ නැත්තෙ. ගෝඨා නැතුව වෙන එකෙක් ඡන්දෙ ඉල්ලුවනං අද ගෝඨගෙ නම වෙනුවට ඔතෙන්ට දාන්නෙ ඒ මනුස්සයගෙ නමනේ. දේශපාලන වහල් පොන්න වේස කැරි හුකන කතා කියන්නෙපා හුත්තිගෙ කොල්ලෝ හුකන්න බෝම්බ ගහපු වෙලේ එක පකයෙක් හා හූ නෑ අන්තිමට ඡන්දයක් ළංවුණාම ජංගිය අස්සෙ තියෙන ඇට 1/2,False,"[33, 310]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'kalpithabandara', 'name': 'Kalpitha Dewasinghe', 'id': 391668972, 'id_str': '391668972', 'indices': [0, 16]}, {'screen_name': 'daughterislife', 'name': 'මාෂි 🎀🇱🇰', 'id': 2380919498, 'id_str': '2380919498', 'indices': [17, 32]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.18909607420133E+018,1.18909607420133E+018,391668972,391668972,kalpithabandara,2991695292,2991695292,,,"{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.6505263, 5.9213829], [81.8787816, 5.9213829], [81.8787816, 9.8359375], [79.6505263, 9.8359375]]]}, 'attributes': {}}",,False,0,1,2,0,1.18905803271549E+018,1.18905803271549E+018,False,False,si,,,,,,,,,,1
62,1.36737940143693E+018,Thu Mar 04 07:40:28 +0000 2021,1.36737940143693E+018,1.36737940143693E+018,@nipuna__d හුකන්න තියෙන ආසාවට තමයි ඔය ඔක්කොම 😏,False,"[11, 46]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'nipuna__d', 'name': 'සැන්ඩි 🍀🦇🇱🇰', 'id': 247162345, 'id_str': '247162345', 'indices': [0, 10]}], 'urls': []}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.36737361470665E+018,1.36737361470665E+018,247162345,247162345,nipuna__d,1.34283244286489E+018,1.34283244286489E+018,,,,,False,0,0,0,0,1.36737361470665E+018,1.36737361470665E+018,False,False,si,,,,,,,,,,1
63,8.36088301786436E+017,Mon Feb 27 05:39:19 +0000 2017,8.36088301786436E+017,8.36088301786436E+017,මට හුකන්න තෝ කවුද පකයෝ https://t.co/mZ5WHdMKzs,False,"[0, 46]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/mZ5WHdMKzs', 'expanded_url': 'http://youtu.be/sIiOjbRi6BU?a', 'display_url': 'youtu.be/sIiOjbRi6BU?a', 'indices': [23, 46]}]}","<a href=""https://www.google.com/"" rel=""nofollow"">Google</a>",,,,,,7.85706426005991E+017,7.85706426005991E+017,,,,,False,0,0,0,0,8.36088301786436E+017,8.36088301786436E+017,False,False,si,,,,,False,True,,,,1
64,1.05400954270966E+018,Sun Oct 21 14:00:32 +0000 2018,1.05400954270966E+018,1.05400954270966E+018,@ZamanX90 ඉතින් වැරදි වැරදි කිය කිය ඉන්නෙ නැතුව කියන්න බලන්න හරි එක 😂,False,"[10, 69]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'ZamanX90', 'name': 'Zaman Alferoz', 'id': 389385052, 'id_str': '389385052', 'indices': [0, 9]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.05399796140166E+018,1.05399796140166E+018,389385052,389385052,ZamanX90,4632654077,4632654077,,,,,False,0,0,1,0,1.05389951027405E+018,1.05389951027405E+018,False,False,si,,,,,,,,,,0
65,1.01095733336139E+018,Sun Jun 24 18:46:25 +0000 2018,1.01095733336139E+018,1.01095733336139E+018,@Gimalka හුකන්න ඔනි,False,"[9, 19]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'GImalka', 'name': 'K G Imalka Malsitha', 'id': 1244814823310766080, 'id_str': '1244814823310766080', 'indices': [0, 8]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,3800312352,3800312352,,,,,False,0,1,0,0,1.01087463960877E+018,1.01087463960877E+018,False,False,si,,,,,,,,,,1
66,1.28439004409917E+018,Sat Jul 18 07:30:23 +0000 2020,1.28439004409917E+018,1.28439004409917E+018,@devinda_hemal ඔහ් තාත්තෙ හුකන්න😹,False,"[15, 33]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.28406353052268E+018,1.28406353052268E+018,1.06739928747713E+018,1.06739928747713E+018,hemal_devinda,1.2173875944153E+018,1.2173875944153E+018,,,,,False,0,2,0,0,1.28406353052268E+018,1.28406353052268E+018,False,False,si,,,,,,,,,,1
67,1.24930879214512E+018,Sun Apr 12 12:10:01 +0000 2020,1.24930879214512E+018,1.24930879214512E+018,හුකන්න. #TeamAanamalu,False,"[0, 21]","{'hashtags': [{'text': 'TeamAanamalu', 'indices': [8, 21]}], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,2775054089,2775054089,,,,,False,0,0,0,0,1.24930879214512E+018,1.24930879214512E+018,False,False,si,,,,,,,,,,1
68,1.36839822446203E+018,Sun Mar 07 03:08:54 +0000 2021,1.36839822446203E+018,1.36839822446203E+018,@saramadu82 හුකන්න,False,"[12, 18]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'saramadu82', 'name': 'BIG ASS WIFE slk 🇱🇰', 'id': 1324588173091991553, 'id_str': '1324588173091991553', 'indices': [0, 11]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.36839132171131E+018,1.36839132171131E+018,1.32458817309199E+018,1.32458817309199E+018,saramadu82,1.3493400090699E+018,1.3493400090699E+018,,,,,False,0,1,0,0,1.36839132171131E+018,1.36839132171131E+018,False,False,si,,,,,,,,,,1
69,9.51454479441846E+017,Thu Jan 11 14:03:19 +0000 2018,9.51454479441846E+017,9.51454479441846E+017,@DilanthaShamal @Mr_acidz හුකන්න මිතුරනි 😂😂😂🔫,False,"[26, 45]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'DilanthaShamal', 'name': 'Shamal Dilantha', 'id': 903733902, 'id_str': '903733902', 'indices': [0, 15]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",9.51431472438637E+017,9.51431472438637E+017,903733902,903733902,DilanthaShamal,166556379,166556379,,,,,False,0,2,1,0,9.51297659242873E+017,9.51297659242873E+017,False,False,si,,,,,,,,,,1
70,1.14739871527309E+018,Sat Jul 06 06:55:46 +0000 2019,1.14739871527309E+018,1.14739871527309E+018,@satans_feed @iamharshana1 සල්ලි දීල හුකන්නෙපා මල්ලි. ඒ සල්ලිවලිං යාලුවන්ට බොන්න අරං දීපං,False,"[27, 89]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'satans_feed', 'name': 'Satan🔱', 'id': 1120737878970118145, 'id_str': '1120737878970118145', 'indices': [0, 12]}, {'screen_name': 'iamharshana1', 'name': 'Harshana Kavshalya', 'id': 1072765984468021248, 'id_str': '1072765984468021248', 'indices': [13, 26]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.14736907839635E+018,1.14736907839635E+018,1.12073787897012E+018,1.12073787897012E+018,satans_feed,799677397,799677397,,,,,False,0,1,2,0,1.14727936471278E+018,1.14727936471278E+018,False,False,si,,,,,,,,,,1
71,1.25227884639472E+018,Mon Apr 20 16:51:57 +0000 2020,1.25227884639472E+018,1.25227884639472E+018,"@AzzeemAhamed ආ එල. එක හදල තියෙන්නේ පිස්සු හුකන්න
මෙන්න ඔරිගීනල් එක - https://t.co/10zk7fhP7l",False,"[14, 93]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'AzzeemAhamed', 'name': 'A H M A D', 'id': 3706081633, 'id_str': '3706081633', 'indices': [0, 13]}], 'urls': [{'url': 'https://t.co/10zk7fhP7l', 'expanded_url': 'https://www.instagram.com/p/B_KE9urhtP5/', 'display_url': 'instagram.com/p/B_KE9urhtP5/', 'indices': [70, 93]}]}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.25227840695741E+018,1.25227840695741E+018,3706081633,3706081633,AzzeemAhamed,546195353,546195353,,,,,False,0,0,1,0,1.25227558323037E+018,1.25227558323037E+018,False,False,si,,,,,False,True,,,,0
72,1.23524709604495E+018,Wed Mar 04 16:53:52 +0000 2020,1.23524709604495E+018,1.23524709604495E+018,"හාරත  කපිතාන්ගේ ගැම්ම කොහොමද ඈ? 
මෙතන නම් කැපෑසිටි සුට්ටක් තියෙනවා වගේ, දනිස් අමාරුවනම් තාම සැරට තියෙනවා  බකල් ගැසීමෙන් ඒක ඔප්පු වෙනවා.
@sajithpremadasa https://t.co/pHB3FrDfIW",False,"[0, 152]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'sajithpremadasa', 'name': 'Sajith Premadasa', 'id': 106014897, 'id_str': '106014897', 'indices': [136, 152]}], 'urls': [], 'media': [{'id': 1235247078873403395, 'id_str': '1235247078873403395', 'indices': [153, 176], 'media_url': 'http://pbs.twimg.com/media/ESR6rHIWkAM6AoU.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ESR6rHIWkAM6AoU.jpg', 'url': 'https://t.co/pHB3FrDfIW', 'display_url': 'pic.twitter.com/pHB3FrDfIW', 'expanded_url': 'https://twitter.com/Wasanth53468261/status/1235247096044949504/photo/1', 'type': 'photo', 'original_info': {'width': 704, 'height': 411, 'focus_rects': [{'x': 0, 'y': 0, 'h': 394, 'w': 704}, {'x': 93, 'y': 0, 'h': 411, 'w': 411}, {'x': 118, 'y': 0, 'h': 411, 'w': 361}, {'x': 195, 'y': 0, 'h': 411, 'w': 206}, {'x': 0, 'y': 0, 'h': 411, 'w': 704}]}, 'sizes': {'medium': {'w': 704, 'h': 411, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 704, 'h': 411, 'resize': 'fit'}, 'small': {'w': 680, 'h': 397, 'resize': 'fit'}}, 'features': {'medium': {'faces': [{'x': 278, 'y': 83, 'h': 53, 'w': 53}, {'x': 564, 'y': 89, 'h': 58, 'w': 58}]}, 'large': {'faces': [{'x': 278, 'y': 83, 'h': 53, 'w': 53}, {'x': 564, 'y': 89, 'h': 58, 'w': 58}]}, 'orig': {'faces': [{'x': 278, 'y': 83, 'h': 53, 'w': 53}, {'x': 564, 'y': 89, 'h': 58, 'w': 58}]}, 'small': {'faces': [{'x': 268, 'y': 80, 'h': 51, 'w': 51}, {'x': 544, 'y': 85, 'h': 56, 'w': 56}]}}}]}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1.16850953783133E+018,1.16850953783133E+018,,,,,False,2,18,2,1,1.23524709604495E+018,1.23524709604495E+018,False,False,si,,,,,False,True,"{'media': [{'id': 1235247078873403395, 'id_str': '1235247078873403395', 'indices': [153, 176], 'media_url': 'http://pbs.twimg.com/media/ESR6rHIWkAM6AoU.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ESR6rHIWkAM6AoU.jpg', 'url': 'https://t.co/pHB3FrDfIW', 'display_url': 'pic.twitter.com/pHB3FrDfIW', 'expanded_url': 'https://twitter.com/Wasanth53468261/status/1235247096044949504/photo/1', 'type': 'photo', 'original_info': {'width': 704, 'height': 411, 'focus_rects': [{'x': 0, 'y': 0, 'h': 394, 'w': 704}, {'x': 93, 'y': 0, 'h': 411, 'w': 411}, {'x': 118, 'y': 0, 'h': 411, 'w': 361}, {'x': 195, 'y': 0, 'h': 411, 'w': 206}, {'x': 0, 'y': 0, 'h': 411, 'w': 704}]}, 'sizes': {'medium': {'w': 704, 'h': 411, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 704, 'h': 411, 'resize': 'fit'}, 'small': {'w': 680, 'h': 397, 'resize': 'fit'}}, 'features': {'medium': {'faces': [{'x': 278, 'y': 83, 'h': 53, 'w': 53}, {'x': 564, 'y': 89, 'h': 58, 'w': 58}]}, 'large': {'faces': [{'x': 278, 'y': 83, 'h': 53, 'w': 53}, {'x': 564, 'y': 89, 'h': 58, 'w': 58}]}, 'orig': {'faces': [{'x': 278, 'y': 83, 'h': 53, 'w': 53}, {'x': 564, 'y': 89, 'h': 58, 'w': 58}]}, 'small': {'faces': [{'x': 268, 'y': 80, 'h': 51, 'w': 51}, {'x': 544, 'y': 85, 'h': 56, 'w': 56}]}}, 'media_key': '3_1235247078873403395', 'ext_media_color': {'palette': [{'rgb': {'red': 204, 'green': 216, 'blue': 224}, 'percentage': 43.73}, {'rgb': {'red': 162, 'green': 180, 'blue': 93}, 'percentage': 15.29}, {'rgb': {'red': 47, 'green': 50, 'blue': 57}, 'percentage': 15.01}, {'rgb': {'red': 102, 'green': 90, 'blue': 66}, 'percentage': 7.5}, {'rgb': {'red': 174, 'green': 143, 'blue': 115}, 'percentage': 3.65}]}, 'ext_alt_text': None, 'ext_media_availability': {'status': 'available'}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}]}",,,0
73,1.02392023860836E+018,Mon Jul 30 13:16:23 +0000 2018,1.02392023860836E+018,1.02392023860836E+018,@PalaEpa මේ හුකන්න මොකාද.,False,"[9, 25]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'PalaEpa', 'name': 'පලිබෝධනාශකයා', 'id': 981542453852348416, 'id_str': '981542453852348416', 'indices': [0, 8]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.02391879106612E+018,1.02391879106612E+018,9.81542453852348E+017,9.81542453852348E+017,PalaEpa,233860469,233860469,,,,,False,0,0,0,0,1.02323272190712E+018,1.02323272190712E+018,False,False,si,,,,,,,,,,1
