,Unnamed: 0,created_at,id,id_str,full_text,truncated,display_text_range,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user_id,user_id_str,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,reply_count,quote_count,conversation_id,conversation_id_str,favorited,retweeted,lang,supplemental_language,extended_entities,possibly_sensitive,possibly_sensitive_editable,conversation_control,limited_actions,self_thread,quoted_status_id,quoted_status_id_str,quoted_status_permalink,card,label,
135,1.14464493988563E+018,Fri Jun 28 16:33:14 +0000 2019,1.14464493988563E+018,1.14464493988563E+018,අම්ලා මහ කැරියා #SLvSA #Faf #WCW19,False,"[0, 34]","{'hashtags': [{'text': 'SLvSA', 'indices': [16, 22]}, {'text': 'Faf', 'indices': [23, 27]}, {'text': 'WCW19', 'indices': [28, 34]}], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,2203056031,2203056031,,,,,False,0,3,0,0,1.14464493988563E+018,1.14464493988563E+018,False,False,si,,,,,,,,,,,,1,
137,1.08685226924779E+018,Sun Jan 20 05:05:48 +0000 2019,1.08685226924779E+018,1.08685226924779E+018,@Dilan_Perera45 අනේ පල ඩෝ 😂,False,"[16, 27]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.08685175622559E+018,1.08685175622559E+018,407621077,407621077,rusiya_,7.07102986049348E+017,7.07102986049348E+017,,,,,False,0,0,1,0,1.0868512441849E+018,1.0868512441849E+018,False,False,si,,,,,,,,,,,,1,
139,1.21091009282623E+018,Sat Dec 28 13:07:18 +0000 2019,1.21091009282623E+018,1.21091009282623E+018,@LakshanPramody @Chandu_original @twister_bunny @SGRathnayaka1 @Isuru_SLfirst @duliponline @RTSuppa @Dkandamulla @saami_93 තෝ මොකෙක්ද පකෝ මට එහෙම ටෝක් දෙන්න කැරියා.,False,"[123, 164]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'LakshanPramody', 'name': 'Lakshan 🇱🇰', 'id': 862693278356865025, 'id_str': '862693278356865025', 'indices': [0, 15]}, {'screen_name': 'Chandu_original', 'name': '🅒🅗🅐🅝🅓🅤ᵅ💫', 'id': 1181169304877879297, 'id_str': '1181169304877879297', 'indices': [16, 32]}, {'screen_name': 'twister_bunny', 'name': 'ශාමි', 'id': 988514491439632384, 'id_str': '988514491439632384', 'indices': [33, 47]}, {'screen_name': 'Isuru_SLfirst', 'name': 'Mr. ස්ටබර්න්™', 'id': 1027571402096820224, 'id_str': '1027571402096820224', 'indices': [63, 77]}, {'screen_name': 'duliponline', 'name': 'ආර්. බැද්දගේ', 'id': 799677397, 'id_str': '799677397', 'indices': [78, 90]}, {'screen_name': 'RTSuppa', 'name': 'Supun Rajapakshe', 'id': 1243398463791828997, 'id_str': '1243398463791828997', 'indices': [91, 99]}, {'screen_name': 'saami_93', 'name': 'සාමී 🇱🇰', 'id': 1077761386850050049, 'id_str': '1077761386850050049', 'indices': [113, 122]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.21090878520156E+018,1.21090878520156E+018,8.62693278356865E+017,8.62693278356865E+017,LakshanPramody,1.17795739038312E+018,1.17795739038312E+018,,,,,False,0,0,0,0,1.21083458233495E+018,1.21083458233495E+018,False,False,si,,,,,,,,,,,,1,
140,1.21090878520156E+018,Sat Dec 28 13:02:06 +0000 2019,1.21090878520156E+018,1.21090878520156E+018,"@DasunMaduranga5 @Chandu_original @twister_bunny @SGRathnayaka1 @Isuru_SLfirst @duliponline @RTSuppa @Dkandamulla @saami_93 පිස්සු හුත්තො තෙරෙන් නැද්ද පකො උබ රිප්ලයි කරන්නෙ මගෙ හැන්ඩ්ල් එක මෙන්ශන් කරලා කියලා , උබ රීමුව් කරන්න දන් නැද්ද ? එහෙම රිප්ලයි කරලාද උබ ටොක් දෙන්නෙ? අනික මෙ කොන්වො එකෙ උබම නෙද මැදින් පැනලා පුක දුන්නෙ?
අනික උබ වගෙ වට පඩයෙක්ගෙන් වැඩක් නැ. කැරි වදයක් හන්දා රිප්ලයි එකක් දැම්මෙ.",False,"[124, 398]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'DasunMaduranga5', 'name': 'Dasun Maduranga', 'id': 1177957390383120385, 'id_str': '1177957390383120385', 'indices': [0, 16]}, {'screen_name': 'Chandu_original', 'name': '🅒🅗🅐🅝🅓🅤ᵅ💫', 'id': 1181169304877879297, 'id_str': '1181169304877879297', 'indices': [17, 33]}, {'screen_name': 'twister_bunny', 'name': 'ශාමි', 'id': 988514491439632384, 'id_str': '988514491439632384', 'indices': [34, 48]}, {'screen_name': 'Isuru_SLfirst', 'name': 'Mr. ස්ටබර්න්™', 'id': 1027571402096820224, 'id_str': '1027571402096820224', 'indices': [64, 78]}, {'screen_name': 'duliponline', 'name': 'ආර්. බැද්දගේ', 'id': 799677397, 'id_str': '799677397', 'indices': [79, 91]}, {'screen_name': 'RTSuppa', 'name': 'Supun Rajapakshe', 'id': 1243398463791828997, 'id_str': '1243398463791828997', 'indices': [92, 100]}, {'screen_name': 'saami_93', 'name': 'සාමී 🇱🇰', 'id': 1077761386850050049, 'id_str': '1077761386850050049', 'indices': [114, 123]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.21090542329073E+018,1.21090542329073E+018,1.17795739038312E+018,1.17795739038312E+018,DasunMaduranga5,8.62693278356865E+017,8.62693278356865E+017,,,,,False,0,7,3,0,1.21083458233495E+018,1.21083458233495E+018,False,False,si,,,,,,,,,,,,1,
141,1.16674808900222E+018,Wed Aug 28 16:23:16 +0000 2019,1.16674808900222E+018,1.16674808900222E+018,පුකේ ටුවිට් එකක් පුකම රීටුවිට් කරගන්නව කියන්නෙ පුකේ අයිතිකාරයා පුකේ ඇඟිල්ල ගහගෙන ඉඹගන්නව වගේ වැඩක් https://t.co/7xKVOMv4yn,False,"[0, 98]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1166748084736577536, 'id_str': '1166748084736577536', 'indices': [99, 122], 'media_url': 'http://pbs.twimg.com/media/EDEfM40XUAASpEf.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EDEfM40XUAASpEf.jpg', 'url': 'https://t.co/7xKVOMv4yn', 'display_url': 'pic.twitter.com/7xKVOMv4yn', 'expanded_url': 'https://twitter.com/duliponline/status/1166748089002221568/photo/1', 'type': 'photo', 'original_info': {'width': 720, 'height': 510, 'focus_rects': [{'x': 0, 'y': 0, 'h': 403, 'w': 720}, {'x': 14, 'y': 0, 'h': 510, 'w': 510}, {'x': 46, 'y': 0, 'h': 510, 'w': 447}, {'x': 142, 'y': 0, 'h': 510, 'w': 255}, {'x': 0, 'y': 0, 'h': 510, 'w': 720}]}, 'sizes': {'large': {'w': 720, 'h': 510, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 482, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 510, 'resize': 'fit'}}, 'features': {'large': {'faces': []}, 'small': {'faces': []}, 'orig': {'faces': []}, 'medium': {'faces': []}}}]}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,799677397,799677397,,,"{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.6505263, 5.9213829], [81.8787816, 5.9213829], [81.8787816, 9.8359375], [79.6505263, 9.8359375]]]}, 'attributes': {}}",,False,0,24,4,0,1.16674808900222E+018,1.16674808900222E+018,False,False,si,,"{'media': [{'id': 1166748084736577536, 'id_str': '1166748084736577536', 'indices': [99, 122], 'media_url': 'http://pbs.twimg.com/media/EDEfM40XUAASpEf.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EDEfM40XUAASpEf.jpg', 'url': 'https://t.co/7xKVOMv4yn', 'display_url': 'pic.twitter.com/7xKVOMv4yn', 'expanded_url': 'https://twitter.com/duliponline/status/1166748089002221568/photo/1', 'type': 'photo', 'original_info': {'width': 720, 'height': 510, 'focus_rects': [{'x': 0, 'y': 0, 'h': 403, 'w': 720}, {'x': 14, 'y': 0, 'h': 510, 'w': 510}, {'x': 46, 'y': 0, 'h': 510, 'w': 447}, {'x': 142, 'y': 0, 'h': 510, 'w': 255}, {'x': 0, 'y': 0, 'h': 510, 'w': 720}]}, 'sizes': {'large': {'w': 720, 'h': 510, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 482, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 510, 'resize': 'fit'}}, 'features': {'large': {'faces': []}, 'small': {'faces': []}, 'orig': {'faces': []}, 'medium': {'faces': []}}, 'media_key': '3_1166748084736577536', 'ext_alt_text': None, 'ext_media_availability': {'status': 'available'}, 'ext_media_color': {'palette': [{'rgb': {'red': 255, 'green': 255, 'blue': 255}, 'percentage': 92.24}, {'rgb': {'red': 118, 'green': 119, 'blue': 120}, 'percentage': 2.93}, {'rgb': {'red': 31, 'green': 161, 'blue': 241}, 'percentage': 2.13}, {'rgb': {'red': 43, 'green': 43, 'blue': 43}, 'percentage': 1.39}, {'rgb': {'red': 243, 'green': 218, 'blue': 212}, 'percentage': 0.73}]}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}]}",False,True,,,,,,,,1,
142,8.08295821628285E+017,Mon Dec 12 13:01:55 +0000 2016,8.08295821628285E+017,8.08295821628285E+017,"ඔය කොච්චර දෙවල්වලින් ඇමරිකාව කැරියා කියලා කියන්න හැදුවත් අන්තිමට හැක් වෙලා නතර වෙන්නේ...
රුසියාව සද්ද නැතුව ගෙම... https://t.co/QXqnGdWVDY",False,"[0, 138]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/QXqnGdWVDY', 'expanded_url': 'http://fb.me/139y1bbke', 'display_url': 'fb.me/139y1bbke', 'indices': [115, 138]}]}","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",,,,,,488152273,488152273,,,,,False,0,0,0,0,8.08295821628285E+017,8.08295821628285E+017,False,False,si,,,False,True,,,,,,,,0,
143,8.43848609443517E+017,Mon Mar 20 15:36:01 +0000 2017,8.43848609443517E+017,8.43848609443517E+017,@Nisala_dezhan @nwty_ck @Indrajithonline @sonalisamarasi4 @pathiranags @chamalkalashan  පලකෝ පාඩන් කර පන් කෝ😂😂,False,"[88, 110]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Nisala_dezhan', 'name': 'C y a n i d e 😷', 'id': 3776265312, 'id_str': '3776265312', 'indices': [0, 14]}, {'screen_name': 'nwty_ck', 'name': 'Chamal Kanishka', 'id': 2606933641, 'id_str': '2606933641', 'indices': [15, 23]}, {'screen_name': 'Indrajithonline', 'name': 'Indrajith Bandara', 'id': 806420239789527040, 'id_str': '806420239789527040', 'indices': [24, 40]}, {'screen_name': 'sonalisamarasi4', 'name': '💖  හිතුවක්කාරී 💖', 'id': 825914117227634689, 'id_str': '825914117227634689', 'indices': [41, 57]}, {'screen_name': 'ChamalkaLashan', 'name': 'Chamalka Lashan', 'id': 3292297158, 'id_str': '3292297158', 'indices': [71, 86]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",8.43848464593183E+017,8.43848464593183E+017,3776265312,3776265312,Nisala_dezhan,8.1155873104563E+017,8.1155873104563E+017,,,,,False,0,3,1,0,8.43492435854475E+017,8.43492435854475E+017,False,False,si,,,,,,,,,,,,0,
145,1.30477377139225E+018,Sat Sep 12 13:28:03 +0000 2020,1.30477377139225E+018,1.30477377139225E+018,@SumuduAnjana අඩෝ අම්මට හුකන ගස් කැරියො.   තොගෙ අම්මගෙ හුත්ත අස්ස දැන් ඉවරයි නේ. පොන්න කැරියා 😬,False,"[14, 95]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'SumuduAnjana', 'name': 'Sumudu Semasinghe', 'id': 57575904, 'id_str': '57575904', 'indices': [0, 13]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.30474018233638E+018,1.30474018233638E+018,57575904,57575904,SumuduAnjana,1.24239381624343E+018,1.24239381624343E+018,,,,,False,0,0,0,0,1.30429409061639E+018,1.30429409061639E+018,False,False,si,,,,,,,,,,,,1,
146,1.21711143287917E+018,Tue Jan 14 15:49:13 +0000 2020,1.21711143287917E+018,1.21711143287917E+018,@Waranbros_inc @irajonline @RamanayakeR අනික වේසිගේ පුතෝ මගේ වචන මොකටද තොට.තෝ මගේ තාත්තද.තෙගේ අම්මත් පරේ මොකක් හරි කියද්දි ගිහින් එකට පුක දෙනවද.ජාන වල හැටි.අනේ ගෙනේ කැරියා රියල් නමක් දාගෙන.රියල් 4to එකක් දාගෙන වරෙන්.,False,"[40, 216]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Waranbros_inc', 'name': 'ChootyMamie®', 'id': 366423482, 'id_str': '366423482', 'indices': [0, 14]}, {'screen_name': 'irajonline', 'name': 'IRAJ', 'id': 124982587, 'id_str': '124982587', 'indices': [15, 26]}, {'screen_name': 'RamanayakeR', 'name': 'Ranjan Ramanayake', 'id': 1116331075, 'id_str': '1116331075', 'indices': [27, 39]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.21710963708814E+018,1.21710963708814E+018,366423482,366423482,Waranbros_inc,7.58205895163585E+017,7.58205895163585E+017,,,,,False,0,0,0,0,1.21644712441561E+018,1.21644712441561E+018,False,False,si,,,,,,,,,,,,1,
147,1.27466219102774E+018,Sun Jun 21 11:15:23 +0000 2020,1.27466219102774E+018,1.27466219102774E+018,@Nipun_Da කැරි අවජාතක පොන්නයා..කොහෙද වෙසාවො හමුදුරුවො මැරයෙක් උනේ...යකො මෙච්චර කල් මහන්සි උනේ රට ජාති වෙනුවෙන්...වෙස කැරියා,False,"[10, 123]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Nipun_Da', 'name': 'Nipun Darshana', 'id': 1221374784560300032, 'id_str': '1221374784560300032', 'indices': [0, 9]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.27396581440483E+018,1.27396581440483E+018,1.2213747845603E+018,1.2213747845603E+018,Nipun_Da,1.0108614190788E+018,1.0108614190788E+018,,,,,False,0,1,2,0,1.27396581440483E+018,1.27396581440483E+018,False,False,si,,,,,,,,,,,,1,
148,1.33509569046517E+018,Sat Dec 05 05:36:32 +0000 2020,1.33509569046517E+018,1.33509569046517E+018,කනත්ත ගාව ඉන්න ආස යන්න ලේසි නිසා...🌚,False,"[0, 36]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1.28163309580064E+018,1.28163309580064E+018,,,,,False,0,23,4,0,1.33509569046517E+018,1.33509569046517E+018,False,False,si,,,,,,,,,,,,0,
149,1.32663634490746E+018,Wed Nov 11 21:22:06 +0000 2020,1.32663634490746E+018,1.32663634490746E+018,@Anjana_____ @qAzithen කැරියා 😂💔,False,"[23, 32]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Anjana_____', 'name': 'ؚ𝐴𝑛𝑗𝑎𝑛𝑎', 'id': 531034779, 'id_str': '531034779', 'indices': [0, 12]}, {'screen_name': 'qAzithen', 'name': 'SAHAN™ 🇱🇰', 'id': 1117021610618310656, 'id_str': '1117021610618310656', 'indices': [13, 22]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.32663585580984E+018,1.32663585580984E+018,531034779,531034779,Anjana_____,1.25735601438013E+018,1.25735601438013E+018,,,,,False,0,2,0,0,1.3266336083212E+018,1.3266336083212E+018,False,False,si,,,,,,,,,,,,1,
151,1.03876308952344E+018,Sun Sep 09 12:16:34 +0000 2018,1.03876308952344E+018,1.03876308952344E+018,@anuwa01 @Dinisuruu පුස්පෙ අනුන්ට වරදිනකොට හිනාවෙන්නෙපා කැරියා.😁😁💣,False,"[20, 66]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'anuwa01', 'name': 'P U S P E', 'id': 707102986049347584, 'id_str': '707102986049347584', 'indices': [0, 8]}, {'screen_name': 'Dinisuruu', 'name': 'Z E E D 🦇', 'id': 1663057346, 'id_str': '1663057346', 'indices': [9, 19]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.03874774854618E+018,1.03874774854618E+018,7.07102986049348E+017,7.07102986049348E+017,anuwa01,1.03406577415388E+018,1.03406577415388E+018,,,,,False,0,1,1,0,1.03874362022282E+018,1.03874362022282E+018,False,False,si,,,,,,,,,,,,1,
152,8364796443,Fri Jan 29 11:56:56 +0000 2010,8364796443,8364796443,@halfdoctor ඔය කැරියා එක්ක බෑ නේ? He's a good batsman ,),False,"[0, 56]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'halfdoctor', 'name': 'Half Doctor', 'id': 12174212, 'id_str': '12174212', 'indices': [0, 11]}], 'urls': []}","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",8362030473,8362030473,12174212,12174212,halfdoctor,14174456,14174456,,,,,False,0,0,0,0,8362030473,8362030473,False,False,und,,,,,,,,,,,,1
153,1.22183799132642E+018,Mon Jan 27 16:50:52 +0000 2020,1.22183799132642E+018,1.22183799132642E+018,@dehanzzzzz @BathiyaWeerase4 @Anushka60212320 @Chandu_original @MrProf19 සරම කරේ..😂😂,False,"[73, 84]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'BathiyaWeerase4', 'name': 'Bathiya weerasekara', 'id': 1091189013644337154, 'id_str': '1091189013644337154', 'indices': [12, 28]}, {'screen_name': 'Chandu_original', 'name': '🅒🅗🅐🅝🅓🅤ᵅ💫', 'id': 1181169304877879297, 'id_str': '1181169304877879297', 'indices': [46, 62]}, {'screen_name': 'Mrprof19', 'name': 'MR PROF', 'id': 1227639446113267712, 'id_str': '1227639446113267712', 'indices': [63, 72]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.22183664489619E+018,1.22183664489619E+018,1.11993264725223E+018,1.11993264725223E+018,justdehan,1.1202119714068E+018,1.1202119714068E+018,,,,,False,0,2,2,0,1.22181499488036E+018,1.22181499488036E+018,False,False,si,,,,,,,,,,,,0,
155,1.16136185922984E+018,Tue Aug 13 19:40:18 +0000 2019,1.16136185922984E+018,1.16136185922984E+018,@dead_mans_creed අඩෝ යක්ස කැරියා. ස්තූතියි ඩෝ ❤,False,"[17, 47]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'dead_mans_creed', 'name': '🇱🇰 ☠️ මහසොහොන් ☠️ 🇱🇰', 'id': 233860469, 'id_str': '233860469', 'indices': [0, 16]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.16113302738628E+018,1.16113302738628E+018,233860469,233860469,dead_mans_creed,201395218,201395218,,,,,False,0,1,0,0,1.16113302738628E+018,1.16113302738628E+018,False,False,si,,,,,,,,,,,,0,
158,1.01818248295121E+018,Sat Jul 14 17:16:35 +0000 2018,1.01818248295121E+018,1.01818248295121E+018,"Based on a True Story 😳

හම්මෝ පිස්සු හැදෙනවා ඕයි 😍 සුපිරිම ෆිල්ම් එකක් 😍 Frank Lucas අමු කැරියා ❤️ 

ෆිල්ම් එක පටන් ගත්ත විදිහට හැබැයි මම නම් හිතුවේ නෑ පොරව අහු වෙයි කියලා 😕 අහු වෙන්නේ නැතුව දිගටම  ගේමේ හිටියා... https://t.co/ODNur05x24",False,"[0, 237]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/ODNur05x24', 'expanded_url': 'https://www.facebook.com/100004993058070/posts/997774570398969/', 'display_url': 'facebook.com/10000499305807…', 'indices': [214, 237]}]}","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",,,,,,3186309132,3186309132,,,,,False,0,1,0,0,1.01818248295121E+018,1.01818248295121E+018,False,False,si,,,False,True,,,,,,,,0,
159,1.25099827738787E+018,Fri Apr 17 04:03:26 +0000 2020,1.25099827738787E+018,1.25099827738787E+018,@dilina_nuwan කැත කැරිය උඹලගෙ තාත්ත,False,"[14, 35]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'dilina_nuwan', 'name': 'DG Photography 🇱🇰🇨🇦', 'id': 130869408, 'id_str': '130869408', 'indices': [0, 13]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.25099726946321E+018,1.25099726946321E+018,130869408,130869408,dilina_nuwan,858120680,858120680,,,,,False,0,0,1,0,1.25098962388022E+018,1.25098962388022E+018,False,False,si,,,,,,,,,,,,1,
160,1.33817187577664E+018,Sun Dec 13 17:20:11 +0000 2020,1.33817187577664E+018,1.33817187577664E+018,ඉසුරුවා කැරියා වගේ බෝල් කරද්දි මට හිතුනා ඕක කරයි කියලා😂,False,"[0, 55]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,3089536357,3089536357,,,,,False,1,18,4,0,1.33817187577664E+018,1.33817187577664E+018,False,False,si,,,,,,,,,,,,1,
161,9.45192451374949E+017,Mon Dec 25 07:20:15 +0000 2017,9.45192451374949E+017,9.45192451374949E+017,@ExcuzeMi ජෙරියා කැරියා.....😂,False,"[10, 29]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'ExcuzeMi', 'name': 'Oli', 'id': 582633677, 'id_str': '582633677', 'indices': [0, 9]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",9.45191163610485E+017,9.45191163610485E+017,582633677,582633677,ExcuzeMi,3235165741,3235165741,,,,,False,0,0,0,0,9.45191163610485E+017,9.45191163610485E+017,False,False,si,,,,,,,,,,,,1,
162,1.35389176885755E+018,Tue Jan 26 02:25:26 +0000 2021,1.35389176885755E+018,1.35389176885755E+018,@Sujith_Ayya පුකෙන් යයි තොට කෝවිඩ් හැදුනම මොඩ කැරියා 🤣🤣🤣,False,"[13, 56]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Sujith_Ayya', 'name': 'සුජිත් අයියා', 'id': 1854407280, 'id_str': '1854407280', 'indices': [0, 12]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.35361519544938E+018,1.35361519544938E+018,1854407280,1854407280,Sujith_Ayya,1.31228134060408E+018,1.31228134060408E+018,,,,,False,0,0,0,0,1.35361519544938E+018,1.35361519544938E+018,False,False,si,,,,,,,,,,,,1,
163,1.22855716716834E+018,Sat Feb 15 05:50:28 +0000 2020,1.22855716716834E+018,1.22855716716834E+018,@Pnanthakumar @SecPompeo @Channel4News ගොන් පකයෝ බොරු කෙලින්න එපා තොට ඔච්චර පුකේ අමාරුව නම් කැනඩාවෙ ඉදන් පක් ගහනවද. ඇවිල්ල ඒ මිනිස්සුන්ට උදව් කරප්න්කෝ. උබල ඔය ආයි කරන්න හදන්නෙ එ මිනිස්සුන්ව යුද්දෙකට අදල දාන්න හදන එකනෙ.කැන්ඩාවෙ ඉදන් සැපේ මෙහෙට බොරු ටෝක් දෙන්වා ගොන් කැරියා. Translate or ask this.,False,"[39, 295]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Pnanthakumar', 'name': 'rookiecardsPro', 'id': 42265530, 'id_str': '42265530', 'indices': [0, 13]}, {'screen_name': 'SecPompeo', 'name': 'Secretary Pompeo', 'id': 988573326376427520, 'id_str': '988573326376427520', 'indices': [14, 24]}, {'screen_name': 'Channel4News', 'name': 'Channel 4 News', 'id': 14569869, 'id_str': '14569869', 'indices': [25, 38]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.22837374709209E+018,1.22837374709209E+018,42265530,42265530,Pnanthakumar,1.19951779937209E+018,1.19951779937209E+018,,,,,False,0,4,1,0,1.2283710503476E+018,1.2283710503476E+018,False,False,si,,,,,,,,,,,,1,
164,1.24723417645083E+018,Mon Apr 06 18:46:14 +0000 2020,1.24723417645083E+018,1.24723417645083E+018,@sunandadesh @GotabayaR ගොනෝ අරාබියේ කාන්තාර තියනවා ඕනෑ තරම් වල දාන්න අපේ රටේ එහෙම නෑ. භූගත ජලයට විශබීජ ඉතා ඉක්මනින් එකතු වෙනවා.හුකන්නේ නැතුව හිටපන් නාකි ඩොලර් කැරියා 😂,False,"[24, 168]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'sunandadesh', 'name': 'sunanda deshapriya', 'id': 27633152, 'id_str': '27633152', 'indices': [0, 12]}, {'screen_name': 'GotabayaR', 'name': 'Gotabaya Rajapaksa', 'id': 3191855185, 'id_str': '3191855185', 'indices': [13, 23]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.24711864810128E+018,1.24711864810128E+018,27633152,27633152,sunandadesh,1.11845862707605E+018,1.11845862707605E+018,,,,,False,0,4,0,0,1.24711864810128E+018,1.24711864810128E+018,False,False,si,,,,,,,,,,,,1,
165,1.2975805828477E+018,Sun Aug 23 17:04:53 +0000 2020,1.2975805828477E+018,1.2975805828477E+018,@shammikakrishan ගහප් කැත කැරියා 😂😂😂,False,"[17, 36]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'shammikakrishan', 'name': 'ＳＨＡＭＭＩＫＡ 🇱🇰', 'id': 1656799536, 'id_str': '1656799536', 'indices': [0, 16]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.29746065583083E+018,1.29746065583083E+018,1656799536,1656799536,shammikakrishan,7.11928192177549E+017,7.11928192177549E+017,,,,,False,0,1,0,0,1.29746065583083E+018,1.29746065583083E+018,False,False,si,,,,,,,,,,,,1,
