,Unnamed: 0,created_at,id,id_str,full_text,truncated,display_text_range,entities,extended_entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user_id,user_id_str,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,reply_count,quote_count,conversation_id,conversation_id_str,favorited,retweeted,possibly_sensitive,possibly_sensitive_editable,lang,supplemental_language,quoted_status_id,quoted_status_id_str,quoted_status_permalink,self_thread,card,label
127,1.39560857027686E+018,Fri May 21 05:13:06 +0000 2021,1.39560857027686E+018,1.39560857027686E+018,@DSandushini @PinkySandaruwni අපෙ අම්මා එහෙම කියල තමයි ඉස්සර පොවන්නෙ 😂😂,False,"[30, 71]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'DSandushini', 'name': 'Dilz 💃🎀', 'id': 1324656924063944704, 'id_str': '1324656924063944704', 'indices': [0, 12]}, {'screen_name': 'PinkySandaruwni', 'name': 'P I N K Z 🇱🇰', 'id': 911890224262688769, 'id_str': '911890224262688769', 'indices': [13, 29]}], 'urls': []}",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.39560802654392E+018,1.39560802654392E+018,1.32465692406394E+018,1.32465692406394E+018,DSandushini,1.01409335731893E+018,1.01409335731893E+018,,,,,False,0,1,0,0,1.39559301959261E+018,1.39559301959261E+018,False,False,,,si,,,,,,,0
128,1.39510327473946E+018,Wed May 19 19:45:15 +0000 2021,1.39510327473946E+018,1.39510327473946E+018,මේ වගේ අම්මා හදන දෝසියක් කාලා පොටෝ එකක් දාගෙන හිටිය නම් ඔහොම වෙන්නෑ 🤭🤭,False,"[0, 70]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1.01409335731893E+018,1.01409335731893E+018,,,,,True,0,14,1,0,1.39510327473946E+018,1.39510327473946E+018,False,False,,,si,,1.39387706359817E+018,1.39387706359817E+018,"{'url': 'https://t.co/LHJpihCVQa', 'expanded': 'https://twitter.com/RakzzMaduOnline/status/1393877063598166019', 'display': 'twitter.com/RakzzMaduOnlin…'}",,,0
129,1.39521949369402E+018,Thu May 20 03:27:03 +0000 2021,1.39521949369402E+018,1.39521949369402E+018,@Hemal__Devinda අම්මා එහෙමද දැක්කේ නැ කාලෙකින්,False,"[16, 46]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Hemal__Devinda', 'name': '🇩\u200c 🇪\u200c 🇻\u200c 👑️', 'id': 1354618945999757313, 'id_str': '1354618945999757313', 'indices': [0, 15]}], 'urls': []}",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.39520663977129E+018,1.39520663977129E+018,1.35461894599976E+018,1.35461894599976E+018,Hemal__Devinda,1.18868780375378E+018,1.18868780375378E+018,,,,,False,0,0,1,0,1.39503315957877E+018,1.39503315957877E+018,False,False,,,si,,,,,,,0
130,1.39340435568493E+018,Sat May 15 03:14:21 +0000 2021,1.39340435568493E+018,1.39340435568493E+018,@_LovelyShihani 😅 අම්මා දන්නවා ප්‍රයෝරිටීස්,False,"[16, 43]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': '_LovelyShihani', 'name': 'S h i h a n i 🇱🇰', 'id': 343755137, 'id_str': '343755137', 'indices': [0, 15]}], 'urls': []}",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.39340413558896E+018,1.39340413558896E+018,343755137,343755137,_LovelyShihani,2369956382,2369956382,,,,,False,0,0,0,0,1.39340413558896E+018,1.39340413558896E+018,False,False,,,si,,,,,,,0
131,1.39324169162519E+018,Fri May 14 16:27:59 +0000 2021,1.39324169162519E+018,1.39324169162519E+018,@thisuu95 අහසේ අම්මා,False,"[10, 20]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'thisuu95', 'name': 'Lil Tj 🍃', 'id': 1208639074619330562, 'id_str': '1208639074619330562', 'indices': [0, 9]}], 'urls': []}",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.3928450902598E+018,1.3928450902598E+018,1.20863907461933E+018,1.20863907461933E+018,thisuu95,163085993,163085993,,,,,False,0,1,0,0,1.3928450902598E+018,1.3928450902598E+018,False,False,,,si,,,,,,,0
134,1.36664040454469E+018,Tue Mar 02 06:43:58 +0000 2021,1.36664040454469E+018,1.36664040454469E+018,I’m glad I didn’t see the video in question but it remains a fact that the only way majority of Lankan parents know to discipline their children is to cane or slap them into obedience. A vicious expected cycle where even my mum would say අපේ අම්මා මට ගැහුව විදියට ඔයාට මං ගහලා නෑ.,False,"[0, 280]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,7.96296480596202E+017,7.96296480596202E+017,,,"{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.6505263, 5.9213829], [81.8787816, 5.9213829], [81.8787816, 9.8359375], [79.6505263, 9.8359375]]]}, 'attributes': {}}",,False,14,50,4,1,1.36664040454469E+018,1.36664040454469E+018,False,False,,,en,,,,,"{'id': 1366640404544688128, 'id_str': '1366640404544688128'}",,0
135,1.39428101492346E+018,Mon May 17 13:17:53 +0000 2021,1.39428101492346E+018,1.39428101492346E+018,@Itz_Zena ඒක හොඳයි...ගෙදර අය නිදහසේ ඉඳී...😂😂,False,"[10, 44]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Itz_Zena', 'name': 'Zena', 'id': 1385936487833739268, 'id_str': '1385936487833739268', 'indices': [0, 9]}], 'urls': []}",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.39428055511447E+018,1.39428055511447E+018,1.38593648783374E+018,1.38593648783374E+018,Itz_Zena,1.29934151276173E+018,1.29934151276173E+018,,,,,False,0,1,1,0,1.39428055511447E+018,1.39428055511447E+018,False,False,,,si,,,,,,,0
136,1.39394488436137E+018,Sun May 16 15:02:13 +0000 2021,1.39394488436137E+018,1.39394488436137E+018,@indika27 මං තුනේදි මට චූ ගියා. 😑😑 ටොයිලට් එකට යන්න ඕන කියලා ටීචට කිව්වම විබාගේ වෙලාවෙ යවන්නෑ ලමයෝ පේපර් එක ගත්තම යනවා කියලා මට සැර කලා. ඒ නිසා එතනම ගියා ඉතින් 😁 කොහොම හරි පහුවදා අම්මට ඕක ටීච බස් එකේදි කිව්වා. මම කිව්වෙ නෑ. කිව්වම විස්තරේ අහලා අම්මා ටීචට මූනට බැන්නා 🤦,False,"[10, 268]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'indika27', 'name': 'Amila Chathuranga', 'id': 150624162, 'id_str': '150624162', 'indices': [0, 9]}], 'urls': []}",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.39391999406116E+018,1.39391999406116E+018,150624162,150624162,indika27,2533578847,2533578847,,,,,False,0,18,2,0,1.39391999406116E+018,1.39391999406116E+018,False,False,,,si,,,,,,,0
137,1.39343968926521E+018,Sat May 15 05:34:45 +0000 2021,1.39343968926521E+018,1.39343968926521E+018,"අම්මා බබාටයි තාත්තා බබාටයි නීලපබළු එකෙයි හීනගේන කුමාරීයේ එපි කීපයක් දාල දුන්නා ...
අද පොඩ්ඩ්ක් නිදසේ ඉන්න පුළුවන් .....😁",False,"[0, 120]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,404608861,404608861,,,,,False,0,1,0,0,1.39343968926521E+018,1.39343968926521E+018,False,False,,,si,,,,,,,0
138,1.38581152272361E+018,Sat Apr 24 04:23:08 +0000 2021,1.38581152272361E+018,1.38581152272361E+018,- සෝස මීඩියා පත්තිනි අම්මා කෙනෙක් නොවෙන්න ඕනී,False,"[0, 45]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,33105446,33105446,,,,,True,2,13,3,1,1.38581152272361E+018,1.38581152272361E+018,False,False,,,si,,1.38580389068828E+018,1.38580389068828E+018,"{'url': 'https://t.co/BZ7uI5ibsH', 'expanded': 'https://twitter.com/duliponline/status/1385803890688282628', 'display': 'twitter.com/duliponline/st…'}",,,0
139,1.39498373138816E+018,Wed May 19 11:50:13 +0000 2021,1.39498373138816E+018,1.39498373138816E+018,@kpgtharaka අපේ අම්මා තමයි ඕක බලන්නෙ. ඉතිං අයියයි-මමයි දිවි හිමියෙන් බැඳිලා ඉන්නෙ ඩයලොග් ටීවී බිල ගෙවන්න. වෙන මොනවත් නිසා නෙවෙයි ඩිස්කනෙක්ට් කළොත් අම්මා මේ චැනල් එක අහන එක වළක්වාගන්න.🤪🤪🤪,False,"[12, 186]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'kpgtharaka', 'name': 'Gayan Tharaka', 'id': 47276839, 'id_str': '47276839', 'indices': [0, 11]}], 'urls': []}",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.39485697122484E+018,1.39485697122484E+018,47276839,47276839,kpgtharaka,161958333,161958333,,,,,False,0,0,1,0,1.3945990032249E+018,1.3945990032249E+018,False,False,,,si,,,,,,,0
141,1.35439478993708E+018,Wed Jan 27 11:44:16 +0000 2021,1.35439478993708E+018,1.35439478993708E+018,"කතරගම වල්ලි අම්මා දේවාලය වසයි - මුඛ ආවරණ නොපැළඳි ප්‍රධාන කපු මහතාට කොරෝනා !  Myth says ""Skandha"" (Katharagama Deviyo) is Kali's son. If so, Valli Amma must be her daughter-in-law. Where is her protection at least to ""Kapu Rala?""",False,"[0, 228]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,309609444,309609444,,,,,False,0,0,0,0,1.35439478993708E+018,1.35439478993708E+018,False,False,,,et,,,,,,,0
143,1.38665296095275E+018,Mon Apr 26 12:06:43 +0000 2021,1.38665296095275E+018,1.38665296095275E+018,"අපි දකුණේ කියලා මොන බයිලා ගැහුවත් වැඩක් නෑ බත් මුට්ටියක් කන්න කටට රහට රුහුණේ මාළු ඇඹුල් තියල් හදන්න බැරිනං. නරක්  නොවී දවස් තුනක් විතර උනත්  තියා ගන්න පුලුවන්. මම ඊට වඩා තියල බලල නෑ  මං නෙමෙයි, මිහිරිගෙ අම්මා කියනවා https://t.co/gD1GYzaEsE",False,"[0, 215]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1386652758057525257, 'id_str': '1386652758057525257', 'indices': [216, 239], 'media_url': 'http://pbs.twimg.com/media/Ez5hVi7VoAkM-zH.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ez5hVi7VoAkM-zH.jpg', 'url': 'https://t.co/gD1GYzaEsE', 'display_url': 'pic.twitter.com/gD1GYzaEsE', 'expanded_url': 'https://twitter.com/ItsYakin/status/1386652960952750085/photo/1', 'type': 'photo', 'original_info': {'width': 1280, 'height': 720, 'focus_rects': [{'x': 0, 'y': 0, 'h': 717, 'w': 1280}, {'x': 0, 'y': 0, 'h': 720, 'w': 720}, {'x': 36, 'y': 0, 'h': 720, 'w': 632}, {'x': 172, 'y': 0, 'h': 720, 'w': 360}, {'x': 0, 'y': 0, 'h': 720, 'w': 1280}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}}, 'features': {'orig': {'faces': []}, 'small': {'faces': []}, 'large': {'faces': []}, 'medium': {'faces': []}}}]}","{'media': [{'id': 1386652758057525257, 'id_str': '1386652758057525257', 'indices': [216, 239], 'media_url': 'http://pbs.twimg.com/media/Ez5hVi7VoAkM-zH.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ez5hVi7VoAkM-zH.jpg', 'url': 'https://t.co/gD1GYzaEsE', 'display_url': 'pic.twitter.com/gD1GYzaEsE', 'expanded_url': 'https://twitter.com/ItsYakin/status/1386652960952750085/photo/1', 'type': 'photo', 'original_info': {'width': 1280, 'height': 720, 'focus_rects': [{'x': 0, 'y': 0, 'h': 717, 'w': 1280}, {'x': 0, 'y': 0, 'h': 720, 'w': 720}, {'x': 36, 'y': 0, 'h': 720, 'w': 632}, {'x': 172, 'y': 0, 'h': 720, 'w': 360}, {'x': 0, 'y': 0, 'h': 720, 'w': 1280}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}}, 'features': {'orig': {'faces': []}, 'small': {'faces': []}, 'large': {'faces': []}, 'medium': {'faces': []}}, 'media_key': '3_1386652758057525257', 'ext_alt_text': None, 'ext_media_availability': {'status': 'available'}, 'ext_media_color': {'palette': [{'rgb': {'red': 212, 'green': 144, 'blue': 71}, 'percentage': 30.25}, {'rgb': {'red': 74, 'green': 122, 'blue': 33}, 'percentage': 18.31}, {'rgb': {'red': 248, 'green': 247, 'blue': 239}, 'percentage': 17.15}, {'rgb': {'red': 122, 'green': 72, 'blue': 18}, 'percentage': 12.5}, {'rgb': {'red': 92, 'green': 73, 'blue': 29}, 'percentage': 4.24}]}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}]}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,23873458,23873458,,,,,False,3,44,3,0,1.38665296095275E+018,1.38665296095275E+018,False,False,False,True,si,,,,,,,0
145,1.38292887608345E+018,Fri Apr 16 05:28:32 +0000 2021,1.38292887608345E+018,1.38292887608345E+018,"බලනකොට අර පින්තූරෙ ගත්ත යාළුවාට තව එකෙක් කියලා ඒ පින්තූර කැතයි කියලා. ඉතිං ඒවා ඔක්කොම ඩිලීට් කරලා. ඩිලීට් අයිටම්ස් තියෙන ෆෝල්ඩර් එකෙනුත් අයින් කරලා. යාළුවට බැණ බැණ ඉන්නකොට ඇහැරුණා•

*02• අපේ අම්මා මාෂ්මෙලෝ පුඩිමක් හදාගෙන ඒක පූජා කරන්න ඕනා කියලා දඹදිව යන්න හදනවා. අපි කියනවා ඕක",False,"[0, 276]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.38292887062666E+018,1.38292887062666E+018,161958333,161958333,moogater,161958333,161958333,,,"{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.6505263, 5.9213829], [81.8787816, 5.9213829], [81.8787816, 9.8359375], [79.6505263, 9.8359375]]]}, 'attributes': {}}",,False,0,16,1,0,1.38292887062666E+018,1.38292887062666E+018,False,False,,,si,,,,,"{'id': 1382928870626656257, 'id_str': '1382928870626656257'}",,0
146,1.39525754469254E+018,Thu May 20 05:58:15 +0000 2021,1.39525754469254E+018,1.39525754469254E+018,"උදේ තේ එක හදලා දුන්නම අපෙ එකා..
අම්මගෙ තේ එකේ කහට මදිලු
මෙහෙමලු ආස..🥰

උදේ පාන්දර බැන්නා බැන්නා බැන්දට පස්සෙ මෙච්චර කල් අම්මා හදලා දුන්න තේ එකේ කහට මදි නේද බොට කියලා..🤨
දැන් ඉන්නවා කොංවෙලා😁🌸",False,"[0, 190]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,8.71682361343099E+017,8.71682361343099E+017,,,,,False,0,43,8,0,1.39525754469254E+018,1.39525754469254E+018,False,False,,,si,,,,,,,0
147,1.39396307189527E+018,Sun May 16 16:14:29 +0000 2021,1.39396307189527E+018,1.39396307189527E+018,@dul_nayanathara එහෙනන් කිරි අම්මා දානයක් තමා 😂,False,"[17, 47]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'dul_nayanathara', 'name': 'කප්කේක්\U0001f9c1📚✨', 'id': 1164632377454288896, 'id_str': '1164632377454288896', 'indices': [0, 16]}], 'urls': []}",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.39396295860711E+018,1.39396295860711E+018,1.16463237745429E+018,1.16463237745429E+018,dul_nayanathara,1.38593648783374E+018,1.38593648783374E+018,,,,,False,0,1,1,0,1.39395421922527E+018,1.39395421922527E+018,False,False,,,si,,,,,,,0
149,1.39206869910057E+018,Tue May 11 10:46:55 +0000 2021,1.39206869910057E+018,1.39206869910057E+018,"@Ashan_Wane @Chevindu Adooo!! 🥺❤️ Good times. Yeah, it was Wonder Woman. The best part was wandering in the book shops though. තව ටිකෙන් අම්මා එනව කඩාගෙන බිඳගෙන මහ රෑ 😂🤣",False,"[22, 169]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Ashan_Wane', 'name': 'Ashan Wanasinghe', 'id': 4441963274, 'id_str': '4441963274', 'indices': [0, 11]}, {'screen_name': 'Chevindu', 'name': 'Chevindu', 'id': 175818806, 'id_str': '175818806', 'indices': [12, 21]}], 'urls': []}",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.39206800980873E+018,1.39206800980873E+018,4441963274,4441963274,Ashan_Wane,1.12149312735998E+018,1.12149312735998E+018,,,,,False,0,2,1,0,1.39206800653717E+018,1.39206800653717E+018,False,False,,,en,,,,,,,0
150,1.39358324673927E+018,Sat May 15 15:05:12 +0000 2021,1.39358324673927E+018,1.39358324673927E+018,@MrsNimma කේක් කන්ම හොඳ නෑ. සීනි වැඩියිනෙ ඒවගෙ 😌,False,"[10, 48]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'MrsNimma', 'name': 'අසමිගෙ අම්මා🌸 🇱🇰', 'id': 3266860562, 'id_str': '3266860562', 'indices': [0, 9]}], 'urls': []}",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.39358218834865E+018,1.39358218834865E+018,3266860562,3266860562,MrsNimma,9.05674137133134E+017,9.05674137133134E+017,,,,,False,0,1,1,0,1.39357990994399E+018,1.39357990994399E+018,False,False,,,si,,,,,,,0
151,1.39529441082961E+018,Thu May 20 08:24:45 +0000 2021,1.39529441082961E+018,1.39529441082961E+018,@MJJNamalDias @AyNaGsEuL101 @DamuthaH @dadbad770 මේ චිත්‍ර හරිම ලස්සනයි . ඒ වගේම ඉතාමත් හොද ඉවසීමෙන් කරපු බවත් පේනවා. ඒක තමයි වඩා වැදගත් . තවත් ලස්සන චිත්‍ර අදින්න අම්මගෙ ඉවසීම දියුනු වෙන්න පතනවා.,False,"[49, 196]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'MJJNamalDias', 'name': 'M. J. J. Namal Dias', 'id': 3405656644, 'id_str': '3405656644', 'indices': [0, 13]}, {'screen_name': 'AyNaGsEuL101', 'name': 'AngelGirl101', 'id': 1197539374109474817, 'id_str': '1197539374109474817', 'indices': [14, 27]}, {'screen_name': 'DamuthaH', 'name': 'Hashī Līyanage 💞', 'id': 1125149607665684480, 'id_str': '1125149607665684480', 'indices': [28, 37]}, {'screen_name': 'dadbad770', 'name': 'Shafraz', 'id': 2328243420, 'id_str': '2328243420', 'indices': [38, 48]}], 'urls': []}",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.39514783679104E+018,1.39514783679104E+018,3405656644,3405656644,MJJNamalDias,3547622474,3547622474,,,,,False,0,2,1,0,1.39514783679104E+018,1.39514783679104E+018,False,False,,,si,,,,,,,0
152,1.39461285477542E+018,Tue May 18 11:16:29 +0000 2021,1.39461285477542E+018,1.39461285477542E+018,"වගකීමෙන් යුතුව කියන්නේ, මට නම් අම්මා තාත්තා අක්කලා අයියලා කියන්නේ උඹ නම් මහා කාලකන්නි යකෙක් කියලා, දවසෙම Phone එකට වෙලා කොට කොට ඉන්නවා, ගෙදරට වැඩකුත් නැහැ ලෝකෙට වැඩකුත් නෑ කියලා. 😂💔 #සිරාසිද්ධි",False,"[0, 193]","{'hashtags': [{'text': 'සිරාසිද්ධි', 'indices': [182, 193]}], 'symbols': [], 'user_mentions': [], 'urls': []}",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1.25735601438013E+018,1.25735601438013E+018,,,,,True,0,13,2,0,1.39461285477542E+018,1.39461285477542E+018,False,False,,,si,,1.39458849506313E+018,1.39458849506313E+018,"{'url': 'https://t.co/OcHGq7rbDJ', 'expanded': 'https://twitter.com/optimuspnj/status/1394588495063126018', 'display': 'twitter.com/optimuspnj/sta…'}",,,0
154,1.39358120068648E+018,Sat May 15 14:57:04 +0000 2021,1.39358120068648E+018,1.39358120068648E+018,@Nadeez__ හැපී බර්ඩේ නඩීස් 🌸🎂🎉,False,"[0, 30]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Nadeez__', 'name': '⚽️🏆 MЯ.MΛDЯID™❤️🇱🇰🇪🇸', 'id': 905674137133133824, 'id_str': '905674137133133824', 'indices': [0, 9]}], 'urls': []}",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,9.05674137133134E+017,9.05674137133134E+017,Nadeez__,3266860562,3266860562,,,"{'id': 'b28838c9654b8c4a', 'url': 'https://api.twitter.com/1.1/geo/id/b28838c9654b8c4a.json', 'place_type': 'city', 'name': 'Joso-shi', 'full_name': 'Joso-shi, Ibaraki', 'country_code': 'JP', 'country': 'Japan', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[139.8939, 35.968713], [140.029052, 35.968713], [140.029052, 36.146776], [139.8939, 36.146776]]]}, 'attributes': {}}",,False,0,0,1,0,1.39358120068648E+018,1.39358120068648E+018,False,False,,,si,,,,,,,0
155,1.39562475745479E+018,Fri May 21 06:17:26 +0000 2021,1.39562475745479E+018,1.39562475745479E+018,"මට මගෙ පරණ කෙල්ලෙක් උගන්නපු දෙයක් තියනවා !

""හිරුණ හැමවෙලේම අපට දෙයක් නැති වෙන්නෙ අනිවාරෙන්ම  ඊට වඩා හොද දෙයක් ලැබෙන්න""

ඊයෙ එයාලගෙ ආච්චි අම්මා නැති වෙලා ! දැන් එතකොට සීයාට

එක්කො ඕනෙ නෑ නිවන් සුව ග්‍රෑන්ඩ් මමා !",False,"[0, 212]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,9.05465413919687E+017,9.05465413919687E+017,,,,,False,0,5,1,0,1.39562475745479E+018,1.39562475745479E+018,False,False,,,si,,,,,,,0
157,1.38292887062666E+018,Fri Apr 16 05:28:30 +0000 2021,1.38292887062666E+018,1.38292887062666E+018,"මේ දවස් ටිකේම දැක්කෙ මොළේ කොලොප්පම් වෙන හීන.
*01• අනිල් කපූර් තරුණ කාලෙ අපේ බදාදා පොළට ඇවිත් හොඳට වේලිච්ච ලංකා හාල්මැස්සො හොයනවා. මම දුවලා ගිහින් එයා එක්ක පින්තූරයක් ගත්තා. මගේ යාළුවෙකුට ෆෝන් එක දුන්නෙ පින්තූරෙ ගන්න. බොරු හින්දියෙන් අනිල් කපූර් එක්ක කතා කරලා, බායි කියලා ඇවිල්ලා",False,"[0, 278]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,161958333,161958333,,,"{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.6505263, 5.9213829], [81.8787816, 5.9213829], [81.8787816, 9.8359375], [79.6505263, 9.8359375]]]}, 'attributes': {}}",,False,2,55,4,0,1.38292887062666E+018,1.38292887062666E+018,False,False,,,si,,,,,"{'id': 1382928870626656257, 'id_str': '1382928870626656257'}",,0
158,1.38588076490709E+018,Sat Apr 24 08:58:17 +0000 2021,1.38588076490709E+018,1.38588076490709E+018,@Binkuwa @thegallerybitch 'Binkuwa' හැදුනු හැටිත් කියන්න පුලුවන්ද,False,"[26, 65]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Binkuwa', 'name': '•ɐpɐɹɐu💨', 'id': 1153839330579738627, 'id_str': '1153839330579738627', 'indices': [0, 8]}, {'screen_name': 'thegallerybitch', 'name': 'ඩිංගිරි මැණිකේ', 'id': 1273180031024607242, 'id_str': '1273180031024607242', 'indices': [9, 25]}], 'urls': []}",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.38587021666456E+018,1.38587021666456E+018,1.15383933057974E+018,1.15383933057974E+018,Binkuwa,2224235641,2224235641,,,,,False,0,1,1,0,1.38586849978486E+018,1.38586849978486E+018,False,False,,,si,,,,,,,0
159,1.39141275774072E+018,Sun May 09 15:20:27 +0000 2021,1.39141275774072E+018,1.39141275774072E+018,"ලේන් පැටියා මූදට වැටෙද්දි ලේන් අම්මා වල්ගෙන් මූද හිඳින්න උත්සාහ කලා..
අපේ දේශපාලක උතුමන්ලාත් මිනිස්සු ගොඩක් ගිලෙන්නට යන වෙලාවක සෝස මීඩියා වල වල්ගෙන් මූද හිඳින්න යනවා..",False,"[0, 167]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,150624162,150624162,,,"{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.6505263, 5.9213829], [81.8787816, 5.9213829], [81.8787816, 9.8359375], [79.6505263, 9.8359375]]]}, 'attributes': {}}",,False,5,24,0,0,1.39141275774072E+018,1.39141275774072E+018,False,False,,,si,,,,,,,0
