,created_at,id,id_str,full_text,truncated,display_text_range,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user_id,user_id_str,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,reply_count,quote_count,conversation_id,conversation_id_str,favorited,retweeted,lang,supplemental_language,self_thread,extended_entities,possibly_sensitive,possibly_sensitive_editable,quoted_status_id,quoted_status_id_str,quoted_status_permalink,card
1391462956282486785,Sun May 09 18:39:55 +0000 2021,1391462956282486785,1391462956282486785,"සමහර කෙල්ලෝ ඉන්නවා, කොල්ලට වඩා Chocolate වලට ආදරෙයි...🙃 https://t.co/EutReb880A",False,"[0, 55]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1391462854562246657, 'id_str': '1391462854562246657', 'indices': [56, 79], 'media_url': 'http://pbs.twimg.com/media/E094GAxVcAE2cmU.jpg', 'media_url_https': 'https://pbs.twimg.com/media/E094GAxVcAE2cmU.jpg', 'url': 'https://t.co/EutReb880A', 'display_url': 'pic.twitter.com/EutReb880A', 'expanded_url': 'https://twitter.com/ThimiraKasun_/status/1391462956282486785/photo/1', 'type': 'photo', 'original_info': {'width': 2048, 'height': 2048, 'focus_rects': [{'x': 0, 'y': 0, 'h': 1147, 'w': 2048}, {'x': 0, 'y': 0, 'h': 2048, 'w': 2048}, {'x': 252, 'y': 0, 'h': 2048, 'w': 1796}, {'x': 665, 'y': 0, 'h': 2048, 'w': 1024}, {'x': 0, 'y': 0, 'h': 2048, 'w': 2048}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 1200, 'resize': 'fit'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 2048, 'resize': 'fit'}}, 'features': {'medium': {'faces': []}, 'orig': {'faces': []}, 'small': {'faces': []}, 'large': {'faces': []}}}]}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1390587606870593538,1390587606870593538,,,,,False,2,37,2,3,1391462956282486785,1391462956282486785,False,False,si,,,"{'media': [{'id': 1391462854562246657, 'id_str': '1391462854562246657', 'indices': [56, 79], 'media_url': 'http://pbs.twimg.com/media/E094GAxVcAE2cmU.jpg', 'media_url_https': 'https://pbs.twimg.com/media/E094GAxVcAE2cmU.jpg', 'url': 'https://t.co/EutReb880A', 'display_url': 'pic.twitter.com/EutReb880A', 'expanded_url': 'https://twitter.com/ThimiraKasun_/status/1391462956282486785/photo/1', 'type': 'photo', 'original_info': {'width': 2048, 'height': 2048, 'focus_rects': [{'x': 0, 'y': 0, 'h': 1147, 'w': 2048}, {'x': 0, 'y': 0, 'h': 2048, 'w': 2048}, {'x': 252, 'y': 0, 'h': 2048, 'w': 1796}, {'x': 665, 'y': 0, 'h': 2048, 'w': 1024}, {'x': 0, 'y': 0, 'h': 2048, 'w': 2048}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 1200, 'resize': 'fit'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 2048, 'resize': 'fit'}}, 'features': {'medium': {'faces': []}, 'orig': {'faces': []}, 'small': {'faces': []}, 'large': {'faces': []}}, 'media_key': '3_1391462854562246657', 'ext_alt_text': None, 'ext_media_color': {'palette': [{'rgb': {'red': 222, 'green': 219, 'blue': 210}, 'percentage': 27.01}, {'rgb': {'red': 0, 'green': 146, 'blue': 221}, 'percentage': 13.06}, {'rgb': {'red': 64, 'green': 29, 'blue': 21}, 'percentage': 10.95}, {'rgb': {'red': 146, 'green': 67, 'blue': 30}, 'percentage': 8.0}, {'rgb': {'red': 223, 'green': 177, 'blue': 130}, 'percentage': 7.39}]}, 'ext_media_availability': {'status': 'available'}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}]}",False,True,,,,
1390683732428746753,Fri May 07 15:03:34 +0000 2021,1390683732428746753,1390683732428746753,@defyixviiithara අඩේ 🥺🥺🥺 ආදරෙයි 🙏🙏🖤🖤,False,"[17, 36]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'defyixviiithara', 'name': 'deffy:', 'id': 3334390273, 'id_str': '3334390273', 'indices': [0, 16]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.3906776071007396e+18,1390677607100739586,3334390273.0,3334390273,defyixviiithara,299580985,299580985,,,"{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.6505263, 5.9213829], [81.8787816, 5.9213829], [81.8787816, 9.8359375], [79.6505263, 9.8359375]]]}, 'attributes': {}}",,False,0,0,1,0,1390677607100739586,1390677607100739586,False,False,si,,,,,,,,,
1391621984501501953,Mon May 10 05:11:50 +0000 2021,1391621984501501953,1391621984501501953,කෙවින් ලිනාටත් ආදරෙයි,False,"[0, 21]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1362639934897721344,1362639934897721344,,,,,False,0,0,3,0,1391621984501501953,1391621984501501953,False,False,si,,"{'id': 1391621984501501953, 'id_str': '1391621984501501953'}",,,,,,,
1390292159740272649,Thu May 06 13:07:35 +0000 2021,1390292159740272649,1390292159740272649,"ආදරේ කරනවා කියලා ටයිම් පාස් කරන මිනිස්සු ඕන තරම් මටත් හම්බෙලා තියෙනවා ✌ හැබැයි ඒ මිනිස්සු අද ඊට වඩා කටු කනවා.කර්මය විශ්වාස කරපන් ඒත් කවදාවත් කෙල්ලෙක් නිසාවත්,කොල්ලෙක් නිසාවත් තමන්⁣ට ලැබුන වටිනා ජීවිතය නැති කරගන්න එපා.අම්මා,තාත්තා ගැන හිතපන් ඒ මිනිස්සු අපිට පණ වගේ ආදරෙයි 3/4",False,"[0, 274]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.3902921569888911e+18,1390292156988891143,2503150696.0,2503150696,SuuTikka,2503150696,2503150696,,,,,False,0,26,2,0,1390292153444683782,1390292153444683782,False,False,si,,"{'id': 1390292153444683782, 'id_str': '1390292153444683782'}",,,,,,,
1389823270996742150,Wed May 05 06:04:24 +0000 2021,1389823270996742150,1389823270996742150,@unknown_lankan @Hiruka86131323 @IamIsPra නම කියනව තොගේ,False,"[42, 55]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'unknown_lankan', 'name': '#පශ්චාත්තාප 🐸', 'id': 3591912206, 'id_str': '3591912206', 'indices': [0, 15]}, {'screen_name': 'Hiruka86131323', 'name': 'HIRUKA', 'id': 1119987978351333384, 'id_str': '1119987978351333384', 'indices': [16, 31]}, {'screen_name': 'IamIsPra', 'name': 'Isuru Prabath', 'id': 3319500684, 'id_str': '3319500684', 'indices': [32, 41]}], 'urls': []}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.3898190246246031e+18,1389819024624603137,3591912206.0,3591912206,unknown_lankan,247162345,247162345,,,,,False,0,2,1,0,1226396835595423744,1226396835595423744,False,False,si,,,,,,,,,
1391342808779280389,Sun May 09 10:42:30 +0000 2021,1391342808779280389,1391342808779280389,"@shanki_thewitch අන්ෆලෝ කරා, ලයික් කරෙත් නෑ, කමෙන්ට් එකක් දැම්මා කියන්න ඕනෙ නිසා,ආයෙ කමෙන්ට් දාන්නෙත් නෑ ටටා 🙂♥️ ඒ උනාට මම තමුසෙට ආදරෙයි මෝඩියේ 😒😂♥️",False,"[17, 148]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'shanki_thewitch', 'name': 'Witch ⚡', 'id': 973212683007819776, 'id_str': '973212683007819776', 'indices': [0, 16]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.391044924804526e+18,1391044924804526081,9.732126830078198e+17,973212683007819776,shanki_thewitch,1267759710268162049,1267759710268162049,,,,,False,0,1,0,0,1391044924804526081,1391044924804526081,False,False,si,,,,,,,,,
1390689832880414725,Fri May 07 15:27:48 +0000 2021,1390689832880414725,1390689832880414725,"උඹට ෂුවර් ද 👞
ඇයි බං උඹත් එහෙම ම අහන්නෙ, උඹලට ඔයතරම් අවිශ්වාස ද මාව? 🌸
අනිත් උන් හිතන විදිහට නෙමෙයි මං උඹෙන් ඇහුවෙ..උඹ ආදරෙයි කියල නතර වුණු තැන් වල උඹ හොඳටෝම විඳවපු හින්දා, අදටත් වෙනසක් නැති හින්දා 👞
නැහැ බං දැන් එහෙම නැහැ..මට ෂුවර්..මට වඩා ම⁣ට ෂුවර් 🌸",False,"[0, 252]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,129547277,129547277,,,,,False,0,0,0,0,1390689832880414725,1390689832880414725,False,False,si,,,,,,,,,
1390645477624795142,Fri May 07 12:31:33 +0000 2021,1390645477624795142,1390645477624795142,😬😬😬 https://t.co/yQbIc67F4G,False,"[0, 3]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1390645463741726723, 'id_str': '1390645463741726723', 'indices': [4, 27], 'media_url': 'http://pbs.twimg.com/media/E0yQrmrVgAMOwpl.jpg', 'media_url_https': 'https://pbs.twimg.com/media/E0yQrmrVgAMOwpl.jpg', 'url': 'https://t.co/yQbIc67F4G', 'display_url': 'pic.twitter.com/yQbIc67F4G', 'expanded_url': 'https://twitter.com/PLalindra/status/1390645477624795142/photo/1', 'type': 'photo', 'original_info': {'width': 1440, 'height': 1075, 'focus_rects': [{'x': 0, 'y': 0, 'h': 806, 'w': 1440}, {'x': 218, 'y': 0, 'h': 1075, 'w': 1075}, {'x': 284, 'y': 0, 'h': 1075, 'w': 943}, {'x': 486, 'y': 0, 'h': 1075, 'w': 538}, {'x': 0, 'y': 0, 'h': 1075, 'w': 1440}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 508, 'resize': 'fit'}, 'large': {'w': 1440, 'h': 1075, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 896, 'resize': 'fit'}}, 'features': {'small': {'faces': [{'x': 569, 'y': 88, 'h': 29, 'w': 29}, {'x': 454, 'y': 110, 'h': 110, 'w': 110}]}, 'large': {'faces': [{'x': 1205, 'y': 187, 'h': 63, 'w': 63}, {'x': 963, 'y': 233, 'h': 233, 'w': 233}]}, 'medium': {'faces': [{'x': 1004, 'y': 155, 'h': 52, 'w': 52}, {'x': 802, 'y': 194, 'h': 194, 'w': 194}]}, 'orig': {'faces': [{'x': 1205, 'y': 187, 'h': 63, 'w': 63}, {'x': 963, 'y': 233, 'h': 233, 'w': 233}]}}}]}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,1123989390617972737,1123989390617972737,,,,,False,3,37,1,3,1390645477624795142,1390645477624795142,False,False,und,,,"{'media': [{'id': 1390645463741726723, 'id_str': '1390645463741726723', 'indices': [4, 27], 'media_url': 'http://pbs.twimg.com/media/E0yQrmrVgAMOwpl.jpg', 'media_url_https': 'https://pbs.twimg.com/media/E0yQrmrVgAMOwpl.jpg', 'url': 'https://t.co/yQbIc67F4G', 'display_url': 'pic.twitter.com/yQbIc67F4G', 'expanded_url': 'https://twitter.com/PLalindra/status/1390645477624795142/photo/1', 'type': 'photo', 'original_info': {'width': 1440, 'height': 1075, 'focus_rects': [{'x': 0, 'y': 0, 'h': 806, 'w': 1440}, {'x': 218, 'y': 0, 'h': 1075, 'w': 1075}, {'x': 284, 'y': 0, 'h': 1075, 'w': 943}, {'x': 486, 'y': 0, 'h': 1075, 'w': 538}, {'x': 0, 'y': 0, 'h': 1075, 'w': 1440}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 508, 'resize': 'fit'}, 'large': {'w': 1440, 'h': 1075, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 896, 'resize': 'fit'}}, 'features': {'small': {'faces': [{'x': 569, 'y': 88, 'h': 29, 'w': 29}, {'x': 454, 'y': 110, 'h': 110, 'w': 110}]}, 'large': {'faces': [{'x': 1205, 'y': 187, 'h': 63, 'w': 63}, {'x': 963, 'y': 233, 'h': 233, 'w': 233}]}, 'medium': {'faces': [{'x': 1004, 'y': 155, 'h': 52, 'w': 52}, {'x': 802, 'y': 194, 'h': 194, 'w': 194}]}, 'orig': {'faces': [{'x': 1205, 'y': 187, 'h': 63, 'w': 63}, {'x': 963, 'y': 233, 'h': 233, 'w': 233}]}}, 'media_key': '3_1390645463741726723', 'ext_alt_text': None, 'ext_media_availability': {'status': 'available'}, 'ext_media_color': {'palette': [{'rgb': {'red': 59, 'green': 63, 'blue': 49}, 'percentage': 82.26}, {'rgb': {'red': 167, 'green': 166, 'blue': 140}, 'percentage': 11.0}, {'rgb': {'red': 113, 'green': 113, 'blue': 111}, 'percentage': 5.43}]}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}]}",False,True,,,,
1390721230353833984,Fri May 07 17:32:34 +0000 2021,1390721230353833984,1390721230353833984,@mystery_tweep සැනසිල්ලෙ මැරුනෑකි..ආදරෙයි මූද තරම්,False,"[15, 50]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'mystery_tweep', 'name': 'මකරෙක් 🔥 ♡', 'id': 2240150923, 'id_str': '2240150923', 'indices': [0, 14]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.390720816120144e+18,1390720816120143872,2240150923.0,2240150923,mystery_tweep,1014093357318934529,1014093357318934529,,,,,False,0,2,1,0,1390719515843981312,1390719515843981312,False,False,si,,,,,,,,,
1391008814632030211,Sat May 08 12:35:19 +0000 2021,1391008814632030211,1391008814632030211,"space වගේද මේ වගේ සිංදුවක් අහලා  සතුටින් ජොලියෙන් ඉන්නකොට.. ඔක්කොටම වඩා වටින්නේ රික්වෙස්ට් කරන සිංදුව දෙන එක ආදරෙයි සැන්ඩි @nipuna__d

https://t.co/ZopgBOQdTD",False,"[0, 158]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'nipuna__d', 'name': 'සැන්ඩි 🍀🦇🇱🇰', 'id': 247162345, 'id_str': '247162345', 'indices': [123, 133]}], 'urls': [{'url': 'https://t.co/ZopgBOQdTD', 'expanded_url': 'https://radioshowwithsandyy.netlify.app/', 'display_url': 'radioshowwithsandyy.netlify.app', 'indices': [135, 158]}]}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,606247718,606247718,,,,,False,1,7,1,0,1391008814632030211,1391008814632030211,False,False,si,,,,False,True,,,,"{'name': 'summary', 'url': 'https://t.co/ZopgBOQdTD', 'card_type_url': 'http://card-type-url-is-deprecated.invalid', 'binding_values': {'vanity_url': {'type': 'STRING', 'string_value': 'radioshowwithsandyy.netlify.app', 'scribe_key': 'vanity_url'}, 'domain': {'type': 'STRING', 'string_value': 'radioshowwithsandyy.netlify.app'}, 'title': {'type': 'STRING', 'string_value': '🎶#රේඩියෝශෝවිත්සැන්ඩි🎶'}, 'description': {'type': 'STRING', 'string_value': 'Streaming nonstop music on every Saturday evening'}, 'thumbnail_image_small': {'type': 'IMAGE', 'image_value': {'url': 'https://pbs.twimg.com/card_img/1389852369697972230/mmD_mCHm?format=jpg&name=100x100_2', 'width': 100, 'height': 100, 'alt': None}}, 'thumbnail_image': {'type': 'IMAGE', 'image_value': {'url': 'https://pbs.twimg.com/card_img/1389852369697972230/mmD_mCHm?format=jpg&name=144x144_2', 'width': 144, 'height': 144, 'alt': None}}, 'thumbnail_image_large': {'type': 'IMAGE', 'image_value': {'url': 'https://pbs.twimg.com/card_img/1389852369697972230/mmD_mCHm?format=jpg&name=420x420_2', 'width': 420, 'height': 420, 'alt': None}}, 'thumbnail_image_x_large': {'type': 'IMAGE', 'image_value': {'url': 'https://pbs.twimg.com/card_img/1389852369697972230/mmD_mCHm?format=png&name=2048x2048_2_exp', 'width': 719, 'height': 720, 'alt': None}}, 'thumbnail_image_original': {'type': 'IMAGE', 'image_value': {'url': 'https://pbs.twimg.com/card_img/1389852369697972230/mmD_mCHm?format=jpg&name=orig', 'width': 719, 'height': 720, 'alt': None}}, 'card_url': {'type': 'STRING', 'string_value': 'https://t.co/ZopgBOQdTD', 'scribe_key': 'card_url'}}, 'card_platform': {'platform': {'device': {'name': 'Swift', 'version': '12'}, 'audience': {'name': 'production', 'bucket': None}}}}"
1390319775968989189,Thu May 06 14:57:20 +0000 2021,1390319775968989189,1390319775968989189,@chiranaimanjith බොරු කියන්නෙපා https://t.co/HKbVQv84fZ,False,"[17, 31]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'chiranaimanjith', 'name': 'Chira 🇱🇰', 'id': 1247729505151545344, 'id_str': '1247729505151545344', 'indices': [0, 16]}], 'urls': [], 'media': [{'id': 1390319765210624001, 'id_str': '1390319765210624001', 'indices': [32, 55], 'media_url': 'http://pbs.twimg.com/media/E0toddGVcAEpsq2.jpg', 'media_url_https': 'https://pbs.twimg.com/media/E0toddGVcAEpsq2.jpg', 'url': 'https://t.co/HKbVQv84fZ', 'display_url': 'pic.twitter.com/HKbVQv84fZ', 'expanded_url': 'https://twitter.com/tweepiu/status/1390319775968989189/photo/1', 'type': 'photo', 'original_info': {'width': 945, 'height': 2048, 'focus_rects': [{'x': 0, 'y': 0, 'h': 529, 'w': 945}, {'x': 0, 'y': 0, 'h': 945, 'w': 945}, {'x': 0, 'y': 0, 'h': 1077, 'w': 945}, {'x': 0, 'y': 0, 'h': 1890, 'w': 945}, {'x': 0, 'y': 0, 'h': 2048, 'w': 945}]}, 'sizes': {'large': {'w': 945, 'h': 2048, 'resize': 'fit'}, 'medium': {'w': 554, 'h': 1200, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 314, 'h': 680, 'resize': 'fit'}}, 'features': {'large': {'faces': [{'x': 594, 'y': 414, 'h': 102, 'w': 102}, {'x': 24, 'y': 1264, 'h': 142, 'w': 142}, {'x': 18, 'y': 292, 'h': 220, 'w': 220}]}, 'medium': {'faces': [{'x': 348, 'y': 242, 'h': 59, 'w': 59}, {'x': 14, 'y': 741, 'h': 83, 'w': 83}, {'x': 10, 'y': 171, 'h': 128, 'w': 128}]}, 'small': {'faces': [{'x': 197, 'y': 137, 'h': 33, 'w': 33}, {'x': 7, 'y': 419, 'h': 47, 'w': 47}, {'x': 5, 'y': 97, 'h': 73, 'w': 73}]}, 'orig': {'faces': [{'x': 594, 'y': 414, 'h': 102, 'w': 102}, {'x': 24, 'y': 1264, 'h': 142, 'w': 142}, {'x': 18, 'y': 292, 'h': 220, 'w': 220}]}}}]}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.390317757703598e+18,1390317757703598082,1.2477295051515453e+18,1247729505151545344,chiranaimanjith,1342539998726299648,1342539998726299648,,,,,False,0,0,1,0,1390307691214475265,1390307691214475265,False,False,si,,,"{'media': [{'id': 1390319765210624001, 'id_str': '1390319765210624001', 'indices': [32, 55], 'media_url': 'http://pbs.twimg.com/media/E0toddGVcAEpsq2.jpg', 'media_url_https': 'https://pbs.twimg.com/media/E0toddGVcAEpsq2.jpg', 'url': 'https://t.co/HKbVQv84fZ', 'display_url': 'pic.twitter.com/HKbVQv84fZ', 'expanded_url': 'https://twitter.com/tweepiu/status/1390319775968989189/photo/1', 'type': 'photo', 'original_info': {'width': 945, 'height': 2048, 'focus_rects': [{'x': 0, 'y': 0, 'h': 529, 'w': 945}, {'x': 0, 'y': 0, 'h': 945, 'w': 945}, {'x': 0, 'y': 0, 'h': 1077, 'w': 945}, {'x': 0, 'y': 0, 'h': 1890, 'w': 945}, {'x': 0, 'y': 0, 'h': 2048, 'w': 945}]}, 'sizes': {'large': {'w': 945, 'h': 2048, 'resize': 'fit'}, 'medium': {'w': 554, 'h': 1200, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 314, 'h': 680, 'resize': 'fit'}}, 'features': {'large': {'faces': [{'x': 594, 'y': 414, 'h': 102, 'w': 102}, {'x': 24, 'y': 1264, 'h': 142, 'w': 142}, {'x': 18, 'y': 292, 'h': 220, 'w': 220}]}, 'medium': {'faces': [{'x': 348, 'y': 242, 'h': 59, 'w': 59}, {'x': 14, 'y': 741, 'h': 83, 'w': 83}, {'x': 10, 'y': 171, 'h': 128, 'w': 128}]}, 'small': {'faces': [{'x': 197, 'y': 137, 'h': 33, 'w': 33}, {'x': 7, 'y': 419, 'h': 47, 'w': 47}, {'x': 5, 'y': 97, 'h': 73, 'w': 73}]}, 'orig': {'faces': [{'x': 594, 'y': 414, 'h': 102, 'w': 102}, {'x': 24, 'y': 1264, 'h': 142, 'w': 142}, {'x': 18, 'y': 292, 'h': 220, 'w': 220}]}}, 'media_key': '3_1390319765210624001', 'ext_alt_text': None, 'ext_media_availability': {'status': 'available'}, 'ext_media_color': {'palette': [{'rgb': {'red': 0, 'green': 0, 'blue': 0}, 'percentage': 92.2}, {'rgb': {'red': 90, 'green': 120, 'blue': 135}, 'percentage': 1.44}, {'rgb': {'red': 29, 'green': 161, 'blue': 242}, 'percentage': 1.42}, {'rgb': {'red': 212, 'green': 212, 'blue': 212}, 'percentage': 1.38}, {'rgb': {'red': 43, 'green': 29, 'blue': 71}, 'percentage': 1.27}]}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}]}",False,True,,,,
1391251353603756032,Sun May 09 04:39:05 +0000 2021,1391251353603756032,1391251353603756032,"මං උඹට ආදරෙයි, ඒත් උඹ මගෙ නෙමෙයි, අයිතියක් මට ඕනෙත් නැහැ, ලියගෙන අයිති කරගෙන, හිර කරගෙන, ගැට ගහගෙන උඹව තියාගෙන මට මොකටද? බැරි එක වෙනම කතාවක්, හැබැයි මට ඕන මගෙ හැමදේම උඹ වෙන්න, උඹේ මූණ බලල දවස පටන්ගන්න මට දවස ඉවර කරන්නත් උඹේ වචනෙක හරි ඕනකම මහා ලොකුවට දැනෙනවා..",False,"[0, 259]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.3912513518757233e+18,1391251351875723265,129547277.0,129547277,YohanClifford,129547277,129547277,,,,,False,0,0,1,0,1391251338558730240,1391251338558730240,False,False,si,,"{'id': 1391251338558730240, 'id_str': '1391251338558730240'}",,,,,,,
1389607559317786626,Tue May 04 15:47:14 +0000 2021,1389607559317786626,1389607559317786626,අඩෝ අර පුංචි රිසල්ට් එකට රිප්ලයි එකක් දාලා සුබ පතපු ඔක්කොටම පට්ට ආදරෙයි ඈ. ආදරෙයි කියන්නනෙ ආය අම්මේ ආදරේඒඒ... රස්මිකාට තරම්ම ආදරෙයි ඉතිං ඈ 😭❤,False,"[0, 141]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,807567218959523840,807567218959523840,,,,,False,0,9,0,0,1389607559317786626,1389607559317786626,False,False,si,,,,,,,,,
1389442677171658752,Tue May 04 04:52:03 +0000 2021,1389442677171658752,1389442677171658752,දෙවියන් ඔබට ආදරෙයි,False,"[0, 18]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,1305214138310746115,1305214138310746115,,,,,False,2,2,0,0,1389442677171658752,1389442677171658752,False,False,si,,,,,,,,,
1390582542252724229,Fri May 07 08:21:28 +0000 2021,1390582542252724229,1390582542252724229,@AkilaSilva8 මෑන්ස්ට හෙන ප්‍රසිද්ධියක් තිබ්බානේ යාපනයේ මිනිස්සු පවා ආදෙර් කරපු මනුස්සයෙක්,False,"[13, 89]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'AkilaSilva8', 'name': 'Akila Silva', 'id': 1051469293278322688, 'id_str': '1051469293278322688', 'indices': [0, 12]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.390578164384944e+18,1390578164384944130,1.0514692932783227e+18,1051469293278322688,AkilaSilva8,2503150696,2503150696,,,,,False,0,1,1,0,1390558107013574663,1390558107013574663,False,False,si,,,,,,,,,
1391408773059674116,Sun May 09 15:04:37 +0000 2021,1391408773059674116,1391408773059674116,"මං හිතුවේ astra අක්කා ෆේක් කියලා, අද #Spaces වල එයාගේ voice එක ඇහුවා. එයා අක්කා කෙනෙක්, she's රියල් 😎🔥🤘🏾 FYI @iam_AStr",False,"[0, 118]","{'hashtags': [{'text': 'Spaces', 'indices': [37, 44]}], 'symbols': [], 'user_mentions': [{'screen_name': 'iam_AStr', 'name': 'ⒶⓈⓣⓡⓐ ツ', 'id': 1299197195032252417, 'id_str': '1299197195032252417', 'indices': [109, 118]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1257356014380126208,1257356014380126208,,,,,False,3,50,18,0,1391408773059674116,1391408773059674116,False,False,si,,,,,,,,,
1391734399507435521,Mon May 10 12:38:32 +0000 2021,1391734399507435521,1391734399507435521,"@Lhr_Supun @tikirimaarie 
Telegram බොටෙක් දාන්න හොඳම Heroku තමයි. 🙂✌🏼
දෙන්නටම ගොඩක් තෑම්ස්. මැරිලත් පැයක් ආදරෙයි.",False,"[0, 113]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Lhr_Supun', 'name': 'Ultimate_Lurker', 'id': 949684071239692288, 'id_str': '949684071239692288', 'indices': [0, 10]}, {'screen_name': 'tikirimaarie', 'name': 'ඩම්බල්ඩෝර් 🎅✨🔮', 'id': 1319729186, 'id_str': '1319729186', 'indices': [11, 24]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,9.496840712396923e+17,949684071239692288,Lhr_Supun,178606641,178606641,,,,,False,1,5,1,0,1391734399507435521,1391734399507435521,False,False,si,,,,,,,,,
1390565272868704257,Fri May 07 07:12:51 +0000 2021,1390565272868704257,1390565272868704257,"@aparekkavoice මම නං ආදරෙයි සිංහල කතා කරන කාට වුණත්. විශේෂයෙන් චීන, කොරියන් ජපන් ජාතිකයන්.. අපිට පුලුවන් වැඩක් ගන්න සිංහල භාෂාවෙන් 💪🇱🇰",False,"[15, 134]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'aparekkavoice', 'name': 'Aparekka', 'id': 450601726, 'id_str': '450601726', 'indices': [0, 14]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.3905647362703606e+18,1390564736270360576,450601726.0,450601726,aparekkavoice,1332328656308297739,1332328656308297739,,,,,False,1,2,0,0,1390564736270360576,1390564736270360576,False,False,si,,,,,,,,,
