,created_at,id,id_str,full_text,truncated,display_text_range,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user_id,user_id_str,geo,coordinates,place,contributors,is_quote_status,quoted_status_id,quoted_status_id_str,quoted_status_permalink,retweet_count,favorite_count,reply_count,quote_count,conversation_id,conversation_id_str,favorited,retweeted,lang,supplemental_language,self_thread,extended_entities,possibly_sensitive,possibly_sensitive_editable,card
1393869267012001794,Sun May 16 10:01:44 +0000 2021,1393869267012001794,1393869267012001794,@Sinhala_Rata @yunesh_k පොටෝ එකෙ අවුලක් මටනම් නෑ..පුද්ගලිකව ප්‍රස්නෙකුත් නෑ.. අවුල තියෙන්නෙ තාත්තා රටක ජනදිපති වෙච්ච එක. ඒ රටේ මිනිස්සු කන්න නැතුව දුක්විඳින කාලෙක මෙයාලගෙ සැපවත් ජීවිකාවල් ගැන දාන එක සදාචාරත්මක නෑ.. අපේ රටේ එහෙම අවුලක් නෑ.. ඉන්නෙ වහල්ලු හින්ද..😅,False,"[24, 261]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Sinhala_Rata', 'name': 'Sinhala Rata', 'id': 1390954275698659329, 'id_str': '1390954275698659329', 'indices': [0, 13]}, {'screen_name': 'yunesh_k', 'name': 'විකාර 🅿🆁🅾🅳🆄🅲🆃🅸🅾🅽', 'id': 333357644, 'id_str': '333357644', 'indices': [14, 23]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.393866944348975e+18,1393866944348975105,1.3909542756986593e+18,1390954275698659329,Sinhala_Rata,1165447935745609728,1165447935745609728,,,,,False,,,,0,1,1,0,1393529803148390404,1393529803148390404,False,False,si,,,,,,
1395460873628487681,Thu May 20 19:26:13 +0000 2021,1395460873628487681,1395460873628487681,"@dulakshi_g ඔය ඉස්කෝලෙ කාලේ චූටි කොල්ලො ඉන්නවා තනියෙන් වලියකට පැටලෙන්න බය. චූ යන්න කාලා ""හිටහන් මම අර අයියව බස්සනවා"", ""ගල්කිස්ස ඉස්සා මගේ යාලුවෙක්"", ""අපේ තාත්තා ජනාධිපති"",  ""මම පොලිසි යනවා""  වගේ ගොන් ටෝක් ඉශු කරන එක තමයි උන් කරන්නේ. 
.
.
.
මට මේ දැන් ඒක ආයේ මතක් උනා https://t.co/cfw0HQLQG7",False,"[12, 266]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'dulakshi_g', 'name': 'Lemon Puff (ලෙමන් පෆ්)🍋', 'id': 879621963618144256, 'id_str': '879621963618144256', 'indices': [0, 11]}], 'urls': [], 'media': [{'id': 1395460871258660864, 'id_str': '1395460871258660864', 'indices': [267, 290], 'media_url': 'http://pbs.twimg.com/media/E12sRNlUYAAy_Qk.jpg', 'media_url_https': 'https://pbs.twimg.com/media/E12sRNlUYAAy_Qk.jpg', 'url': 'https://t.co/cfw0HQLQG7', 'display_url': 'pic.twitter.com/cfw0HQLQG7', 'expanded_url': 'https://twitter.com/ravinhwg/status/1395460873628487681/photo/1', 'type': 'photo', 'original_info': {'width': 1342, 'height': 728, 'focus_rects': [{'x': 42, 'y': 0, 'h': 728, 'w': 1300}, {'x': 405, 'y': 0, 'h': 728, 'w': 728}, {'x': 450, 'y': 0, 'h': 728, 'w': 639}, {'x': 587, 'y': 0, 'h': 728, 'w': 364}, {'x': 0, 'y': 0, 'h': 728, 'w': 1342}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 651, 'resize': 'fit'}, 'large': {'w': 1342, 'h': 728, 'resize': 'fit'}, 'small': {'w': 680, 'h': 369, 'resize': 'fit'}}, 'features': {'medium': {'faces': [{'x': 510, 'y': 169, 'h': 281, 'w': 281}]}, 'large': {'faces': [{'x': 571, 'y': 190, 'h': 315, 'w': 315}]}, 'orig': {'faces': [{'x': 571, 'y': 190, 'h': 315, 'w': 315}]}, 'small': {'faces': [{'x': 289, 'y': 96, 'h': 159, 'w': 159}]}}}]}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.3954590896273777e+18,1395459089627377664,8.796219636181443e+17,879621963618144256,dulakshi_g,2985429300,2985429300,,,,,False,,,,0,0,0,0,1395456501825687552,1395456501825687552,False,False,si,,,"{'media': [{'id': 1395460871258660864, 'id_str': '1395460871258660864', 'indices': [267, 290], 'media_url': 'http://pbs.twimg.com/media/E12sRNlUYAAy_Qk.jpg', 'media_url_https': 'https://pbs.twimg.com/media/E12sRNlUYAAy_Qk.jpg', 'url': 'https://t.co/cfw0HQLQG7', 'display_url': 'pic.twitter.com/cfw0HQLQG7', 'expanded_url': 'https://twitter.com/ravinhwg/status/1395460873628487681/photo/1', 'type': 'photo', 'original_info': {'width': 1342, 'height': 728, 'focus_rects': [{'x': 42, 'y': 0, 'h': 728, 'w': 1300}, {'x': 405, 'y': 0, 'h': 728, 'w': 728}, {'x': 450, 'y': 0, 'h': 728, 'w': 639}, {'x': 587, 'y': 0, 'h': 728, 'w': 364}, {'x': 0, 'y': 0, 'h': 728, 'w': 1342}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 651, 'resize': 'fit'}, 'large': {'w': 1342, 'h': 728, 'resize': 'fit'}, 'small': {'w': 680, 'h': 369, 'resize': 'fit'}}, 'features': {'medium': {'faces': [{'x': 510, 'y': 169, 'h': 281, 'w': 281}]}, 'large': {'faces': [{'x': 571, 'y': 190, 'h': 315, 'w': 315}]}, 'orig': {'faces': [{'x': 571, 'y': 190, 'h': 315, 'w': 315}]}, 'small': {'faces': [{'x': 289, 'y': 96, 'h': 159, 'w': 159}]}}, 'media_key': '3_1395460871258660864', 'ext_alt_text': None, 'ext_media_color': {'palette': [{'rgb': {'red': 31, 'green': 32, 'blue': 36}, 'percentage': 74.51}, {'rgb': {'red': 181, 'green': 168, 'blue': 162}, 'percentage': 11.98}, {'rgb': {'red': 5, 'green': 8, 'blue': 37}, 'percentage': 5.85}, {'rgb': {'red': 46, 'green': 75, 'blue': 81}, 'percentage': 0.72}, {'rgb': {'red': 48, 'green': 37, 'blue': 25}, 'percentage': 0.69}]}, 'ext_media_availability': {'status': 'available'}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}]}",False,True,
1395728573684723716,Fri May 21 13:09:58 +0000 2021,1395728573684723716,1395728573684723716,@Dagaya_ @imNaviya @SuuTikka ඉතින් මේ කරන්නෙත් එක මල්ලී...මොකො මගේ තාත්තා මට නැති උනේ ඒ කාලේ.. ගින්දරට පිච්චිලා ඉන්න එකා විතරයි ඒක දන්නේ...එකේ දුම දකින් උන් නෙවෙයි 🙂✋,False,"[29, 166]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Dagaya_', 'name': 'Ⓛⓐⓘⓨⓨⓐ 🇱🇰', 'id': 924544050996195329, 'id_str': '924544050996195329', 'indices': [0, 8]}, {'screen_name': 'imNaviya', 'name': '• NaVe∃n MaYanThA🇱🇰 🇬🇧', 'id': 3089536357, 'id_str': '3089536357', 'indices': [9, 18]}, {'screen_name': 'SuuTikka', 'name': 'Suraj Dhillon⚡', 'id': 2503150696, 'id_str': '2503150696', 'indices': [19, 28]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.3957281015821148e+18,1395728101582114817,9.245440509961953e+17,924544050996195329,Dagaya_,4227365309,4227365309,,,,,False,,,,0,1,1,0,1395709725421948930,1395709725421948930,False,False,si,,,,,,
1395703185558310914,Fri May 21 11:29:05 +0000 2021,1395703185558310914,1395703185558310914,PCR පරීක්ෂණ සිදුකරන රජයේ හෝ පෞද්ගලික ආයතන පරීක්ෂණ ප්‍රතිඵලවලින් ආසාදිතයෙකු හඳුනා ගතහොත් එම ආසාධිතයන්ට ප්‍රතිකාර කිරීමේ වගකීම  අදාළ ආයතනයටම සෘජුව පැවරීමට පියවර ගන්නා ලෙස ද ජනාධිපතිතුමා සෞඛ්‍ය බලධාරීන්ට උපදෙස් දුන්නා #lka #SriLanka #COVID19LK,False,"[0, 240]","{'hashtags': [{'text': 'lka', 'indices': [215, 219]}, {'text': 'SriLanka', 'indices': [220, 229]}, {'text': 'COVID19LK', 'indices': [230, 240]}], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,956735417054720000,956735417054720000,,,,,False,,,,11,61,2,31,1395703185558310914,1395703185558310914,False,False,si,,,,,,
991324133635051520,Tue May 01 14:31:06 +0000 2018,991324133635051520,991324133635051520,හඳහන් විශ්වාස කරනව ද?,False,"[0, 21]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,407621077,407621077,,,,,False,,,,0,2,1,4,991324133635051520,991324133635051520,False,False,si,,,,False,True,"{'name': 'poll2choice_text_only', 'url': 'card://991324131646943233', 'card_type_url': 'http://card-type-url-is-deprecated.invalid', 'binding_values': {'choice1_label': {'type': 'STRING', 'string_value': 'ඔව්'}, 'choice2_label': {'type': 'STRING', 'string_value': 'නෑ'}, 'end_datetime_utc': {'type': 'STRING', 'string_value': '2018-05-02T14:31:05Z'}, 'counts_are_final': {'type': 'BOOLEAN', 'boolean_value': True}, 'choice2_count': {'type': 'STRING', 'string_value': '6'}, 'choice1_count': {'type': 'STRING', 'string_value': '8'}, 'last_updated_datetime_utc': {'type': 'STRING', 'string_value': '2018-05-02T14:31:10Z'}, 'duration_minutes': {'type': 'STRING', 'string_value': '1440'}, 'api': {'type': 'STRING', 'string_value': 'capi://passthrough/1'}, 'card_url': {'type': 'STRING', 'string_value': 'https://twitter.com', 'scribe_key': 'card_url'}}, 'card_platform': {'platform': {'device': {'name': 'Swift', 'version': '12'}, 'audience': {'name': 'production', 'bucket': None}}}}"
1393988139148931075,Sun May 16 17:54:06 +0000 2021,1393988139148931075,1393988139148931075,@Mrirrelevant___ No😂අම්මා and තාත්තා is like ok fight all you want we don't care.We will just take the injured one to hospital😅,False,"[17, 127]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Mrirrelevant___', 'name': 'The Avenger', 'id': 718837147726254081, 'id_str': '718837147726254081', 'indices': [0, 16]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.3939861584644424e+18,1393986158464442369,7.188371477262541e+17,718837147726254081,Mrirrelevant___,1357027148175978496,1357027148175978496,,,,,False,,,,0,1,1,0,1393981740864081927,1393981740864081927,False,False,en,,,,,,
1395670554833670144,Fri May 21 09:19:25 +0000 2021,1395670554833670144,1395670554833670144,@RajapaksaNamal @MinushaSonali @MangalaLK අපොයි ඔයාලගේ තාත්තා වල පයයි ගොඩ පයයි තියාගෙන රටේ ජනතාව මුලාකරගෙන කරන රගපෑම් දැකලා නැද්ද,False,"[42, 129]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'RajapaksaNamal', 'name': 'Namal Rajapaksa', 'id': 1356593833, 'id_str': '1356593833', 'indices': [0, 15]}, {'screen_name': 'MinushaSonali', 'name': 'Sonali Minusha', 'id': 767239802353627136, 'id_str': '767239802353627136', 'indices': [16, 30]}, {'screen_name': 'MangalaLK', 'name': 'Mangala Samaraweera', 'id': 3032260688, 'id_str': '3032260688', 'indices': [31, 41]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.3950332173133455e+18,1395033217313345536,1356593833.0,1356593833,RajapaksaNamal,1232698012465389569,1232698012465389569,,,,,False,,,,0,0,0,0,1395033217313345536,1395033217313345536,False,False,si,,,,,,
1394185429948067840,Mon May 17 06:58:03 +0000 2021,1394185429948067840,1394185429948067840,@SBhanukaC තාත්තා ඉක්මනින් සුව වෙනවා 👍🙏,False,"[11, 39]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'SBhanukaC', 'name': 'භානු.', 'id': 1207897922437672960, 'id_str': '1207897922437672960', 'indices': [0, 10]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.39392020113818e+18,1393920201138180101,1.207897922437673e+18,1207897922437672960,SBhanukaC,976646945971171328,976646945971171328,,,,,False,,,,0,1,0,0,1393920201138180101,1393920201138180101,False,False,si,,,,,,
1395253134864179206,Thu May 20 05:40:44 +0000 2021,1395253134864179206,1395253134864179206,"@PLalindra ඉතිහාසය සුන්දරයි මල්ලියෝ. එච්චරයි ආඩම්බර වෙන්න, සතුටු හිතෙන දේකට ඉතුරු.මහින්ද මහත්තයගෙ තාත්තා චන්ද කාලෙට මැද මුලන උගස් කළාළු.මැතිනිත් පාරම්පරික රත්තරන් බඩුවලින් කොටසක් උගස් කරල චන්ද කළා.තමන්ගෙ පුද්ගලික අක්කර තුන් හාරසීයක් එක්කම වතු ජනසතු කරන පනත ගෙනාවෙත් සිරිමාවෝ මැතිනි. 😍",False,"[11, 284]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'PLalindra', 'name': 'හිටියා ඇති හෙට්ටි✋😊', 'id': 1123989390617972737, 'id_str': '1123989390617972737', 'indices': [0, 10]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.3943187901590815e+18,1394318790159081472,1.1239893906179727e+18,1123989390617972737,PLalindra,1304034208185188357,1304034208185188357,,,,,False,,,,0,1,0,0,1394318790159081472,1394318790159081472,False,False,si,,,,,,
1395300706328842242,Thu May 20 08:49:46 +0000 2021,1395300706328842242,1395300706328842242,"@RamithaJ @LadyBossHippo මෙහෙම හිතමු....ඔයා හොඳ රස්සාවක් කරනවා කියලා හිතමු..

ගොඩක් අය ඔයාව පිළිගන්නවා ගරු කරනවා..
මං ඔයාගේ දුව කියලා විහිළුවට හිතමුකෝ...
ඉතිං මං කැමති නැද්ද අහවල් එක්කෙනා තමයි මගේ තාත්තා කියලා අාඩම්බරෙන් කියන්න..එ් වගේ තමයි නෝනත් කැමති මහත්තයගේ නම ගෙනියන්න...එ්ක හරි වෙනස් අාඩම්බර හැඟීමක්",False,"[25, 305]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'RamithaJ', 'name': 'No Name', 'id': 173016304, 'id_str': '173016304', 'indices': [0, 9]}, {'screen_name': 'LadyBossHippo', 'name': 'Lady Boss 🖤', 'id': 965080511205949440, 'id_str': '965080511205949440', 'indices': [10, 24]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.395299577780007e+18,1395299577780006915,173016304.0,173016304,RamithaJ,1359138375156998145,1359138375156998145,,,,,False,,,,0,1,0,0,1395079236482867203,1395079236482867203,False,False,si,,,,,,
1395353276149747712,Thu May 20 12:18:40 +0000 2021,1395353276149747712,1395353276149747712,"@Neetwit @PodujanaParty අද breaking news වලට කිව්වා. අදාල පුද්ගලයාට  call කලහම , තාත්තා ගෙන් අහන්න කියලා , 
Channel එකට කියලා.",False,"[24, 126]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Neetwit', 'name': 'neetwit', 'id': 40320649, 'id_str': '40320649', 'indices': [0, 8]}, {'screen_name': 'PodujanaParty', 'name': 'SLPP', 'id': 1041270939353141248, 'id_str': '1041270939353141248', 'indices': [9, 23]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.3953523591239066e+18,1395352359123906562,40320649.0,40320649,Neetwit,1236584962851299328,1236584962851299328,,,,,False,,,,0,1,0,0,1395340882497314822,1395340882497314822,False,False,si,,,,,,
1393406756122886148,Sat May 15 03:23:53 +0000 2021,1393406756122886148,1393406756122886148,"දෙරනේ යන සූටිං මාටිං බලන්නේ කවුද ?
අපේ තාත්තා බලනවා..මන් අහගෙන ඉන්න ව උඩට වෙලා 😬😬😬",False,"[0, 82]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,2265283944,2265283944,,,"{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.6505263, 5.9213829], [81.8787816, 5.9213829], [81.8787816, 9.8359375], [79.6505263, 9.8359375]]]}, 'attributes': {}}",,False,,,,0,4,0,0,1393406756122886148,1393406756122886148,False,False,si,,,,,,
1395711780194865153,Fri May 21 12:03:14 +0000 2021,1395711780194865153,1395711780194865153,@ItsmeSuppa @NethmaaR @shamalvimukthi1 දවසක් මගේ තාත්තා පන්තියකට පස්සේ මාව අරගෙන ආවා. පිටත බලා සිටියදී ඔහුට ඔහුගේ කාර්යාලයෙන් ඇමතුමක් ලැබුණි. ඔහු ඉතා හයියෙන් සිටි අතර සර්ට ඇමතුම අවසන් වන තුරු ටික වේලාවක් පාඩම ලබා දීම නතර කිරීමට සිදුවිය. මට ගොඩක් ලැජ්ජාවක් දැනුණා. පසුව සර් ඒ ගැන විහිළුවක් කළ අතර හැමෝම මට හිනා වුණා.,False,"[39, 315]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'ItsmeSuppa', 'name': 'RT Suppa 🤓', 'id': 3797363534, 'id_str': '3797363534', 'indices': [0, 11]}, {'screen_name': 'NethmaaR', 'name': 'Nethma Rodrigo', 'id': 984377830245986304, 'id_str': '984377830245986304', 'indices': [12, 21]}, {'screen_name': 'shamalvimukthi1', 'name': 'බන්ටූ ☘️📷', 'id': 1246636115064434688, 'id_str': '1246636115064434688', 'indices': [22, 38]}], 'urls': []}","<a href=""https://siripala.isuru.info"" rel=""nofollow"">Twitter for Siripala</a>",1.3957117525961155e+18,1395711752596115459,3797363534.0,3797363534,ItsmeSuppa,1391813938694610945,1391813938694610945,,,,,False,,,,1,3,1,0,1395705515938770949,1395705515938770949,False,False,si,,,,,,
1395252470218063876,Thu May 20 05:38:06 +0000 2021,1395252470218063876,1395252470218063876,"අනික් අයගේ ෆොටෝ හොරකම් කරලා තමන්ගේ වගේ දාල, තමන් ඒ තැන්වල හිටියා වගේ ඒ කෑම බීම  කතා කරලා මිනිස්සුන්ව රවට්ටලා අනේ එකෙන් කාටවත් හානියක් වුනේ නෑ කියන කතාව වැරදි. වෙන හානිය මොකක්ද දන්නවද. ඊටපස්සේ හැම කෙනාම දිහා සැකෙන් බලන්න පුරුදු වෙනවා.",False,"[0, 233]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,879621963618144256,879621963618144256,,,,,False,,,,1,25,2,0,1395252470218063876,1395252470218063876,False,False,si,,"{'id': 1395252470218063876, 'id_str': '1395252470218063876'}",,,,
1394491702031773698,Tue May 18 03:15:04 +0000 2021,1394491702031773698,1394491702031773698,"අම්මා සමඟ කෑම කඩයක වැඩට අත් උදව් දෙන,තාත්තා අහිමි දියණියක් මම දනිමි.ඒ දියණියත් ,අම්මාත් ජීවත් වන්නේ ඒ  කඩය පිටුපස පුංචි කාමරයකය.
දිනක් මා එම කඩයට ගොඩවීමි.ඇය මා අසළට ආවේ නැත.මම ඇය ළගට ගියෙමි.
පුතේ...",False,"[0, 198]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.3944917000603853e+18,1394491700060385280,1.2640589566721106e+18,1264058956672110592,dewmina_online,1264058956672110592,1264058956672110592,,,,,False,,,,0,2,1,0,1394490870376763394,1394490870376763394,False,False,si,,"{'id': 1394490870376763394, 'id_str': '1394490870376763394'}",,,,
1394641398402633729,Tue May 18 13:09:55 +0000 2021,1394641398402633729,1394641398402633729,"How much was your first ever salary and how did you spend it? 

QT this and shoot!",False,"[0, 82]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1284549466322644993,1284549466322644993,,,,,False,,,,3,105,32,124,1394641398402633729,1394641398402633729,False,False,en,,,,,,
1393920201138180101,Sun May 16 13:24:08 +0000 2021,1393920201138180101,1393920201138180101,තාත්තට Positive වෙලා ගෙනිච්චා ඊයේ.එයා වැඩ කරන තැන නැවතිලා ඉන්න room එකේ අනිත් කෙනාගෙන් හැදිලා.අපි ගැන හිතලා එයා ගෙදර ආවෙ නෑ පව්ලේ ආරක්ෂාව ගැන තාත්තා හිතපු නිසා අපි බේරුනා🙏,False,"[0, 171]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1207897922437672960,1207897922437672960,,,,,False,,,,4,270,57,2,1393920201138180101,1393920201138180101,False,False,si,,,,,,
