,created_at,id,id_str,full_text,truncated,display_text_range,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user_id,user_id_str,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,reply_count,quote_count,conversation_id,conversation_id_str,favorited,retweeted,lang,supplemental_language,possibly_sensitive,possibly_sensitive_editable,card,extended_entities,quoted_status_id,quoted_status_id_str,quoted_status_permalink,self_thread
459365622628225024,Thu Apr 24 16:17:53 +0000 2014,459365622628225024,459365622628225024,"පට්ට වේසි!

#RandomSinhalaSayings ලොල්",False,"[0, 38]","{'hashtags': [{'text': 'RandomSinhalaSayings', 'indices': [12, 33]}], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,20048108,20048108,,,,,False,0,1,0,0,459365622628225024,459365622628225024,False,False,si,,,,,,,,,
977011336012967937,Fri Mar 23 02:37:09 +0000 2018,977011336012967937,977011336012967937,@Indrajithonline වේසි😂,False,"[17, 22]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Indrajithonline', 'name': 'Indrajith Bandara', 'id': 806420239789527040, 'id_str': '806420239789527040', 'indices': [0, 16]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",9.770093682384445e+17,977009368238444544,8.06420239789527e+17,806420239789527040,Indrajithonline,3089536357,3089536357,,,,,False,0,1,0,0,977009368238444544,977009368238444544,False,False,si,,,,,,,,,
1231946084039241734,Mon Feb 24 14:16:49 +0000 2020,1231946084039241734,1231946084039241734,"එම ""කැරි"" ප්‍රාණවාචී කිරීමෙ ""කැරියා"" යබ කුනුහරපය හටගනී...

(4)ලිංගිකත්වය ආශ්‍රිත රැකියා මුල්කරගෙනද කුනුහරප හටගනී...

ගණිකාව,වෛශ්‍යාව=වේසි,බඩුව

(5)ඉහත දැක්වූ මූලික කුනුහරප දෙකක් එක්වීමෙන් නව කුනුහරප හටගනී...

වේස හුත්තා
වේස හුත්තී
පොන්න පකයා
පොන්න කැරියා
කැරි පොන්නයා
පොන්න පකයා",False,"[0, 278]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.231946081803567e+18,1231946081803567105,717881136.0,717881136,sandunendika,717881136,717881136,,,"{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.6505263, 5.9213829], [81.8787816, 5.9213829], [81.8787816, 9.8359375], [79.6505263, 9.8359375]]]}, 'attributes': {}}",,False,0,4,1,0,1231946078360043520,1231946078360043520,False,False,si,,,,,,,,,"{'id': 1231946078360043520, 'id_str': '1231946078360043520'}"
564399730952663041,Sun Feb 08 12:25:56 +0000 2015,564399730952663041,564399730952663041,"@Don_Madhawa @pavii_ නපුන්සකයෝ දෙදෙනෙක් රණ්ඩුවෙනවා බලා සිටියා ,,,තෝ වේසි,,තෝ වේසි,, කියා ගන්නවා",False,"[0, 95]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Don_Madhawa', 'name': 'MaDHaWa Weerakkody', 'id': 2765377938, 'id_str': '2765377938', 'indices': [0, 12]}, {'screen_name': 'pavii_', 'name': 'Pavithra Sethuraman', 'id': 2575133774, 'id_str': '2575133774', 'indices': [13, 20]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",5.64397084900479e+17,564397084900478976,2765377938.0,2765377938,Don_Madhawa,2596441344,2596441344,,,,,False,0,1,0,0,564397084900478976,564397084900478976,False,False,si,,,,,,,,,
1062022859688574976,Mon Nov 12 16:42:35 +0000 2018,1062022859688574976,1062022859688574976,"""දැන් ඔය විවෘත කරපු එක හෝටලයක් කිව්වට හෝටලයක්ද? හෝටලයක්නං කෝ කාමර? අපි ටීච කිව්වොත් ගෑනු කෙනෙක්. කෑම කිව්වොත් බත්. බත් කමු කිව්වොත් කෑම කමු. ගෑනි කිව්වොත් වේසි. පවුල කිව්වොත් ගෑනි. ප්‍රජාතන්ත්‍රවාදෙ කියන්නේ ඡන්දෙ. ඔව්වා වැරදියි කියන්ඩ බෑනේ. මේක වෙනම ලෝකයක්.""",False,"[0, 258]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,130805902,130805902,,,,,False,1,5,1,0,1062022859688574976,1062022859688574976,False,False,si,,,,,,,,,
1104727393602801665,Sun Mar 10 12:55:10 +0000 2019,1104727393602801665,1104727393602801665,"මගෙ සුදු කෙල්ල ටිකක් ලං කර ගත්තාම 
ඇදට ගියාම මගෙ ගෑනි
දාලා ගියාම වේසි 🤪",False,"[0, 71]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",,,,,,635832719,635832719,,,,,False,0,0,0,0,1104727393602801665,1104727393602801665,False,False,si,,,,,,,,,
997506653611175936,Fri May 18 15:58:13 +0000 2018,997506653611175936,997506653611175936,@naveemayantha @Disapamok අනේ තොගෙ කට. තෝව මං ඉතුරු කරන්නැ වේසි. ඩිපෙන්ඩර් දාලා උස්සන්නෙ😠,False,"[26, 89]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Disapamok', 'name': 'Dizy', 'id': 1084343288767733761, 'id_str': '1084343288767733761', 'indices': [15, 25]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",9.975062889206415e+17,997506288920641536,3089536357.0,3089536357,imNaviya,872998596936962050,872998596936962050,,,,,False,0,1,0,0,997492544614289408,997492544614289408,False,False,si,,,,,,,,,
1156780380139282434,Thu Aug 01 04:15:09 +0000 2019,1156780380139282434,1156780380139282434,"අම්මට දුක හිතිලා ඊට පස්සේ private කැම්පස් එහෙකෙට යැව්වා. සල්ලි තිබිල නෙමෙය් ඒත් ඉගෙනගන්නත් එපැයි. ඊට පස්සේ ගියා leadership camp එහෙකට. එතන හොඳටම rag වුනා. මොකෝ කොළඹ එවුන් පෙන්නන්න බැහැනේ. ඊට පස්සේ කැම්පස් ආවා. අවුරුදු 4ම rag වුනා. 'වේසි' ලු, 'බැල්ලි' ලු. ඔවා අහගෙන ඉතින් හිටියා.",False,"[0, 278]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.156780377975001e+18,1156780377975001088,963639906.0,963639906,sheshadri__,963639906,963639906,,,,,False,1,25,1,0,1156780377975001088,1156780377975001088,False,False,si,,,,,,,,,"{'id': 1156780377975001088, 'id_str': '1156780377975001088'}"
1167739726129856512,Sat Aug 31 10:03:40 +0000 2019,1167739726129856512,1167739726129856512,@rathgamaya කෙරි කොල්ලාට කෝල් කරාම ආන්සර් කරෙත් නෑ.පස්සේ තෝ ගද්දී මං බාර් එකේ 🤣,False,"[12, 79]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'rathgamaya', 'name': 'Raththa 🌸', 'id': 246224922, 'id_str': '246224922', 'indices': [0, 11]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.16773946445158e+18,1167739464451579904,246224922.0,246224922,rathgamaya,407621077,407621077,,,,,False,0,1,1,0,1167710868580253696,1167710868580253696,False,False,si,,,,,,,,,
811942323261206528,Thu Dec 22 14:31:49 +0000 2016,811942323261206528,811942323261206528,ලෑටි පුකා #ChildhoodNicknamesLK,False,"[0, 31]","{'hashtags': [{'text': 'ChildhoodNicknamesLK', 'indices': [10, 31]}], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,137992580,137992580,,,"{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.6505263, 5.9213829], [81.8787816, 5.9213829], [81.8787816, 9.8359375], [79.6505263, 9.8359375]]]}, 'attributes': {}}",,False,0,1,0,1,811942323261206528,811942323261206528,False,False,si,,,,,,,,,
1134363486744485888,Fri May 31 07:38:25 +0000 2019,1134363486744485888,1134363486744485888,@Indrajithreturn පුසියක් නිසා වේසි කියලා දාහන් 🙂✋,False,"[17, 49]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.1343096943385027e+18,1134309694338502657,2775054089.0,2775054089,IndrajithTweets,3089536357,3089536357,,,,,False,0,1,1,0,1134309694338502657,1134309694338502657,False,False,si,,,,,,,,,
207393619936673792,Tue May 29 08:51:06 +0000 2012,207393619936673792,207393619936673792,"Syndi: ""ඒ වේසි"" ඇන්ටි http://t.co/XqWayipp #sinhalabloggers",False,"[0, 59]","{'hashtags': [{'text': 'sinhalabloggers', 'indices': [43, 59]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'http://t.co/XqWayipp', 'expanded_url': 'http://bit.ly/N3lapo', 'display_url': 'bit.ly/N3lapo', 'indices': [22, 42]}]}","<a href=""http://blogs.sinhalabloggers.com"" rel=""nofollow"">Sinhala Blog Reader</a>",,,,,,68161733,68161733,,,,,False,0,1,0,0,207393619936673792,207393619936673792,False,False,si,,False,True,,,,,,
1240168952258584577,Wed Mar 18 06:51:34 +0000 2020,1240168952258584577,1240168952258584577,@7h4ru_ මොන? 🤔🙄,False,"[8, 15]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2401688311312794e+18,1240168831131279360,3016122565.0,3016122565,ev3nzBro,1117021610618310656,1117021610618310656,,,,,False,0,1,1,0,1240168345267290112,1240168345267290112,False,False,si,,,,,,,,,
996220048942432256,Tue May 15 02:45:43 +0000 2018,996220048942432256,996220048942432256,🔥පූසි + කාසි = වේසි👫? https://t.co/IUzXtOV6GK,False,"[0, 45]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/IUzXtOV6GK', 'expanded_url': 'https://www.facebook.com/shaveen.dinushakthi.7/posts/2116093325292861', 'display_url': 'facebook.com/shaveen.dinush…', 'indices': [22, 45]}]}","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",,,,,,2995187646,2995187646,,,,,False,0,0,0,0,996220048942432256,996220048942432256,False,False,si,,False,True,,,,,,
1263472629043933185,Thu May 21 14:12:03 +0000 2020,1263472629043933185,1263472629043933185,හමීඩ් කියලා කොල්ලෙක් ගඟට පැනපු කෙල්ලක් බේරගන්න ගිහින් නැතිවෙලා..අවසානෙට ගඟට පැනපු වේසි බේරුනු..බේරගන්න හදපු කොල්ලා නැතිවුනා 😐,False,"[0, 125]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,3089536357,3089536357,,,,,False,0,19,0,1,1263472629043933185,1263472629043933185,False,False,si,,,,,,,,,
1161649303435141120,Wed Aug 14 14:42:30 +0000 2019,1161649303435141120,1161649303435141120,"#ජම්බෝලෙගෙසෙරප්පුදෙක බේරාගැනිමේ උත්සහය අංක 2 

අසාර්ථකයි 😂 https://t.co/xNiaumjzsL",False,"[0, 58]","{'hashtags': [{'text': 'ජම්බෝලෙගෙසෙරප්පුදෙක', 'indices': [0, 20]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1161649095561244672, 'id_str': '1161649095561244672', 'indices': [59, 82], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1161649095561244672/pu/img/RAGLYBb_B5kFO8_h.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1161649095561244672/pu/img/RAGLYBb_B5kFO8_h.jpg', 'url': 'https://t.co/xNiaumjzsL', 'display_url': 'pic.twitter.com/xNiaumjzsL', 'expanded_url': 'https://twitter.com/maalupaan/status/1161649303435141120/video/1', 'type': 'photo', 'original_info': {'width': 720, 'height': 1280}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 383, 'h': 680, 'resize': 'fit'}, 'large': {'w': 720, 'h': 1280, 'resize': 'fit'}, 'medium': {'w': 675, 'h': 1200, 'resize': 'fit'}}, 'features': {}}]}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,4632654077,4632654077,,,,,False,8,23,4,0,1161649303435141120,1161649303435141120,False,False,si,,False,True,,"{'media': [{'id': 1161649095561244672, 'id_str': '1161649095561244672', 'indices': [59, 82], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1161649095561244672/pu/img/RAGLYBb_B5kFO8_h.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1161649095561244672/pu/img/RAGLYBb_B5kFO8_h.jpg', 'url': 'https://t.co/xNiaumjzsL', 'display_url': 'pic.twitter.com/xNiaumjzsL', 'expanded_url': 'https://twitter.com/maalupaan/status/1161649303435141120/video/1', 'type': 'video', 'original_info': {'width': 720, 'height': 1280}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 383, 'h': 680, 'resize': 'fit'}, 'large': {'w': 720, 'h': 1280, 'resize': 'fit'}, 'medium': {'w': 675, 'h': 1200, 'resize': 'fit'}}, 'video_info': {'aspect_ratio': [9, 16], 'duration_millis': 10152, 'variants': [{'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1161649095561244672/pu/pl/uydmhBmLtgqBX_cl.m3u8?tag=10'}, {'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1161649095561244672/pu/vid/720x1280/1_5103A6DXtZZZUr.mp4?tag=10'}, {'bitrate': 632000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1161649095561244672/pu/vid/320x568/rHlNvK4Sak-THe99.mp4?tag=10'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1161649095561244672/pu/vid/360x640/jeNdylad57LidSIX.mp4?tag=10'}]}, 'features': {}, 'media_key': '7_1161649095561244672', 'ext_alt_text': None, 'ext_media_availability': {'status': 'available'}, 'ext_media_color': None, 'ext': {'mediaStats': {'r': {'ok': {'viewCount': '310'}}, 'ttl': -1}}, 'additional_media_info': {'monetizable': False}}]}",,,,
1332200702517637120,Fri Nov 27 05:52:53 +0000 2020,1332200702517637120,1332200702517637120,@IsuriUdeshika වේසි ....වේසි,False,"[15, 28]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'IsuriUdeshika', 'name': 'ඉවාන් 🍃', 'id': 1082528961123340288, 'id_str': '1082528961123340288', 'indices': [0, 14]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.3320097745949983e+18,1332009774594998273,1.0825289611233403e+18,1082528961123340288,IsuriUdeshika,1313884358508306432,1313884358508306432,,,,,False,0,0,1,0,1332009774594998273,1332009774594998273,False,False,si,,,,,,,,,
1246214402858237958,Fri Apr 03 23:14:01 +0000 2020,1246214402858237958,1246214402858237958,@TheCons05476018 @I_am_Chathu ඇයි බොල වස්සෙ ඕලෙවල් වයසෙ ඉස්කෝලෙ යන එකෙක් වගේ කුණුහරප කියන්නෙ? කුණුහරප මැජික්ද තොට? ඔව් මගෙ අම්මා වේසි. තාත්තා පොන්නයා. යකෝ ඔය වචන වල බරක් නෑ. කුණුහරප වලට බරක් එන්නෙ මිනිස්සු ඒවා අහලා කිපෙනව නම්. කුණුහරප පඩේකට ගනන් නොගන්න මම වගේ එකෙක්ට ඕවයෙ සතපහක බරක්නෑ. උඹ බබෙක්ද බං?,False,"[30, 299]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'I_am_Chathu', 'name': '🅃🄷🄾🄼🄸 ғᴏʀ ʏᴏᴜ', 'id': 1163026373465792512, 'id_str': '1163026373465792512', 'indices': [17, 29]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2462135732165386e+18,1246213573216538626,1.2336358208815022e+18,1233635820881502210,SandupamaL,1244353525641084928,1244353525641084928,,,,,False,0,1,1,0,1245999693550641153,1245999693550641153,False,False,si,,,,,,,,,
1197432059704164352,Thu Nov 21 08:30:24 +0000 2019,1197432059704164352,1197432059704164352,"රාවණා බලය හො බොදු බල සේනා වගේ අන්තවාදීන්ට බණිනකොට සමස්ත සංඝ ප්‍රජාවටම බණින එක වැරදියි.

ඒක හරියට ලිංගික කටයුතු කරන නිසා හැම ගෑණිටම වේසි කියලා බණිනවා වගේ වැඩක්",False,"[0, 158]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,199129412,199129412,,,,,False,0,4,0,0,1197432059704164352,1197432059704164352,False,False,si,,,,,,,,,
437635674326323200,Sun Feb 23 17:10:50 +0000 2014,437635674326323200,437635674326323200,පට්ට වේසි.........  @SunnyLeone,False,"[0, 31]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'SunnyLeone', 'name': 'sunnyleone', 'id': 21931363, 'id_str': '21931363', 'indices': [20, 31]}], 'urls': []}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",,,,,,945230438,945230438,,,,,False,0,0,0,0,437635674326323200,437635674326323200,False,False,si,,,,,,,,,
1357010907415498753,Wed Feb 03 16:59:47 +0000 2021,1357010907415498753,1357010907415498753,අපේ එකෙක් කුණුහරුපයක් කිව්වම බෞද්ධයෝ ගගා qt කරලා කමෙන්ට් අස්සෙ පොන්නයෝ කියලා වෙන එකෙක්ට බැනලා.. වාහේ 😂🤦‍♂️,False,"[0, 106]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,1028834611562827778,1028834611562827778,,,,,False,0,2,1,0,1357010907415498753,1357010907415498753,False,False,si,,,,,,,,,
1296778285112688640,Fri Aug 21 11:56:50 +0000 2020,1296778285112688640,1296778285112688640,@Thish_D පිටිමි හ්ම්ම්ම්ම්ම්,False,"[9, 28]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Thish_D', 'name': 'පරාර්තකාමී කරුණාවන්ත යාලුවා', 'id': 623929922, 'id_str': '623929922', 'indices': [0, 8]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2967778615299932e+18,1296777861529993217,623929922.0,623929922,Thish_D,4632654077,4632654077,,,,,False,0,0,1,0,1296777861529993217,1296777861529993217,False,False,si,,,,,,,,,
1209694776733376512,Wed Dec 25 04:38:04 +0000 2019,1209694776733376512,1209694776733376512,😍❤️🤗🙏 වේසි 🤣 https://t.co/iERNG8XxiY,False,"[0, 36]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/iERNG8XxiY', 'expanded_url': 'https://www.facebook.com/chathura.prabhath.965/videos/452752278973158/', 'display_url': 'facebook.com/chathura.prabh…', 'indices': [13, 36]}]}","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",,,,,,3083019176,3083019176,,,,,False,0,0,0,0,1209694776733376512,1209694776733376512,False,False,si,,False,True,,,,,,
1118514834939744256,Wed Apr 17 14:01:32 +0000 2019,1118514834939744256,1118514834939744256,@BasnayakageGopi ඉරිසියා කරන්න එපා බන්,False,"[17, 38]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'BasnayakageGopi', 'name': 'ගෝප්ස්', 'id': 982608810928844801, 'id_str': '982608810928844801', 'indices': [0, 16]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.1185136532868874e+18,1118513653286887429,9.826088109288448e+17,982608810928844801,BasnayakageGopi,2430049045,2430049045,,,,,False,0,1,1,0,1118510871796432897,1118510871796432897,False,False,si,,,,,,,,,
972526378745671680,Sat Mar 10 17:35:32 +0000 2018,972526378745671680,972526378745671680,@itsme_madboy @ExcuzeMi ඊලඟ මැච් එක පරද්දලා ආපහු කෝබ්‍රා ඩාන්ස් එක මතක් කරලා දෙන්න ඕනේ,False,"[24, 86]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'itsme_madboy', 'name': 'Maneka Peiris🔥', 'id': 2428627850, 'id_str': '2428627850', 'indices': [0, 13]}, {'screen_name': 'ExcuzeMi', 'name': 'Oli', 'id': 582633677, 'id_str': '582633677', 'indices': [14, 23]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",9.725258828070257e+17,972525882807025664,2428627850.0,2428627850,itsme_madboy,2418612841,2418612841,,,,,False,0,1,1,0,972525194026934273,972525194026934273,False,False,si,,,,,,,,,
1240169079211798528,Wed Mar 18 06:52:04 +0000 2020,1240169079211798528,1240169079211798528,@qAzithen අර පට්ට වේසි කිය කිය බනින්නෙ 😂,False,"[10, 40]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'qAzithen', 'name': 'SAHAN™ 🇱🇰', 'id': 1117021610618310656, 'id_str': '1117021610618310656', 'indices': [0, 9]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2401689522585846e+18,1240168952258584577,1.1170216106183107e+18,1117021610618310656,qAzithen,3016122565,3016122565,,,,,False,0,1,1,0,1240168345267290112,1240168345267290112,False,False,si,,,,,,,,,
1335048943965761537,Sat Dec 05 02:30:46 +0000 2020,1335048943965761537,1335048943965761537,"මම මේ කල්පනා කරේ, පිරිමින්ට ඕන වෙලාවට ගෑණුන්ට වේසි කියලා බනින්න පුලුවන්. හැබැයී ගෑණු, පිරිමින්ට කම්කරුවා, කරණවෑමියා කියලා බනින්නේ නැහැ. ගෑණු කරන රස්සාවක් විතරක් කොහොමද කරන්න නරක රස්සාවක් වුනේ? මජං බාස්ලා, ගණිකාවන්ට වඩා ජරාව ඇගේ ගා ගන්නවා.",False,"[0, 238]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,1269375633886449664,1269375633886449664,,,,,False,0,15,2,0,1335048943965761537,1335048943965761537,False,False,si,,,,,,,,,
1336861539765276672,Thu Dec 10 02:33:23 +0000 2020,1336861539765276672,1336861539765276672,"අපි ඊයේ ෆස්ලුල්ලා මුස්ලිම් කාන්තාවන් එක්ක අල්ලලා කෙරුව ප්‍රකාශය නිසා කේන්ති ගත්තට,කල්පනා කරලා බැලුවොත් ඔය චෝදනාවම වෙනත් වචන වලින් කරන ගෑනු පිරිමි අපි අතරම කොච්චර නම් ඉන්නවද ? 
කොටට අඳින,deep neckline තියෙන ඇඳුමක් අඳින කාන්තාවන්ට අපහස කරන අය කොච්චරද.මිනිස්සු ඇත්තට කොච්චර කුහකද 🤷",False,"[0, 278]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,973212683007819776,973212683007819776,,,,,False,1,105,10,2,1336861539765276672,1336861539765276672,False,False,si,,,,,,,,,
1231946081803567105,Mon Feb 24 14:16:49 +0000 2020,1231946081803567105,1231946081803567105,"(2)ලිංගික අවයන්ගෙන් කරන ක්‍රියා මුල්කරගෙන හටගන්නා කුනුහරප...

 සංසර්ගය,රමණය(ලිංගිකව එක්වීම)=හුකනවා,හිකීම
ගුද සංසර්ගය=පුකේ ඇරීම,පුකදීම
මුඛ සංසර්ගය=කටට දීම

(3)ලිංගික අවයන්ගෙන් නිකුත්වන ස්‍රාවයන් හේතුවෙන් හටගන්නා කුනුහරප...

ශුක්‍රාණු-කැරි",False,"[0, 237]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2319460783600435e+18,1231946078360043520,717881136.0,717881136,sandunendika,717881136,717881136,,,"{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.6505263, 5.9213829], [81.8787816, 5.9213829], [81.8787816, 9.8359375], [79.6505263, 9.8359375]]]}, 'attributes': {}}",,False,0,4,1,0,1231946078360043520,1231946078360043520,False,False,si,,,,,,,,,"{'id': 1231946078360043520, 'id_str': '1231946078360043520'}"
747670886132686850,Tue Jun 28 06:00:04 +0000 2016,747670886132686850,747670886132686850,"Slut
වේසි 
#PoshVsGode",False,"[0, 22]","{'hashtags': [{'text': 'PoshVsGode', 'indices': [11, 22]}], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,360628853,360628853,,,,,False,0,2,0,0,747670886132686850,747670886132686850,False,False,und,,,,,,,,,
1251775559727751168,Sun Apr 19 07:32:04 +0000 2020,1251775559727751168,1251775559727751168,කෙල්ලෙක්ට දාන්න පුලුවන් හුරුබුහුටි නික් නේම් එකක් කියන්ඩකො....,False,"[0, 62]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1057885194630311936,1057885194630311936,,,,,False,0,16,7,1,1251775559727751168,1251775559727751168,False,False,si,,,,,,,,,
1132566373794603009,Sun May 26 08:37:20 +0000 2019,1132566373794603009,1132566373794603009,@FreakingGaiya පල වේසි යන්ඩ....,False,"[15, 31]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'FreakingGaiya', 'name': 'FreAky®️🇱🇰', 'id': 440757368, 'id_str': '440757368', 'indices': [0, 14]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.1316237971514204e+18,1131623797151420416,440757368.0,440757368,FreakingGaiya,1059756059760373765,1059756059760373765,,,,,False,1,4,0,0,1131623797151420416,1131623797151420416,False,False,si,,,,,,,,,
