,created_at,id,id_str,full_text,truncated,display_text_range,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user_id,user_id_str,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,reply_count,quote_count,conversation_id,conversation_id_str,favorited,retweeted,lang,supplemental_language,possibly_sensitive,possibly_sensitive_editable,quoted_status_id,quoted_status_id_str,quoted_status_permalink,self_thread,extended_entities
1341181046688083969,Tue Dec 22 00:37:34 +0000 2020,1341181046688083969,1341181046688083969,@k11hr යකෝ 😂 බැල්ලි කිව්වට දනත් ගැස්සුවද වෙන මොකක් හරි කිව්වනම් ඉස්කෝලෙන් අස් කරයි උඹව 😂,False,"[7, 88]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.3410658539413996e+18,1341065853941399558,1.3316324456664596e+18,1331632445666459648,keffy_overhere,1284655908413255680,1284655908413255680,,,,,False,0,1,1,0,1341012290200424450,1341012290200424450,False,False,si,,,,,,,,
747655295451668480,Tue Jun 28 04:58:07 +0000 2016,747655295451668480,747655295451668480,"Biatch
පට්ට බැල්ලි 

#PoshVsGode",False,"[0, 32]","{'hashtags': [{'text': 'PoshVsGode', 'indices': [21, 32]}], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,2369956382,2369956382,,,,,False,4,9,0,0,747655295451668480,747655295451668480,False,False,si,,,,,,,,
1090264908355166215,Tue Jan 29 15:06:24 +0000 2019,1090264908355166215,1090264908355166215,@SashenMe මමනම් කියන්නෙ සුදු මැණිකෙ කියල,False,"[10, 40]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'SashenMe', 'name': 'Sashen🇱🇰', 'id': 130433613, 'id_str': '130433613', 'indices': [0, 9]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0902642646175826e+18,1090264264617582595,130433613.0,130433613,SashenMe,3927393580,3927393580,,,,,False,0,2,1,0,1090264264617582595,1090264264617582595,False,False,si,,,,,,,,
773137639633358858,Tue Sep 06 12:35:52 +0000 2016,773137639633358858,773137639633358858,@Uppercut07 generally you say yo bitch to a girl they dont take offense but you call them බැල්ලි and they loose their shit,False,"[12, 122]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Uppercut07', 'name': 'Cham J', 'id': 397994606, 'id_str': '397994606', 'indices': [0, 11]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",7.731366154095411e+17,773136615409541120,397994606.0,397994606,Uppercut07,106309967,106309967,,,,,False,0,0,1,0,773134245535428608,773134245535428608,False,False,en,,,,,,,,
934752755956064256,Sun Nov 26 11:56:38 +0000 2017,934752755956064256,934752755956064256,@cutelitlcupcake නෑ අපෙ ගමෙ පංසලෙන්...ගෙනත්  දාල ඉතුරු උනු ස්වීට් ලොං ලස් බැල්ලි පැට්ටියෙක්...,False,"[17, 94]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'cutelitlcupcake', 'name': '🐾 Dottie 🐾', 'id': 2471223620, 'id_str': '2471223620', 'indices': [0, 16]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",9.347495508620534e+17,934749550862053376,2471223620.0,2471223620,cutelitlcupcake,150624162,150624162,,,"{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.6505263, 5.9213829], [81.8787816, 5.9213829], [81.8787816, 9.8359375], [79.6505263, 9.8359375]]]}, 'attributes': {}}",,False,0,1,1,0,934733888987058176,934733888987058176,False,False,si,,,,,,,,
900690109598547968,Thu Aug 24 12:03:50 +0000 2017,900690109598547968,900690109598547968,Dahamsa Siriwardana උඹ හිතන් ඉන්නෙ උඹ කවුරු කියලද මගෙ අක්කට බැල්ලි කියන්ඩ...අරූව ටැග් කරලා post එකක් දැම්මහම ඇයි... https://t.co/JvyJeYqStw,False,"[0, 139]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/JvyJeYqStw', 'expanded_url': 'http://fb.me/86DDaMfFX', 'display_url': 'fb.me/86DDaMfFX', 'indices': [116, 139]}]}","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",,,,,,765736789717889024,765736789717889024,,,,,False,0,0,0,0,900690109598547968,900690109598547968,False,False,si,,False,True,,,,,
384327442820640768,Sun Sep 29 14:42:57 +0000 2013,384327442820640768,384327442820640768,Via: http://t.co/lVgsFLG6lK: ‘පට්ට බැල්ලි බැහැපිය‘...........මාධ්‍යවේදිනියට...,False,"[0, 78]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'http://t.co/lVgsFLG6lK', 'expanded_url': 'http://Kiyawanna.com', 'display_url': 'Kiyawanna.com', 'indices': [5, 27]}]}","<a href=""http://erased1693945.com"" rel=""nofollow"">erased1693945</a>",,,,,,1192382186,1192382186,,,,,False,0,0,0,0,384327442820640768,384327442820640768,False,False,si,,False,True,,,,,
1050959345553481728,Sat Oct 13 04:00:08 +0000 2018,1050959345553481728,1050959345553481728,"උම්ම දෙන්න, හැබැයි බැල්ලි හපයි ඈ
View full image : https://t.co/7lQgg8H4Ay https://t.co/7lQgg8H4Ay",False,"[0, 98]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/7lQgg8H4Ay', 'expanded_url': 'https://goo.gl/Cuvkmr', 'display_url': 'goo.gl/Cuvkmr', 'indices': [51, 74]}, {'url': 'https://t.co/7lQgg8H4Ay', 'expanded_url': 'https://goo.gl/Cuvkmr', 'display_url': 'goo.gl/Cuvkmr', 'indices': [75, 98]}]}","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",,,,,,2588773098,2588773098,,,,,False,0,0,0,0,1050959345553481728,1050959345553481728,False,False,si,,False,True,,,,,
1352527318078562314,Fri Jan 22 08:03:36 +0000 2021,1352527318078562314,1352527318078562314,@OfficialSLC තොපිට ලබු ද? YouTube Region restrictions අහක් කරපිය admin බැල්ලි!,False,"[13, 78]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'OfficialSLC', 'name': 'Sri Lanka Cricket 🇱🇰', 'id': 177838266, 'id_str': '177838266', 'indices': [0, 12]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.35247272616269e+18,1352472726162690049,177838266.0,177838266,OfficialSLC,1018108913470750720,1018108913470750720,,,,,False,0,0,0,0,1352472726162690049,1352472726162690049,False,False,und,,,,,,,,
1090265019369943043,Tue Jan 29 15:06:51 +0000 2019,1090265019369943043,1090265019369943043,@hashikalpana බැල්ලි පණ,False,"[14, 23]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'hashikalpana', 'name': 'PERFECT කල්පනා🇱🇰', 'id': 3927393580, 'id_str': '3927393580', 'indices': [0, 13]}], 'urls': []}","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",1.0902649083551662e+18,1090264908355166215,3927393580.0,3927393580,hashikalpana,130433613,130433613,,,,,False,0,1,1,0,1090264264617582595,1090264264617582595,False,False,si,,,,,,,,
1336897446845288448,Thu Dec 10 04:56:04 +0000 2020,1336897446845288448,1336897446845288448,@unknown_lankan @jimpapz තෝ පලකෝ බැල්ලි,False,"[25, 39]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'unknown_lankan', 'name': 'දින්නා යකෝ 🎉🇱🇰 🐸', 'id': 3591912206, 'id_str': '3591912206', 'indices': [0, 15]}, {'screen_name': 'jimpapz', 'name': 'ජිම් පප්පා➰', 'id': 1110635597813571584, 'id_str': '1110635597813571584', 'indices': [16, 24]}], 'urls': []}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.336896832748839e+18,1336896832748838913,3591912206.0,3591912206,unknown_lankan,247162345,247162345,,,,,False,0,3,0,0,1336735777913335811,1336735777913335811,False,False,si,,,,,,,,
1252301906346741760,Mon Apr 20 18:23:35 +0000 2020,1252301906346741760,1252301906346741760,"We fought  against the terrorism which killed innocent people 
We fought against the terrorists to save innocent Tamil people.
We fought against a dictator who stole  children from their mothers and push them to be suicide bombers

ANY YO! FUCKERS! WE WON 🇱🇰
 #WeDefeatedTerrorism https://t.co/A5kXdCjrCN",False,"[0, 280]","{'hashtags': [{'text': 'WeDefeatedTerrorism', 'indices': [260, 280]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1252301899484848129, 'id_str': '1252301899484848129', 'indices': [281, 304], 'media_url': 'http://pbs.twimg.com/media/EWER8U5XYAEH8IW.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EWER8U5XYAEH8IW.jpg', 'url': 'https://t.co/A5kXdCjrCN', 'display_url': 'pic.twitter.com/A5kXdCjrCN', 'expanded_url': 'https://twitter.com/Rathgamaya/status/1252301906346741760/photo/1', 'type': 'photo', 'original_info': {'width': 400, 'height': 400, 'focus_rects': [{'x': 0, 'y': 58, 'h': 224, 'w': 400}, {'x': 0, 'y': 0, 'h': 400, 'w': 400}, {'x': 49, 'y': 0, 'h': 400, 'w': 351}, {'x': 190, 'y': 0, 'h': 400, 'w': 200}, {'x': 0, 'y': 0, 'h': 400, 'w': 400}]}, 'sizes': {'small': {'w': 400, 'h': 400, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 400, 'h': 400, 'resize': 'fit'}, 'large': {'w': 400, 'h': 400, 'resize': 'fit'}}, 'features': {'small': {'faces': []}, 'medium': {'faces': []}, 'large': {'faces': []}, 'orig': {'faces': []}}}]}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,246224922,246224922,,,,,False,25,42,1,2,1252301906346741760,1252301906346741760,False,False,en,,True,True,,,,,"{'media': [{'id': 1252301899484848129, 'id_str': '1252301899484848129', 'indices': [281, 304], 'media_url': 'http://pbs.twimg.com/media/EWER8U5XYAEH8IW.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EWER8U5XYAEH8IW.jpg', 'url': 'https://t.co/A5kXdCjrCN', 'display_url': 'pic.twitter.com/A5kXdCjrCN', 'expanded_url': 'https://twitter.com/Rathgamaya/status/1252301906346741760/photo/1', 'type': 'photo', 'original_info': {'width': 400, 'height': 400, 'focus_rects': [{'x': 0, 'y': 58, 'h': 224, 'w': 400}, {'x': 0, 'y': 0, 'h': 400, 'w': 400}, {'x': 49, 'y': 0, 'h': 400, 'w': 351}, {'x': 190, 'y': 0, 'h': 400, 'w': 200}, {'x': 0, 'y': 0, 'h': 400, 'w': 400}]}, 'sizes': {'small': {'w': 400, 'h': 400, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 400, 'h': 400, 'resize': 'fit'}, 'large': {'w': 400, 'h': 400, 'resize': 'fit'}}, 'features': {'small': {'faces': []}, 'medium': {'faces': []}, 'large': {'faces': []}, 'orig': {'faces': []}}, 'media_key': '3_1252301899484848129', 'ext_alt_text': None, 'ext_media_availability': {'status': 'available'}, 'ext_media_color': {'palette': [{'rgb': {'red': 255, 'green': 255, 'blue': 255}, 'percentage': 56.82}, {'rgb': {'red': 227, 'green': 162, 'blue': 21}, 'percentage': 15.09}, {'rgb': {'red': 131, 'green': 30, 'blue': 38}, 'percentage': 14.22}, {'rgb': {'red': 3, 'green': 75, 'blue': 58}, 'percentage': 4.78}, {'rgb': {'red': 217, 'green': 84, 'blue': 31}, 'percentage': 4.75}]}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}]}"
1328010277170925577,Sun Nov 15 16:21:37 +0000 2020,1328010277170925577,1328010277170925577,"@BizColombo @Cheesequeen324 මේ #බැල්ලි වැරදි දෙකක් කොරල තියෙනවා බැලූ බැල්මට...!!!

1.අපරිස්සාකාරී ධාවනය.

2.අනතුරක් වළක්වා නොගැනීම.

මුන්ට එක්කෝ අන් ඇවිල්ල; නැත්තම් මදන කුලප්පුව...!!! https://t.co/xGYjhtpVco",False,"[28, 183]","{'hashtags': [{'text': 'බැල්ලි', 'indices': [31, 38]}], 'symbols': [], 'user_mentions': [{'screen_name': 'BizColombo', 'name': '@BizColombo', 'id': 1167490130262646784, 'id_str': '1167490130262646784', 'indices': [0, 11]}, {'screen_name': 'Cheesequeen324', 'name': 'Achini.324 🧀🇱🇰', 'id': 1120909397931114496, 'id_str': '1120909397931114496', 'indices': [12, 27]}], 'urls': [], 'media': [{'id': 1328010256216100864, 'id_str': '1328010256216100864', 'indices': [184, 207], 'media_url': 'http://pbs.twimg.com/media/Em4KSrvWEAAf75L.png', 'media_url_https': 'https://pbs.twimg.com/media/Em4KSrvWEAAf75L.png', 'url': 'https://t.co/xGYjhtpVco', 'display_url': 'pic.twitter.com/xGYjhtpVco', 'expanded_url': 'https://twitter.com/HBandaare/status/1328010277170925577/photo/1', 'type': 'photo', 'original_info': {'width': 275, 'height': 183, 'focus_rects': [{'x': 0, 'y': 0, 'h': 154, 'w': 275}, {'x': 92, 'y': 0, 'h': 183, 'w': 183}, {'x': 114, 'y': 0, 'h': 183, 'w': 161}, {'x': 153, 'y': 0, 'h': 183, 'w': 92}, {'x': 0, 'y': 0, 'h': 183, 'w': 275}]}, 'sizes': {'large': {'w': 275, 'h': 183, 'resize': 'fit'}, 'medium': {'w': 275, 'h': 183, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 275, 'h': 183, 'resize': 'fit'}}, 'features': {'large': {'faces': []}, 'orig': {'faces': []}, 'medium': {'faces': []}, 'small': {'faces': []}}}]}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.3280056607437824e+18,1328005660743782407,1.1674901302626468e+18,1167490130262646784,BizColombo,1206951043965296644,1206951043965296644,,,,,False,0,1,1,0,1328005660743782407,1328005660743782407,False,False,si,,False,True,,,,,"{'media': [{'id': 1328010256216100864, 'id_str': '1328010256216100864', 'indices': [184, 207], 'media_url': 'http://pbs.twimg.com/media/Em4KSrvWEAAf75L.png', 'media_url_https': 'https://pbs.twimg.com/media/Em4KSrvWEAAf75L.png', 'url': 'https://t.co/xGYjhtpVco', 'display_url': 'pic.twitter.com/xGYjhtpVco', 'expanded_url': 'https://twitter.com/HBandaare/status/1328010277170925577/photo/1', 'type': 'photo', 'original_info': {'width': 275, 'height': 183, 'focus_rects': [{'x': 0, 'y': 0, 'h': 154, 'w': 275}, {'x': 92, 'y': 0, 'h': 183, 'w': 183}, {'x': 114, 'y': 0, 'h': 183, 'w': 161}, {'x': 153, 'y': 0, 'h': 183, 'w': 92}, {'x': 0, 'y': 0, 'h': 183, 'w': 275}]}, 'sizes': {'large': {'w': 275, 'h': 183, 'resize': 'fit'}, 'medium': {'w': 275, 'h': 183, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 275, 'h': 183, 'resize': 'fit'}}, 'features': {'large': {'faces': []}, 'orig': {'faces': []}, 'medium': {'faces': []}, 'small': {'faces': []}}, 'media_key': '3_1328010256216100864', 'ext_alt_text': None, 'ext_media_availability': {'status': 'available'}, 'ext_media_color': {'palette': [{'rgb': {'red': 9, 'green': 25, 'blue': 25}, 'percentage': 57.14}, {'rgb': {'red': 243, 'green': 239, 'blue': 234}, 'percentage': 14.34}, {'rgb': {'red': 241, 'green': 197, 'blue': 147}, 'percentage': 12.7}, {'rgb': {'red': 159, 'green': 173, 'blue': 198}, 'percentage': 3.92}, {'rgb': {'red': 82, 'green': 57, 'blue': 38}, 'percentage': 3.6}]}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}]}"
1253709296107261952,Fri Apr 24 15:36:03 +0000 2020,1253709296107261952,1253709296107261952,"අසරණ වෙනව මෙහෙම දෙයක් උනාම.

මීට කාලෙකට කලින් කවුරු හරි බැල්ලි පැටියෙක් ගෙදරට ගෙනත් දාල තිබුණා. කොහෙටවත් ගිහින් දාන්න හිතුනෙ නෑ. ඉතින් හැදුවා එයාව. ඊට පස්සෙ එයාටත් පැටවු දෙන්නෙක් හම්බුනා. බලු පැටියයි බැල්ලි පැටියයි. ගිහින් දාන්න බෑනෙ දැන් උනුත් හදනවා. කොහෙන් නතර වෙයිද දන්නෑ.",False,"[0, 275]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1049692331224354816,1049692331224354816,,,,,True,0,24,6,0,1253709296107261952,1253709296107261952,False,False,si,,,,1.2536871705790996e+18,1253687170579099651,"{'url': 'https://t.co/4gFnpomNeh', 'expanded': 'https://twitter.com/igurupanmalli/status/1253687170579099651', 'display': 'twitter.com/igurupanmalli/…'}",,
1203604239643222018,Sun Dec 08 09:16:27 +0000 2019,1203604239643222018,1203604239643222018,@AmIsoSweet බැල්ලි ❤️ the little heart at the end,False,"[12, 49]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'AmIsoSweet', 'name': 'Dinal', 'id': 429624563, 'id_str': '429624563', 'indices': [0, 11]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2035537698516705e+18,1203553769851670528,429624563.0,429624563,AmIsoSweet,1128642715,1128642715,,,,,False,0,0,2,0,1203553769851670528,1203553769851670528,False,False,en,,,,,,,,
1308389769987096576,Tue Sep 22 12:56:44 +0000 2020,1308389769987096576,1308389769987096576,@PissuKanna T shirt එක මරු බැල්ලි 😂😂😂😂😂❤️✌,False,"[12, 42]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'PissuKanna', 'name': 'PissuKanna', 'id': 1259887920028110848, 'id_str': '1259887920028110848', 'indices': [0, 11]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.3083674201055273e+18,1308367420105527297,1.2598879200281108e+18,1259887920028110848,PissuKanna,1298577077998776321,1298577077998776321,,,,,False,0,0,0,0,1308367420105527297,1308367420105527297,False,False,si,,,,,,,,
1084804924863442944,Mon Jan 14 13:30:23 +0000 2019,1084804924863442944,1084804924863442944,මම බංගිට බැන්නා හු&amp;%$ බැල්ලි කියලා. ඊට පස්සෙ මතක් උනා ඒකි මගෙ කියලා😂😂😂😂,False,"[0, 75]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,2533578847,2533578847,,,,,False,0,121,32,1,1084804924863442944,1084804924863442944,False,False,si,,,,,,,,
1156129299453362176,Tue Jul 30 09:07:59 +0000 2019,1156129299453362176,1156129299453362176,"තෙරෙ බිනා කැරියා
අල්ලපු ගෙදර හුත්ති
ඉස්සරා ගෙදර බැල්ලි
අපේ ගෙදර බල්ලා⁣
තුම්හියෝ කැරියා
සඟල වරහන් පකයා
සබන් බෝල පකයා
බීට් හුත්ති
ගොටුකොල පකයා
පොල් කෝම්බ කැරියා
බ්ලොක් ගල් හුත්තා
රට උළු පොන්නයා
ගොක් කොල පකයා
ඇම්පියර් හුත්තා
ගිටාර් පකයා
බිත්ති ඔරලෝසු පොන්නයා
මදර්බෝඩ් හුකන්නා👇👇",False,"[0, 274]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.1561289046310052e+18,1156128904631005184,765716875.0,765716875,ndilruksha,765716875,765716875,,,,,False,0,5,0,0,1156128904631005184,1156128904631005184,False,False,si,,,,,,,"{'id': 1156128904631005184, 'id_str': '1156128904631005184'}",
1346322650272915457,Tue Jan 05 05:08:27 +0000 2021,1346322650272915457,1346322650272915457,"♡ altura: 1,73
♡ n°sapato: 43/44
♡ signo: ሴት ዉሻ ቆሻሻ ዉሻ
♡ tatuagens: 0
♡ piercings: 0
♡ cor favorita: Verde, Azul, Preto, Vermelho e Rosa
♡ bebida favorita: achocolatado
♡ 3 mutuals pra responder: መሳደብ, බැල්ලි බැල්ලිය, ឆ្កេញីឆ្កេញី",False,"[0, 230]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,959920632715710464,959920632715710464,,,,,True,0,2,1,0,1346322650272915457,1346322650272915457,False,False,pt,,,,1.3463204319392522e+18,1346320431939252224,"{'url': 'https://t.co/w6c9goLf7f', 'expanded': 'https://twitter.com/DXKunoichi77_/status/1346320431939252224', 'display': 'twitter.com/DXKunoichi77_/…'}",,
566413830624772097,Sat Feb 14 01:49:15 +0000 2015,566413830624772097,566413830624772097,Ronchi නිකං බැල්ලි වගේ මාලිංග බෝල දාද්දි 😂,False,"[0, 42]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,515248190,515248190,,,,,False,1,1,0,0,566413830624772097,566413830624772097,False,False,si,,,,,,,,
1009755614136885248,Thu Jun 21 11:11:13 +0000 2018,1009755614136885248,1009755614136885248,"""තෝ මරණව බැල්ලි""
""තෝ "" කියන්නෙ කුණු හබ්බයක්ද?
""මරණව""  කියන්නෙ කුණු හබ්බයක්ද?
""බැල්ලි"" කියන්නෙ කුණු හබ්බයක්ද?
*යකෝ පකේ නඩු තීන්දු එ්ව ...

අා අර නඩුකාරයො වෙන්න ඉන්න එවුං ටිකක් නේ මහින්දට අැහැ තියල ගොං අාතල් ගත්තේ? 😂😂😂",False,"[0, 216]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,786144219429613572,786144219429613572,,,,,False,0,8,1,0,1009755614136885248,1009755614136885248,False,False,si,,,,,,,,
1176490768514654209,Tue Sep 24 13:37:12 +0000 2019,1176490768514654209,1176490768514654209,මේ බැල්ලි ශ්‍රී ලංකා නිදහස් පක්ෂයේ අනුශාසක නේද? https://t.co/jn99cktmW0,False,"[0, 71]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/jn99cktmW0', 'expanded_url': 'https://www.thetruth.lk/archives/49235', 'display_url': 'thetruth.lk/archives/49235', 'indices': [48, 71]}]}","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",,,,,,620582014,620582014,,,,,False,0,0,0,0,1176490768514654209,1176490768514654209,False,False,si,,False,True,,,,,
978647709258141696,Tue Mar 27 14:59:30 +0000 2018,978647709258141696,978647709258141696,@noodles1191 @rasikalink මී බැල්ලි 😂,False,"[25, 36]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Noodles1191', 'name': '🌼අනාගතය🌼', 'id': 1285895007254257665, 'id_str': '1285895007254257665', 'indices': [0, 12]}, {'screen_name': 'Rasikalink', 'name': '͛', 'id': 253545294, 'id_str': '253545294', 'indices': [13, 24]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,246224922,246224922,,,,,False,0,1,0,0,978646954690293761,978646954690293761,False,False,si,,,,,,,,
1166922297539616768,Thu Aug 29 03:55:30 +0000 2019,1166922297539616768,1166922297539616768,@SavinduVidushan ඒකිගේ තාත්තා අරාබියේ...🤣,False,"[17, 41]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'SavinduVidushan', 'name': 'ꜱᴄᴏʀᴘɪᴏɴ 🦂🇱🇰', 'id': 2925554527, 'id_str': '2925554527', 'indices': [0, 16]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.1668786054664274e+18,1166878605466427393,2925554527.0,2925554527,SavinduVidushan,1119982185426059265,1119982185426059265,,,,,False,0,2,1,0,1166761113024978951,1166761113024978951,False,False,si,,,,,,,,
1124369382048550913,Fri May 03 17:45:25 +0000 2019,1124369382048550913,1124369382048550913,සුදාම්මි කිව්ව කටින්ම තමා වේස බැල්ලි කියන්නෙත් 😂🏃,False,"[0, 49]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,253545294,253545294,,,,,False,0,12,0,0,1124369382048550913,1124369382048550913,False,False,si,,,,,,,,
1353618859882803201,Mon Jan 25 08:20:59 +0000 2021,1353618859882803201,1353618859882803201,"2016 දී ෂැංහයිහි පුද්ගලයෙක් සිය බිරිඳ මරා දමා ඇගේ සිරුර සඳළුතලයේ ශීතකරණයක මාස තුනක කාලයක් ගබඩා කර තැබීය. ඇය ඒ පිළිබඳවද ගීත රචනා කළේය.

 රැඩිකල් කාන්තාවන්  ඊර්ෂ්‍යාකාරිය, මෙහෙකාරිය ගණිකාව, බැල්ලි යන සෘණාත්මක අර්ථයන් සහිත චීන වචන වලින් හැඳින්වීම ඇය එම ගීතයෙන් උලුප්පා දැක්වීය. 👇",False,"[0, 276]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.353618857382998e+18,1353618857382998016,3286134445.0,3286134445,JayaniFdo,3286134445,3286134445,,,,,False,0,5,1,0,1353618835304108034,1353618835304108034,False,False,si,,,,,,,"{'id': 1353618835304108034, 'id_str': '1353618835304108034'}",
699084429583650817,Mon Feb 15 04:14:51 +0000 2016,699084429583650817,699084429583650817,"@KolithaBee In derana case presenter mentioned as ""බැලලි"" and RW mentioned is as ""බැල්ලි"" as I heard @kazZtr_",False,"[0, 109]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'KolithaBee', 'name': '𝐊𝐨𝐥𝐢𝐭𝐡𝐚𝐁𝐞𝐞', 'id': 100980318, 'id_str': '100980318', 'indices': [0, 11]}, {'screen_name': 'kazZtr_', 'name': 'kasun', 'id': 195013676, 'id_str': '195013676', 'indices': [101, 109]}], 'urls': []}","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",6.990837501104701e+17,699083750110470144,100980318.0,100980318,KolithaBee,213306799,213306799,,,,,False,0,0,0,0,699041807171219456,699041807171219456,False,False,en,,,,,,,,
780026487667822592,Sun Sep 25 12:49:41 +0000 2016,780026487667822592,780026487667822592,හා..කෝ වරෙල්ල බලන්න මේ සක්කිලි දෙමල බැල්ලි වෙනුවෙන් කඩේ ගියපු අවජාතක නමට සිංහල කොටි ටික..මූන බලාගන්න https://t.co/C6QtPHv0as,False,"[0, 124]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/C6QtPHv0as', 'expanded_url': 'http://fb.me/5oW3TB51o', 'display_url': 'fb.me/5oW3TB51o', 'indices': [101, 124]}]}","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",,,,,,2887101229,2887101229,,,,,False,0,0,0,0,780026487667822592,780026487667822592,False,False,si,,False,True,,,,,
